participant_id,cohort_year,survey_date,age_at_enrollment,grade_level,race_ethnicity,gender,high_school,title_1_school,family_income_range,household_size,first_generation_college,program_track,transportation_barrier,childcare_needs,act_composite_pre,act_english_pre,act_math_pre,act_reading_pre,act_science_pre,sat_total_pre,sat_math_pre,sat_verbal_pre,gpa_pre,college_readiness_self_rating,study_hours_per_week,career_confidence_rating,academic_support_at_home,technology_access,post_secondary_plan,act_composite_post,act_english_post,act_math_post,act_reading_post,act_science_post,sat_total_post,sat_math_post,sat_verbal_post,gpa_post,college_readiness_self_rating_post,study_hours_per_week_post,career_confidence_rating_post,post_secondary_enrollment,scholarship_received,scholarship_amount,program_satisfaction,would_recommend,act_improvement,sat_improvement,gpa_improvement,readiness_improvement,career_confidence_improvement
CYC2020040,2020,2021-06-28,15,10th,Black or African American,Male,West Charlotte High School,Yes,"Under $25,000",3,Yes,College Prep,No,Yes,15,17,13,16,13,940,480,460,1.42,10,9,1,Limited,Limited access,Undecided,15,14,16,14,16,1010,460,550,1.6741146457545517,10,11.09735533297021,2,Enrolled 4-year,No,NA,4,Definitely,0,70,0.2541146457545518,0,1
CYC2020041,2020,2021-09-23,18,12th,Multiracial,Male,Vance High School,Yes,"$40,000-$59,999",3,Yes,College Prep,No,Yes,17,19,15,18,14,980,510,470,2.26,9,11,4,Strong,Good access,Community college,20,20,22,20,20,1050,580,470,2.596457973477541,10,12.662254196046284,7,Enrolled 4-year,Yes,8500,5,Definitely,3,70,0.33645797347754103,1,3
CYC2020042,2020,2021-08-21,18,12th,Black or African American,Female,Harding University High School,No,"Under $25,000",4,No,College Prep,No,No,28,30,28,30,30,820,370,450,2.29,10,2,7,Moderate,Good access,Undecided,32,33,30,34,33,870,420,450,2.599956908985602,10,4.610588762206001,10,Enrolled 4-year,No,NA,5,Maybe,4,50,0.309956908985602,0,3
CYC2020043,2020,2021-09-03,17,11th,Black or African American,Male,North Mecklenburg High School,Yes,"$40,000-$59,999",1,Yes,Dual Track,No,No,21,23,22,21,22,1100,600,500,3.03,5,2,2,None,Limited access,4-year college,23,22,20,24,21,1200,580,620,2.6329738580702555,7,5.996982512596798,4,Enrolled 4-year,Yes,3200,2,Definitely,2,100,-0.3970261419297443,2,2
CYC2020045,2020,2021-07-25,18,12th,Hispanic/Latino,Male,Olympic High School,Yes,"$25,000-$39,999",4,Yes,Dual Track,No,Yes,24,27,25,24,26,970,460,510,2.11,4,20,7,Limited,Limited access,Work,25,23,27,26,26,1030,570,460,3.1230429886752527,6,23.503057588421335,9,Military,Yes,10500,5,Probably,1,60,1.0130429886752528,2,2
CYC2020046,2020,2021-07-13,17,11th,Hispanic/Latino,Male,West Charlotte High School,Yes,"$60,000-$79,999",6,Yes,Career Readiness,Yes,No,16,19,15,15,14,870,470,400,1.87,2,6,4,None,Good access,Trade school,18,16,20,20,16,870,400,470,2.3416957935521374,5,9.998585471123068,8,Enrolled 2-year,No,NA,2,Probably,2,0,0.4716957935521373,3,4
CYC2020048,2020,2021-08-14,17,11th,Hispanic/Latino,Female,Garinger High School,Yes,"$40,000-$59,999",5,Yes,Career Readiness,No,N/A,17,19,18,16,18,1160,610,550,2.57,10,11,5,Moderate,Good access,Work,21,19,22,19,20,1200,590,610,2.9508045353291217,10,12.717844277705833,9,Enrolled 2-year,No,NA,3,Probably,4,40,0.38080453532912184,0,4
CYC2020049,2020,2021-07-19,15,9th,Hispanic/Latino,Female,East Mecklenburg High School,No,"$60,000-$79,999",2,Yes,College Prep,No,Yes,18,21,17,17,18,990,470,520,3.13,9,3,9,Limited,Limited access,Community college,23,21,25,21,22,1080,530,550,3.4802602226634187,10,8.38599479513195,10,Other,Yes,6400,5,Definitely,5,90,0.35026022266341883,1,1
CYC2020051,2020,2021-07-18,17,12th,Multiracial,Male,Harding University High School,Yes,"Under $25,000",1,No,College Prep,No,No,22,20,20,20,21,580,270,310,2.23,4,19,6,None,Limited access,4-year college,26,27,25,25,28,610,290,320,2.5258399977383794,6,21.028957929241756,6,Working,Yes,4500,3,Definitely,4,30,0.29583999773837943,2,0
CYC2020052,2020,2021-09-12,16,11th,White,Male,Hopewell High School,Yes,"Under $25,000",3,Yes,College Prep,No,N/A,15,14,13,13,14,1110,520,590,1.76,2,7,7,None,Good access,Community college,16,14,15,14,14,1120,590,530,2.477215373377443,3,7.3501629253997205,8,Enrolled 4-year,No,NA,4,Probably,1,10,0.7172153733774429,1,1
CYC2020054,2020,2021-09-03,18,12th,Multiracial,Male,Rocky River High School,Yes,"Under $25,000",2,No,Intensive Support,No,No,23,20,21,25,22,930,490,440,3.71,3,12,3,None,No reliable access,Community college,27,26,25,29,29,990,540,450,4,5,13.116115705838702,6,Military,Yes,2600,4,Definitely,4,60,0.29000000000000004,2,3
CYC2020055,2020,2021-09-06,15,10th,Asian,Female,North Mecklenburg High School,Yes,"Under $25,000",5,Yes,College Prep,Yes,No,19,20,21,22,19,1140,530,610,2.3,3,2,3,Moderate,Good access,Trade school,20,18,21,19,19,1270,590,680,2.687189698270548,4,3.5557968583340287,4,Working,Yes,6500,4,Probably,1,130,0.3871896982705483,1,1
CYC2020056,2020,2021-07-27,17,12th,Hispanic/Latino,Female,Rocky River High School,Yes,"$60,000-$79,999",3,Yes,Career Readiness,Yes,Yes,25,27,21,24,28,1090,510,580,1.7,9,9,5,Moderate,Good access,Community college,26,24,27,25,26,1250,580,670,1.8464531872129681,10,12.701792685984595,7,Enrolled 4-year,Yes,14500,5,Definitely,1,160,0.14645318721296818,1,2
CYC2020058,2020,2021-09-14,17,11th,Hispanic/Latino,Male,Rocky River High School,Yes,"Under $25,000",4,Yes,Career Readiness,No,No,20,17,18,23,20,930,430,500,3.39,8,5,2,Moderate,No reliable access,4-year college,22,24,20,24,24,970,520,450,3.6537020898627857,10,8.20866521707215,5,Enrolled 4-year,No,NA,3,Definitely,2,40,0.26370208986278554,2,3
CYC2020059,2020,2021-10-13,17,12th,Multiracial,Female,Olympic High School,No,"$25,000-$39,999",6,Yes,College Prep,Yes,No,19,20,17,18,18,1060,490,570,1.91,6,5,5,Limited,Good access,Trade school,22,20,19,25,22,1160,530,630,1.948881216339808,7,8.994700768948555,8,Trade program,Yes,13300,5,Maybe,3,100,0.03888121633980801,1,3
CYC2020060,2020,2021-08-08,16,11th,Black or African American,Female,Garinger High School,No,"$40,000-$59,999",4,Yes,College Prep,No,Yes,21,23,19,24,24,840,390,450,1.79,10,9,3,None,Limited access,4-year college,25,26,26,26,25,980,460,520,1.8176553829849587,10,9.040417271699043,5,Enrolled 2-year,Yes,5000,5,Maybe,4,140,0.02765538298495862,0,2
CYC2020062,2020,2021-10-08,16,11th,Black or African American,Male,South Mecklenburg High School,Yes,"Under $25,000",5,Yes,Dual Track,Yes,No,17,15,16,17,20,940,430,510,2.71,5,12,8,None,No reliable access,Undecided,21,23,21,24,19,1000,470,530,3.164036949731832,4,13.688377328686446,10,Enrolled 4-year,Yes,9500,4,Probably Not,4,60,0.4540369497318322,-1,2
CYC2020063,2020,2021-09-04,16,11th,Native American,Male,Hopewell High School,No,"Under $25,000",1,Yes,College Prep,No,No,17,18,14,16,15,1180,590,590,3.32,5,8,3,Limited,Good access,Work,21,21,19,20,23,1300,670,630,3.8187617689976645,7,8.818958001562812,7,Enrolled 4-year,No,NA,5,Definitely,4,120,0.49876176899766467,2,4
CYC2020064,2020,2021-09-25,15,9th,Hispanic/Latino,Male,Vance High School,Yes,"$25,000-$39,999",2,Yes,College Prep,No,Yes,21,20,19,19,24,1050,510,540,2.28,9,6,3,Limited,Good access,Work,22,21,21,25,22,1170,630,540,2.8708596086212532,10,6.916127668056044,5,Enrolled 2-year,No,NA,5,Definitely,1,120,0.5908596086212534,1,2
CYC2020065,2020,2021-07-30,18,12th,Other,Male,Butler High School,Yes,"Under $25,000",5,Yes,Career Readiness,No,No,21,18,18,24,20,1000,520,480,1.74,1,2,2,None,Limited access,4-year college,26,27,25,28,25,1100,600,500,2.2068698773070095,5,2.9419839895828193,4,Enrolled 4-year,No,NA,5,Probably,5,100,0.46686987730700946,4,2
CYC2020066,2020,2021-08-31,16,11th,Black or African American,Female,Independence High School,No,"$25,000-$39,999",7,No,Career Readiness,Yes,No,23,22,24,24,22,730,380,350,1.36,7,7,8,Limited,Limited access,Community college,26,26,27,28,26,810,410,400,1.7848689516119838,9,8.029325435144571,10,Enrolled 4-year,Yes,13700,5,Definitely,3,80,0.4248689516119837,2,2
CYC2020067,2020,2021-07-24,17,12th,White,Male,North Mecklenburg High School,No,"$25,000-$39,999",3,Yes,Dual Track,Yes,N/A,19,19,17,20,22,1210,650,560,4,1,4,3,None,Good access,Military,21,20,19,21,19,1340,690,650,4,3,7.076462450304161,4,Military,Yes,13700,5,Definitely,2,130,0,2,1
CYC2020068,2020,2021-09-17,15,9th,White,Male,Harding University High School,Yes,"$25,000-$39,999",3,Yes,Dual Track,No,No,15,13,11,17,18,770,410,360,1.83,4,8,3,Limited,Limited access,Trade school,17,19,14,19,15,870,420,450,1.8724913830249839,7,11.23633644242541,3,Enrolled 2-year,No,NA,3,Definitely,2,100,0.042491383024983786,3,0
CYC2020069,2020,2021-10-28,14,9th,Hispanic/Latino,Female,Butler High School,Yes,"$25,000-$39,999",1,No,College Prep,No,Yes,19,17,17,21,18,800,430,370,2.65,10,9,6,Strong,No reliable access,Community college,21,20,20,22,22,880,410,470,3.100847648772509,10,11.887080941354078,7,Enrolled 4-year,No,NA,4,Definitely,2,80,0.45084764877250905,0,1
CYC2020071,2020,2021-07-07,18,12th,Hispanic/Latino,Male,Vance High School,No,"$40,000-$59,999",5,Yes,College Prep,Yes,No,20,21,18,23,21,790,410,380,1.9,9,5,2,None,Good access,Trade school,22,20,21,20,20,890,420,470,1.9251464326016983,10,4.447188461037018,4,Trade program,Yes,4000,5,Definitely,2,100,0.025146432601698354,1,2
CYC2020072,2020,2021-08-13,16,10th,Black or African American,Male,Garinger High School,Yes,"$40,000-$59,999",4,No,Career Readiness,No,N/A,21,19,17,25,18,1190,650,540,3.74,8,8,10,Strong,Limited access,Community college,22,20,24,23,24,1260,590,670,4,9,11.12603178644111,10,Gap year,Yes,14700,5,Definitely,1,70,0.2599999999999998,1,0
CYC2020074,2020,2021-10-05,17,12th,Black or African American,Female,Mallard Creek High School,No,"$25,000-$39,999",6,No,Career Readiness,No,No,17,19,15,19,15,960,460,500,2.77,2,3,6,None,Good access,4-year college,17,16,19,18,16,1110,590,520,2.9609203315883104,3,10.481532854085945,10,Enrolled 2-year,No,NA,4,Probably,0,150,0.19092033158831034,1,4
CYC2020076,2020,2021-07-04,17,12th,Hispanic/Latino,Male,Ardrey Kell High School,Yes,"$60,000-$79,999",3,No,College Prep,No,Yes,19,16,21,23,22,850,390,460,2.07,1,5,3,Moderate,Good access,Community college,20,18,22,20,22,920,420,500,2.3528149682138984,1,12.18845214097194,4,Gap year,No,NA,5,Definitely,1,70,0.2828149682138985,0,1
CYC2020079,2020,2021-10-14,15,9th,Black or African American,Female,Butler High School,Yes,"Under $25,000",5,No,College Prep,No,No,12,14,10,15,9,920,440,480,1.34,8,15,1,None,Limited access,4-year college,12,12,9,13,12,970,470,500,1.5006762714785842,10,14.966224795694966,4,Enrolled 4-year,No,NA,4,Definitely,0,50,0.1606762714785841,2,3
CYC2020080,2020,2021-08-04,17,11th,Black or African American,Female,Julius Chambers High School,Yes,"$100,000+",3,Yes,Dual Track,No,No,19,19,21,17,22,850,410,440,2,4,0,9,Moderate,Good access,4-year college,21,22,19,24,19,900,420,480,2.846769901514783,5,4.02343107977806,10,Enrolled 2-year,Yes,11200,5,Definitely,2,50,0.8467699015147829,1,1
CYC2020082,2020,2021-09-12,18,12th,Hispanic/Latino,Female,North Mecklenburg High School,Yes,"$40,000-$59,999",4,Yes,Career Readiness,No,N/A,19,22,20,21,22,1040,560,480,1.92,9,9,2,Limited,Limited access,4-year college,20,21,19,20,22,1120,570,550,2.2745974943316662,10,10.043401584253576,5,Enrolled 2-year,No,NA,3,Definitely,1,80,0.3545974943316663,1,3
CYC2020083,2020,2021-08-15,16,11th,Multiracial,Male,Harding University High School,Yes,"$60,000-$79,999",6,Yes,Career Readiness,Yes,No,20,19,17,22,22,820,440,380,3.04,9,14,1,None,Limited access,Trade school,22,22,20,22,21,950,510,440,3.3125449631591057,10,17.847954117361308,3,Enrolled 2-year,Yes,1600,4,Definitely,2,130,0.2725449631591057,1,2
CYC2020084,2020,2021-08-22,17,12th,Multiracial,Female,Butler High School,No,"Under $25,000",4,Yes,Dual Track,Yes,No,24,22,24,23,25,870,430,440,3.2,6,4,1,None,No reliable access,Community college,27,29,29,25,28,1030,500,530,4,7,6.939440380738467,4,Enrolled 4-year,No,NA,3,Maybe,3,160,0.7999999999999998,1,3
CYC2020085,2020,2021-09-04,16,11th,Hispanic/Latino,Female,Julius Chambers High School,Yes,"Under $25,000",2,Yes,Intensive Support,No,No,15,15,17,13,15,1160,590,570,2.24,9,4,2,Strong,Good access,Community college,20,22,21,19,22,1270,590,680,2.1283201777071405,10,7.524846165550443,3,Enrolled 4-year,No,NA,5,Probably,5,110,-0.11167982229285967,1,1
CYC2020087,2020,2021-10-10,18,12th,Black or African American,Male,West Charlotte High School,No,"Under $25,000",1,Yes,Dual Track,No,No,14,13,10,15,14,840,390,450,2.2,8,1,3,None,Limited access,Community college,19,17,21,19,19,940,470,470,2.4652728784552123,9,5.809335067497018,5,Enrolled 2-year,No,NA,4,Definitely,5,100,0.2652728784552121,1,2
CYC2020090,2020,2021-08-28,18,12th,Multiracial,Female,Garinger High School,Yes,"$25,000-$39,999",2,No,Intensive Support,Yes,No,21,23,19,22,22,1110,520,590,1,7,6,2,Strong,Good access,4-year college,23,21,23,23,24,1140,570,570,1.2679418372237459,8,7.958003323749319,4,Working,No,NA,4,Definitely,2,30,0.26794183722374587,1,2
CYC2020091,2020,2021-07-16,16,11th,Black or African American,Male,Harding University High School,No,"$60,000-$79,999",4,Yes,College Prep,No,No,18,20,15,16,21,920,430,490,2.7,1,13,4,Limited,No reliable access,4-year college,17,17,16,18,16,1010,480,530,3.1339309905462955,5,13.347542340538702,4,Enrolled 4-year,No,NA,5,Definitely,-1,90,0.43393099054629536,4,0
CYC2020092,2020,2021-09-08,17,11th,White,Female,Charlotte Catholic High School,Yes,"Under $25,000",2,Yes,College Prep,No,N/A,26,29,24,24,29,890,450,440,2.32,4,11,6,Strong,No reliable access,Trade school,28,26,26,27,29,1050,480,570,3.2711461517317497,3,14.312252918277341,9,Enrolled 2-year,No,NA,4,Probably Not,2,160,0.9511461517317499,-1,3
CYC2020094,2020,2021-08-30,17,12th,Hispanic/Latino,Female,Ardrey Kell High School,Yes,"$80,000-$99,999",6,Yes,Career Readiness,No,No,20,20,18,24,19,910,420,490,1.62,7,7,4,None,Limited access,Trade school,24,24,23,27,25,970,530,440,1.9659371455577417,8,12.434986952906382,5,Working,No,NA,4,Definitely,4,60,0.3459371455577416,1,1
CYC2020097,2020,2021-09-06,18,12th,White,Female,East Mecklenburg High School,Yes,"Under $25,000",2,Yes,Career Readiness,Yes,Yes,17,20,14,20,14,780,390,390,2.6,5,6,6,Limited,Good access,4-year college,21,22,21,21,22,860,440,420,3.5210378684498833,7,9.982092320355367,10,Enrolled 4-year,No,NA,4,Definitely,4,80,0.9210378684498832,2,4
CYC2020100,2020,2021-10-15,14,9th,Hispanic/Latino,Female,Myers Park High School,Yes,"Under $25,000",4,Yes,College Prep,Yes,N/A,12,12,14,11,10,990,510,480,2.18,9,6,4,Strong,Limited access,Community college,14,12,13,14,13,1140,530,610,2.7352141556627063,10,13.6040488318876,6,Trade program,No,NA,4,Definitely,2,150,0.5552141556627062,1,2
CYC2020101,2020,2021-07-26,17,12th,Hispanic/Latino,Male,Independence High School,Yes,"Under $25,000",5,Yes,College Prep,Yes,No,14,15,12,16,16,830,410,420,3.36,7,11,10,Moderate,Limited access,4-year college,15,15,12,17,15,870,450,420,3.7718022836111205,8,11.581446054959494,10,Enrolled 2-year,No,NA,5,Maybe,1,40,0.4118022836111206,1,0
CYC2020102,2020,2021-08-05,14,9th,White,Male,Garinger High School,No,"Under $25,000",2,No,College Prep,No,N/A,19,16,17,22,21,980,470,510,1.12,7,0,3,None,Good access,Trade school,23,23,20,24,25,1110,540,570,1.4029331896297672,10,4.217787484031386,3,Enrolled 2-year,No,NA,5,Definitely,4,130,0.2829331896297671,3,0
CYC2020103,2020,2021-08-28,17,12th,White,Male,Charlotte Catholic High School,Yes,"$60,000-$79,999",3,Yes,College Prep,Yes,No,16,14,16,15,13,970,470,500,1.84,6,3,8,None,Limited access,Trade school,19,20,19,22,20,1040,570,470,2.171884899207871,7,6.960186373774598,8,Enrolled 4-year,No,NA,5,Probably,3,70,0.3318848992078711,1,0
