participant_id,cohort_year,survey_date,age_at_enrollment,grade_level,race_ethnicity,gender,high_school,title_1_school,family_income_range,household_size,first_generation_college,program_track,transportation_barrier,childcare_needs,act_composite_pre,act_english_pre,act_math_pre,act_reading_pre,act_science_pre,sat_total_pre,sat_math_pre,sat_verbal_pre,gpa_pre,college_readiness_self_rating,study_hours_per_week,career_confidence_rating,academic_support_at_home,technology_access,post_secondary_plan,act_composite_post,act_english_post,act_math_post,act_reading_post,act_science_post,sat_total_post,sat_math_post,sat_verbal_post,gpa_post,college_readiness_self_rating_post,study_hours_per_week_post,career_confidence_rating_post,post_secondary_enrollment,scholarship_received,scholarship_amount,program_satisfaction,would_recommend,act_improvement,sat_improvement,gpa_improvement,readiness_improvement,career_confidence_improvement
CYC2023016,2023,2024-07-26,17,12th,Black or African American,Male,Providence High School,Yes,"$60,000-$79,999",3,Yes,College Prep,No,N/A,21,23,21,21,21,1320,630,690,2.94,3,1,1,Strong,Good access,Community college,25,26,22,25,25,1430,660,770,3.248378199090701,3,2.2110982375823998,3,Enrolled 4-year,Yes,2700,5,Definitely,4,110,0.3083781990907011,0,2
CYC2023019,2023,2024-10-06,15,10th,Black or African American,Male,Mallard Creek High School,Yes,"$25,000-$39,999",5,Yes,College Prep,No,Yes,16,17,12,17,19,730,350,380,2.32,5,13,7,None,Limited access,Trade school,19,21,17,19,21,800,430,370,2.6395062726862677,4,12.040404225705542,10,Gap year,Yes,11400,4,Definitely,3,70,0.31950627268626786,-1,3
CYC2023021,2023,2024-09-14,15,9th,Black or African American,Female,Ardrey Kell High School,No,"$40,000-$59,999",3,Yes,Career Readiness,No,No,21,19,19,20,22,830,400,430,2.42,3,4,7,Limited,Good access,Community college,22,20,22,23,22,980,530,450,2.7198531832222823,4,6.931309570791573,7,Trade program,No,NA,5,Definitely,1,150,0.2998531832222824,1,0
CYC2023022,2023,2024-09-05,16,10th,Black or African American,Male,Harding University High School,No,"Under $25,000",4,Yes,College Prep,No,Yes,17,15,19,20,19,690,340,350,3.3,3,5,2,Moderate,Limited access,Community college,20,21,17,22,22,780,360,420,3.384453228172088,4,6.039127988659626,5,Trade program,No,NA,4,Definitely,3,90,0.08445322817208822,1,3
CYC2023023,2023,2024-08-08,14,9th,Hispanic/Latino,Male,Garinger High School,Yes,"$40,000-$59,999",3,No,Career Readiness,No,No,22,20,24,20,22,1230,590,640,1,3,16,1,Limited,Limited access,Trade school,24,26,22,23,24,1320,680,640,1.3058629621431002,6,20.196402207725097,3,Enrolled 4-year,Yes,11800,1,Definitely,2,90,0.30586296214310016,3,2
CYC2023024,2023,2024-07-11,17,11th,Asian,Male,North Mecklenburg High School,Yes,"$40,000-$59,999",3,No,Intensive Support,Yes,N/A,19,20,16,21,22,1010,550,460,1.54,3,1,1,Moderate,No reliable access,4-year college,22,23,20,20,24,1130,620,510,1.3699176107126303,6,0.3207393922721411,2,Trade program,No,NA,5,Definitely,3,120,-0.17008238928736974,3,1
CYC2023026,2023,2024-08-09,16,11th,Hispanic/Latino,Female,Providence High School,Yes,"$40,000-$59,999",1,Yes,Career Readiness,No,No,21,18,20,23,24,860,460,400,2.7,1,7,6,Limited,Good access,4-year college,23,23,21,26,21,980,460,520,3.0362928944984815,2,8.131418361806235,7,Enrolled 2-year,No,NA,3,Probably,2,120,0.3362928944984813,1,1
CYC2023027,2023,2024-10-11,18,12th,White,Female,Hopewell High School,No,"$60,000-$79,999",5,No,Dual Track,No,No,15,13,15,17,18,1120,530,590,1.41,3,12,3,None,Good access,4-year college,18,16,15,20,20,1220,590,630,1.848027140121686,2,11.01586619710737,3,Trade program,Yes,2400,5,Probably,3,100,0.438027140121686,-1,0
CYC2023028,2023,2024-09-27,17,12th,Black or African American,Female,Julius Chambers High School,Yes,"$40,000-$59,999",1,No,College Prep,No,No,17,15,14,17,18,1100,580,520,2.88,6,0,6,Strong,Limited access,Work,20,18,17,20,19,1180,560,620,3.26074727612578,9,1.4220801347627834,9,Gap year,Yes,13800,4,Definitely,3,80,0.38074727612577997,3,3
CYC2023029,2023,2024-08-27,17,11th,Black or African American,Male,Harding University High School,Yes,"Under $25,000",1,Yes,Dual Track,No,No,10,11,10,10,10,1390,670,720,1.75,7,2,6,Limited,Limited access,Trade school,11,9,10,12,11,1440,660,780,2.26061584775418,6,5.709765133751715,6,Enrolled 2-year,No,NA,4,Probably Not,1,50,0.5106158477541798,-1,0
CYC2023030,2023,2024-07-22,18,12th,Black or African American,Female,Providence High School,No,"Under $25,000",2,Yes,College Prep,No,N/A,18,21,19,16,20,810,420,390,2.93,8,10,5,Limited,Good access,4-year college,19,18,19,20,17,860,450,410,3.461336045415827,8,13.553317984746688,8,Enrolled 4-year,Yes,9200,5,Definitely,1,50,0.5313360454158267,0,3
CYC2023032,2023,2024-07-02,16,10th,White,Female,Independence High School,Yes,"Under $25,000",6,Yes,Career Readiness,Yes,No,25,23,24,28,27,1200,550,650,2.93,2,6,5,Limited,Limited access,4-year college,27,26,26,30,26,1320,660,660,3.597818369699408,4,5.493959375477534,8,Enrolled 4-year,Yes,11100,4,Probably,2,120,0.667818369699408,2,3
CYC2023033,2023,2024-09-29,18,12th,White,Female,Providence High School,Yes,"$100,000+",2,Yes,College Prep,Yes,No,24,23,21,27,22,1410,680,730,1.61,6,12,5,Strong,Good access,4-year college,28,29,29,31,29,1560,840,720,2.314806939734197,9,15.2899670406035,7,Enrolled 2-year,No,NA,5,Definitely,4,150,0.704806939734197,3,2
CYC2023034,2023,2024-08-14,17,12th,Hispanic/Latino,Female,Olympic High School,No,"Under $25,000",6,No,College Prep,No,No,19,20,15,21,16,890,450,440,2.78,4,18,4,Limited,No reliable access,Community college,20,21,19,20,22,960,460,500,3.0854004562839323,3,18.984564243100277,6,Enrolled 4-year,No,NA,1,Definitely,1,70,0.30540045628393253,-1,2
CYC2023036,2023,2024-09-15,15,10th,Asian,Male,South Mecklenburg High School,Yes,"$100,000+",3,No,College Prep,No,No,17,14,14,18,19,820,430,390,2.9,9,8,2,Limited,Limited access,4-year college,19,19,18,20,17,900,460,440,3.2628197709387528,10,11.341789120460692,4,Military,No,NA,4,Probably,2,80,0.36281977093875284,1,2
CYC2023037,2023,2024-08-17,17,11th,Black or African American,Male,Mallard Creek High School,No,"Under $25,000",1,Yes,Dual Track,No,N/A,17,19,16,18,19,1090,490,600,1.93,10,17,1,Strong,No reliable access,4-year college,22,21,21,22,22,1060,500,560,2.1252667539883867,10,22.2537337616886,1,Enrolled 4-year,No,NA,5,Definitely,5,-30,0.19526675398838678,0,0
CYC2023038,2023,2024-08-29,16,11th,Black or African American,Male,Myers Park High School,No,"$60,000-$79,999",6,Yes,College Prep,Yes,N/A,15,18,14,17,13,1100,540,560,1.98,7,10,4,Limited,Limited access,4-year college,20,22,19,18,18,1230,630,600,1.8794418334861656,8,12.603188890010145,4,Enrolled 4-year,Yes,1900,5,Definitely,5,130,-0.10055816651383442,1,0
CYC2023040,2023,2024-10-04,18,12th,Black or African American,Female,Independence High School,Yes,"Under $25,000",5,Yes,College Prep,Yes,N/A,16,17,12,19,13,1120,550,570,1.45,8,15,6,Limited,Good access,4-year college,21,20,22,20,22,1130,570,560,1.635423404511435,9,18.379118826998532,8,Enrolled 2-year,Yes,7000,4,Probably,5,10,0.18542340451143513,1,2
CYC2023041,2023,2024-09-27,18,12th,Black or African American,Male,West Charlotte High School,No,"$40,000-$59,999",4,Yes,Dual Track,Yes,No,14,15,15,15,16,1240,620,620,2.95,6,3,5,Moderate,Limited access,Work,18,16,17,17,16,1370,730,640,3.3307737419690153,8,7.814440259240257,5,Enrolled 2-year,No,NA,4,Probably Not,4,130,0.38077374196901514,2,0
CYC2023042,2023,2024-08-08,16,11th,Black or African American,Female,Harding University High School,Yes,"Under $25,000",1,Yes,Dual Track,No,No,19,18,19,23,21,630,300,330,3.95,1,15,3,Moderate,Limited access,Military,22,23,19,20,23,730,380,350,4,3,14.543631575910076,7,Enrolled 2-year,No,NA,5,Definitely,3,100,0.04999999999999982,2,4
CYC2023043,2023,2024-08-12,16,11th,Multiracial,Female,Rocky River High School,No,"$40,000-$59,999",5,Yes,College Prep,No,No,22,19,20,22,24,770,420,350,1.86,8,2,3,Strong,Limited access,4-year college,24,25,25,23,23,830,430,400,2.2818921052974717,10,3.612438090608684,6,Enrolled 4-year,No,NA,5,Definitely,2,60,0.42189210529747156,2,3
CYC2023044,2023,2024-07-28,18,12th,Asian,Female,North Mecklenburg High School,Yes,"$80,000-$99,999",5,No,College Prep,Yes,No,19,22,15,17,17,1100,520,580,1.87,2,5,2,Moderate,No reliable access,Trade school,22,22,20,25,21,1130,610,520,2.476808716548644,6,9.217545110561096,4,Enrolled 4-year,No,NA,4,Maybe,3,30,0.606808716548644,4,2
CYC2023048,2023,2024-08-06,16,11th,White,Female,Rocky River High School,No,"$25,000-$39,999",8,Yes,Dual Track,Yes,No,15,12,12,15,16,1150,590,560,2.52,6,6,5,Strong,Limited access,Work,19,17,16,19,19,1230,660,570,3.09337974719006,5,6.64448807961998,8,Enrolled 4-year,No,NA,5,Probably,4,80,0.5733797471900601,-1,3
CYC2023050,2023,2024-08-20,16,11th,Black or African American,Female,Charlotte Catholic High School,Yes,"Under $25,000",4,Yes,College Prep,No,No,27,30,24,30,30,1060,530,530,2.67,8,3,5,Moderate,Limited access,Trade school,31,32,31,34,31,1140,600,540,3.010184333782008,7,5.375412858695212,6,Trade program,No,NA,4,Probably,4,80,0.3401843337820081,-1,1
CYC2023052,2023,2024-09-12,18,12th,Hispanic/Latino,Male,Independence High School,Yes,"$100,000+",3,Yes,College Prep,No,No,14,17,10,17,11,550,270,280,2.46,8,9,2,Strong,Limited access,Community college,17,17,16,17,19,610,290,320,2.914103912004204,9,10.96507618038462,6,Gap year,No,NA,4,Probably,3,60,0.4541039120042041,1,4
CYC2023055,2023,2024-07-26,16,11th,Black or African American,Female,Vance High School,Yes,"$80,000-$99,999",2,Yes,Dual Track,No,Yes,18,16,15,16,17,1200,620,580,1.68,10,7,8,Moderate,No reliable access,4-year college,23,23,25,23,25,1280,640,640,1.8601838016582444,10,10.767370569305626,10,Enrolled 2-year,Yes,14400,5,Definitely,5,80,0.18018380165824444,0,2
CYC2023056,2023,2024-10-02,18,12th,Hispanic/Latino,Male,Hopewell High School,Yes,"$25,000-$39,999",2,Yes,College Prep,No,No,20,18,19,22,20,1060,540,520,1.66,1,1,1,Moderate,Limited access,Community college,25,25,23,23,26,1200,590,610,2.3667663847942015,1,3.6174786079516474,5,Enrolled 4-year,No,NA,4,Definitely,5,140,0.7067663847942016,0,4
CYC2023058,2023,2024-07-25,15,10th,Black or African American,Female,Independence High School,No,"$40,000-$59,999",3,No,Dual Track,No,No,10,10,6,12,7,1040,530,510,3.61,4,7,2,Limited,No reliable access,4-year college,13,11,12,12,11,1150,520,630,4,3,12.455248638091005,3,Enrolled 2-year,No,NA,3,Probably,3,110,0.3900000000000001,-1,1
CYC2023059,2023,2024-09-18,16,10th,White,Female,North Mecklenburg High School,Yes,"$60,000-$79,999",4,Yes,Dual Track,Yes,No,27,27,27,26,27,990,510,480,2.95,9,7,4,Limited,No reliable access,Trade school,29,30,28,28,30,1090,580,510,3.5887908461285223,10,14.278768550748886,5,Working,Yes,3100,4,Maybe,2,100,0.6387908461285221,1,1
CYC2023060,2023,2024-10-07,17,11th,Other,Female,Garinger High School,No,"Under $25,000",3,No,Dual Track,Yes,No,15,15,16,14,14,1090,550,540,1.82,10,9,6,Moderate,Good access,Community college,21,22,21,20,23,1080,510,570,2.4865886314450965,10,10.445199788534069,9,Military,No,NA,5,Probably Not,6,-10,0.6665886314450964,0,3
CYC2023063,2023,2024-08-16,18,12th,Hispanic/Latino,Female,Harding University High School,Yes,"$40,000-$59,999",2,No,Career Readiness,No,No,18,20,20,17,20,1090,570,520,3.97,7,5,3,Limited,Good access,4-year college,22,24,23,21,24,1220,650,570,4,9,12.46979401047884,5,Enrolled 4-year,No,NA,4,Definitely,4,130,0.029999999999999805,2,2
CYC2023064,2023,2024-09-25,18,12th,Black or African American,Female,Ardrey Kell High School,No,"$40,000-$59,999",3,Yes,Dual Track,Yes,No,12,11,10,14,10,930,420,510,1.48,8,1,1,Limited,Limited access,Community college,14,12,16,16,15,980,530,450,2.1132650155293016,10,6.452008101811437,4,Gap year,Yes,6900,4,Definitely,2,50,0.6332650155293016,2,3
CYC2023065,2023,2024-08-25,18,12th,Black or African American,Male,Garinger High School,No,"$60,000-$79,999",3,Yes,Dual Track,No,N/A,21,20,18,23,21,880,400,480,2.5,8,5,4,Strong,Limited access,Community college,25,26,27,27,24,1000,520,480,2.8012892255528534,9,12.168877514866368,7,Enrolled 4-year,No,NA,4,Probably,4,120,0.3012892255528534,1,3
CYC2023067,2023,2024-08-31,18,12th,Asian,Male,Charlotte Catholic High School,Yes,"$25,000-$39,999",1,Yes,Intensive Support,No,No,18,20,17,20,19,990,450,540,1.37,1,9,5,Limited,Good access,4-year college,22,23,22,24,24,1120,510,610,1.1839922564170031,3,11.913412459451584,5,Enrolled 4-year,Yes,13200,5,Probably,4,130,-0.186007743582997,2,0
CYC2023068,2023,2024-08-05,16,11th,Black or African American,Female,Rocky River High School,Yes,"$100,000+",3,Yes,College Prep,Yes,No,16,18,14,16,14,770,350,420,2.84,1,11,5,Moderate,Good access,4-year college,18,18,19,18,18,880,450,430,3.3697447314815316,4,10.540916659428405,7,Enrolled 2-year,Yes,14300,4,Probably,2,110,0.5297447314815318,3,2
CYC2023069,2023,2024-07-30,16,11th,Black or African American,Female,Charlotte Catholic High School,No,"$60,000-$79,999",3,No,Intensive Support,Yes,Yes,18,18,19,17,18,1100,600,500,1.33,2,7,4,Limited,No reliable access,4-year college,22,20,19,24,20,1170,610,560,1.8781619757194428,4,12.649891187900874,5,Trade program,Yes,10300,4,Definitely Not,4,70,0.5481619757194427,2,1
CYC2023071,2023,2024-07-30,18,12th,Hispanic/Latino,Female,Charlotte Catholic High School,Yes,"$25,000-$39,999",3,No,College Prep,No,No,18,16,18,19,16,820,380,440,1.68,5,6,2,Moderate,No reliable access,Trade school,21,21,23,19,20,820,430,390,1.7789234580736024,9,8.897671062714977,2,Enrolled 4-year,No,NA,3,Definitely,3,0,0.09892345807360248,4,0
CYC2023072,2023,2024-08-05,16,10th,Hispanic/Latino,Male,Rocky River High School,Yes,"$40,000-$59,999",3,No,Career Readiness,No,No,22,21,23,24,23,1350,680,670,1,3,4,3,Strong,Limited access,4-year college,22,22,20,20,23,1420,640,780,1.149025627474559,4,5.695513416557721,4,Working,No,NA,4,Definitely,0,70,0.14902562747455894,1,1
CYC2023074,2023,2024-08-03,15,9th,Asian,Female,Ardrey Kell High School,No,"$40,000-$59,999",5,Yes,Intensive Support,No,No,19,17,15,18,19,1220,580,640,3.26,5,12,4,Strong,Good access,Work,21,19,19,22,20,1320,660,660,4,7,16.1697017814047,5,Enrolled 4-year,No,NA,4,Definitely,2,100,0.7400000000000002,2,1
CYC2023075,2023,2024-06-22,16,11th,Multiracial,Male,North Mecklenburg High School,No,"Under $25,000",2,Yes,Dual Track,No,No,18,16,20,19,18,940,430,510,1.54,4,4,5,Limited,Limited access,Trade school,22,22,19,21,23,1050,560,490,2.2240310396323184,5,8.708326664306473,7,Enrolled 2-year,No,NA,5,Probably,4,110,0.6840310396323184,1,2
CYC2023076,2023,2024-10-04,17,11th,Asian,Male,Garinger High School,Yes,"$40,000-$59,999",3,Yes,College Prep,No,No,20,19,18,24,22,1090,510,580,4,8,4,4,Moderate,Limited access,Work,22,21,20,25,21,1150,600,550,4,7,6.491814349067353,6,Enrolled 4-year,No,NA,3,Probably,2,60,0,-1,2
CYC2023078,2023,2024-08-30,17,12th,White,Female,Butler High School,No,"Under $25,000",5,Yes,College Prep,Yes,N/A,26,23,27,26,23,1260,600,660,1.01,4,8,4,Limited,No reliable access,Work,31,33,29,33,30,1230,580,650,1.170330210931998,7,11.2492117683531,6,Gap year,Yes,12600,4,Maybe,5,-30,0.16033021093199795,3,2
CYC2023079,2023,2024-09-30,17,12th,White,Male,East Mecklenburg High School,Yes,"$80,000-$99,999",3,Unknown,Dual Track,No,No,15,14,14,19,16,820,390,430,2.12,7,9,6,None,Limited access,4-year college,18,16,16,21,19,920,430,490,2.817281379511026,10,10.363438390272263,8,Enrolled 4-year,No,NA,3,Definitely,3,100,0.697281379511026,3,2
CYC2023080,2023,2024-08-05,14,9th,Native American,Female,Providence High School,Yes,"$100,000+",2,Yes,College Prep,No,No,20,19,19,20,18,1140,510,630,2.31,6,14,2,None,Limited access,Work,22,23,20,23,21,1160,600,560,2.3769518585938605,9,14.015529639086393,4,Enrolled 2-year,No,NA,5,Definitely,2,20,0.06695185859386044,3,2
CYC2023083,2023,2024-08-03,15,10th,White,Female,Harding University High School,No,"$25,000-$39,999",2,No,Dual Track,No,No,18,20,16,16,21,710,330,380,3.16,4,6,2,None,Good access,4-year college,23,24,22,26,25,780,390,390,3.4721585672986706,7,5.368560728676558,4,Trade program,Yes,7400,4,Definitely Not,5,70,0.3121585672986704,3,2
CYC2023084,2023,2024-08-24,18,12th,Black or African American,Female,Ardrey Kell High School,Yes,"$80,000-$99,999",4,No,College Prep,Yes,No,25,28,26,29,27,780,410,370,2.76,5,4,4,None,Limited access,Community college,27,27,26,29,26,930,440,490,2.902756608699977,6,4.765108394159736,6,Enrolled 2-year,Yes,2700,2,Definitely,2,150,0.14275660869997742,1,2
CYC2023085,2023,2024-10-02,16,10th,Hispanic/Latino,Male,East Mecklenburg High School,Yes,"Under $25,000",3,Yes,College Prep,No,No,11,9,10,14,12,1180,600,580,1.45,3,22,3,Limited,Good access,4-year college,14,15,13,17,14,1280,680,600,1.563270564474199,5,23.726811371843226,3,Enrolled 4-year,Yes,5400,4,Definitely,3,100,0.11327056447419914,2,0
CYC2023087,2023,2024-09-04,15,10th,Hispanic/Latino,Male,Vance High School,No,"$25,000-$39,999",2,No,Dual Track,No,No,20,19,17,18,17,970,500,470,2.13,10,10,4,Strong,Good access,4-year college,23,24,20,24,24,1060,570,490,2.16709233009415,10,11.682086391279196,7,Enrolled 4-year,No,NA,5,Probably,3,90,0.03709233009415014,0,3
CYC2023088,2023,2024-07-18,16,11th,White,Female,West Charlotte High School,Yes,"Under $25,000",3,No,Dual Track,No,Yes,18,20,14,20,15,1030,530,500,3.33,8,0,3,Moderate,No reliable access,Trade school,19,21,17,20,19,1070,590,480,3.617479100849463,9,0,4,Enrolled 2-year,No,NA,5,Definitely,1,40,0.2874791008494628,1,1
CYC2023090,2023,2024-10-10,16,10th,Hispanic/Latino,Male,Providence High School,Yes,"$40,000-$59,999",3,Yes,Dual Track,No,Yes,16,16,13,19,18,980,490,490,2.41,10,5,10,Limited,No reliable access,4-year college,19,20,20,22,21,1150,620,530,2.6142862615669658,10,8.293516669995823,10,Working,No,NA,3,Maybe,3,170,0.2042862615669656,0,0
CYC2023091,2023,2024-09-01,17,12th,Hispanic/Latino,Male,Hopewell High School,Yes,"$60,000-$79,999",4,Yes,College Prep,Yes,Yes,18,16,14,16,19,740,340,400,1.76,3,1,1,Moderate,Limited access,Military,21,23,19,20,19,830,410,420,2.0513259933919983,5,0,1,Enrolled 4-year,Yes,12800,3,Maybe,3,90,0.2913259933919983,2,0
CYC2023092,2023,2024-08-30,16,11th,Black or African American,Male,Olympic High School,Yes,"$60,000-$79,999",7,Yes,College Prep,No,N/A,20,17,21,22,20,1160,580,580,3.59,8,13,5,Moderate,Good access,Community college,20,22,17,18,22,1310,610,700,4,10,15.118168821347886,5,Trade program,No,NA,4,Definitely,0,150,0.41000000000000014,2,0
CYC2023093,2023,2024-09-14,17,12th,Black or African American,Female,Independence High School,Yes,"$60,000-$79,999",1,No,Career Readiness,No,N/A,21,18,23,22,23,1270,670,600,3.77,6,4,3,Moderate,Limited access,Community college,25,27,26,24,24,1280,600,680,4,8,7.865808772528187,4,Enrolled 2-year,No,NA,3,Definitely,4,10,0.22999999999999998,2,1
CYC2023094,2023,2024-10-19,16,10th,White,Female,Garinger High School,No,"$40,000-$59,999",3,Yes,College Prep,No,No,11,14,9,9,8,980,520,460,2.32,7,5,1,Strong,No reliable access,Work,14,13,16,17,14,1010,500,510,3.0656671763366146,10,7.007127528082018,2,Enrolled 4-year,No,NA,1,Definitely,3,30,0.7456671763366147,3,1
CYC2023095,2023,2024-08-24,15,10th,Black or African American,Male,Providence High School,Yes,"$60,000-$79,999",4,Yes,Intensive Support,Yes,Yes,13,11,13,13,16,940,430,510,4,3,6,8,Moderate,No reliable access,Community college,14,14,16,17,15,1090,520,570,4,7,9.925906250582603,9,Enrolled 2-year,Yes,11400,5,Definitely,1,150,0,4,1
CYC2023096,2023,2024-07-15,17,12th,Black or African American,Male,Butler High School,No,"Under $25,000",4,No,Dual Track,Yes,No,21,18,18,22,24,1230,660,570,3.38,9,0,9,Limited,Good access,Community college,24,22,23,23,23,1280,610,670,3.5266481073850344,10,2.0466626391303837,10,Gap year,Yes,14200,4,Probably,3,50,0.14664810738503453,1,1
CYC2023097,2023,2024-10-04,18,12th,White,Female,Vance High School,Yes,"$40,000-$59,999",6,Yes,Intensive Support,No,No,21,23,18,24,19,710,340,370,2.52,7,4,7,Strong,Good access,Work,23,21,23,22,21,710,330,380,2.703600406770657,8,5.340236935943863,9,Enrolled 2-year,No,NA,4,Definitely,2,0,0.18360040677065692,1,2
CYC2023098,2023,2024-07-08,18,12th,Black or African American,Male,Mallard Creek High School,Yes,"Under $25,000",1,Yes,Career Readiness,No,No,14,12,11,18,16,920,430,490,2.33,8,5,1,Limited,Good access,Trade school,18,18,19,19,20,1000,510,490,2.8879541032084823,7,3.557366109483798,3,Enrolled 2-year,Yes,7600,4,Probably,4,80,0.5579541032084823,-1,2
CYC2023099,2023,2024-08-17,18,12th,Black or African American,Female,East Mecklenburg High School,Yes,"$60,000-$79,999",5,Yes,College Prep,No,No,19,22,20,21,17,850,430,420,3.33,3,2,3,None,Limited access,4-year college,21,19,19,24,21,940,500,440,3.5576896279014876,3,5.21734595738814,5,Enrolled 2-year,No,NA,3,Maybe,2,90,0.2276896279014875,0,2
CYC2023100,2023,2024-07-28,18,12th,Black or African American,Male,South Mecklenburg High School,Yes,"Under $25,000",1,Yes,College Prep,Yes,No,15,14,11,19,15,420,190,230,1.73,3,6,2,Moderate,Limited access,Community college,17,15,18,20,16,460,230,230,2.0374502240451196,6,9.219533389569698,2,Enrolled 4-year,No,NA,4,Definitely,2,40,0.30745022404511957,3,0
CYC2023101,2023,2024-08-12,18,12th,Asian,Male,Mallard Creek High School,No,"Under $25,000",1,No,College Prep,No,No,17,16,15,16,20,1400,660,740,1.68,5,15,7,Moderate,Limited access,Military,19,19,18,20,21,1500,780,720,1.7639264175067406,9,20.926639001718844,9,Gap year,No,NA,4,Maybe,2,100,0.08392641750674068,4,2
CYC2023102,2023,2024-10-03,16,11th,Asian,Male,Charlotte Catholic High School,Yes,"$60,000-$79,999",7,Yes,Dual Track,Yes,No,15,12,17,13,16,1070,480,590,2.94,9,12,1,Limited,Limited access,Work,18,17,18,16,20,1150,610,540,2.9386567616889554,10,12.306299625150032,1,Enrolled 4-year,Yes,7000,5,Definitely,3,80,-0.0013432383110445478,1,0
