participant_id,cohort_year,survey_date,age_at_enrollment,grade_level,race_ethnicity,gender,high_school,title_1_school,family_income_range,household_size,first_generation_college,program_track,transportation_barrier,childcare_needs,act_composite_pre,act_english_pre,act_math_pre,act_reading_pre,act_science_pre,sat_total_pre,sat_math_pre,sat_verbal_pre,gpa_pre,college_readiness_self_rating,study_hours_per_week,career_confidence_rating,academic_support_at_home,technology_access,post_secondary_plan
CYC2023066,2023,2023-09-12,15,9th,White,Male,Julius Chambers High School,Yes,"$25,000-$39,999",4,Yes,College Prep,No,No,15,13,15,17,15,1030,460,570,1,5,6,7,Limited,Limited access,4-year college
CYC2023067,2023,2023-10-18,18,12th,Asian,Male,Charlotte Catholic High School,Yes,"$25,000-$39,999",1,Yes,Intensive Support,No,No,18,20,17,20,19,990,450,540,1.37,1,9,5,Limited,Good access,4-year college
CYC2023068,2023,2023-10-10,16,11th,Black or African American,Female,Rocky River High School,Yes,"$100,000+",3,Yes,College Prep,Yes,No,16,18,14,16,14,770,350,420,2.84,1,11,5,Moderate,Good access,4-year college
CYC2023069,2023,2023-09-16,16,11th,Black or African American,Female,Charlotte Catholic High School,No,"$60,000-$79,999",3,No,Intensive Support,Yes,Yes,18,18,19,17,18,1100,600,500,1.33,2,7,4,Limited,No reliable access,4-year college
CYC2023070,2023,2023-09-29,15,9th,Black or African American,Male,Harding University High School,No,"Under $25,000",4,No,Career Readiness,No,Yes,21,18,21,22,20,830,450,380,2.87,8,5,6,None,Good access,4-year college
CYC2023071,2023,2023-10-02,18,12th,Hispanic/Latino,Female,Charlotte Catholic High School,Yes,"$25,000-$39,999",3,No,College Prep,No,No,18,16,18,19,16,820,380,440,1.68,5,6,2,Moderate,No reliable access,Trade school
CYC2023072,2023,2023-10-20,16,10th,Hispanic/Latino,Male,Rocky River High School,Yes,"$40,000-$59,999",3,No,Career Readiness,No,No,22,21,23,24,23,1350,680,670,1,3,4,3,Strong,Limited access,4-year college
CYC2023073,2023,2023-08-31,17,11th,Hispanic/Latino,Male,Olympic High School,Yes,"Under $25,000",3,No,College Prep,No,Yes,15,15,14,13,16,1020,520,500,2.07,10,4,6,None,No reliable access,4-year college
CYC2023074,2023,2023-09-16,15,9th,Asian,Female,Ardrey Kell High School,No,"$40,000-$59,999",5,Yes,Intensive Support,No,No,19,17,15,18,19,1220,580,640,3.26,5,12,4,Strong,Good access,Work
CYC2023075,2023,2023-09-03,16,11th,Multiracial,Male,North Mecklenburg High School,No,"Under $25,000",2,Yes,Dual Track,No,No,18,16,20,19,18,940,430,510,1.54,4,4,5,Limited,Limited access,Trade school
CYC2023076,2023,2023-09-05,17,11th,Asian,Male,Garinger High School,Yes,"$40,000-$59,999",3,Yes,College Prep,No,No,20,19,18,24,22,1090,510,580,4,8,4,4,Moderate,Limited access,Work
CYC2023077,2023,2023-09-01,17,12th,Black or African American,Female,Myers Park High School,Yes,"Under $25,000",7,Yes,College Prep,No,Yes,18,15,20,19,16,890,470,420,2.43,3,17,4,Limited,No reliable access,Work
CYC2023078,2023,2023-09-12,17,12th,White,Female,Butler High School,No,"Under $25,000",5,Yes,College Prep,Yes,N/A,26,23,27,26,23,1260,600,660,1.01,4,8,4,Limited,No reliable access,Work
CYC2023079,2023,2023-09-16,17,12th,White,Male,East Mecklenburg High School,Yes,"$80,000-$99,999",3,Unknown,Dual Track,No,No,15,14,14,19,16,820,390,430,2.12,7,9,6,None,Limited access,4-year college
CYC2023080,2023,2023-09-27,14,9th,Native American,Female,Providence High School,Yes,"$100,000+",2,Yes,College Prep,No,No,20,19,19,20,18,1140,510,630,2.31,6,14,2,None,Limited access,Work
CYC2023081,2023,2023-09-12,16,10th,Black or African American,Male,Julius Chambers High School,No,"$60,000-$79,999",3,No,Dual Track,No,Yes,14,15,10,12,16,1100,510,590,2.08,8,7,2,Strong,Good access,Community college
CYC2023082,2023,2023-09-15,17,12th,Black or African American,Female,Ardrey Kell High School,Yes,"$40,000-$59,999",4,Yes,Career Readiness,Yes,No,16,17,17,17,17,890,450,440,1.13,1,5,1,Limited,Limited access,Community college
CYC2023083,2023,2023-09-14,15,10th,White,Female,Harding University High School,No,"$25,000-$39,999",2,No,Dual Track,No,No,18,20,16,16,21,710,330,380,3.16,4,6,2,None,Good access,4-year college
CYC2023084,2023,2023-09-14,18,12th,Black or African American,Female,Ardrey Kell High School,Yes,"$80,000-$99,999",4,No,College Prep,Yes,No,25,28,26,29,27,780,410,370,2.76,5,4,4,None,Limited access,Community college
CYC2023085,2023,2023-10-09,16,10th,Hispanic/Latino,Male,East Mecklenburg High School,Yes,"Under $25,000",3,Yes,College Prep,No,No,11,9,10,14,12,1180,600,580,1.45,3,22,3,Limited,Good access,4-year college
CYC2023086,2023,2023-09-27,15,9th,Hispanic/Latino,Female,Julius Chambers High School,Yes,"Under $25,000",5,Yes,Career Readiness,Yes,Yes,16,19,15,20,13,940,460,480,2.76,10,15,6,None,No reliable access,Trade school
CYC2023087,2023,2023-08-22,15,10th,Hispanic/Latino,Male,Vance High School,No,"$25,000-$39,999",2,No,Dual Track,No,No,20,19,17,18,17,970,500,470,2.13,10,10,4,Strong,Good access,4-year college
CYC2023088,2023,2023-09-19,16,11th,White,Female,West Charlotte High School,Yes,"Under $25,000",3,No,Dual Track,No,Yes,18,20,14,20,15,1030,530,500,3.33,8,0,3,Moderate,No reliable access,Trade school
CYC2023089,2023,2023-08-24,15,10th,Hispanic/Latino,Female,Butler High School,Yes,"$60,000-$79,999",5,Yes,Dual Track,Yes,No,21,21,17,23,18,1150,580,570,3.49,7,4,2,Moderate,Good access,4-year college
CYC2023090,2023,2023-10-06,16,10th,Hispanic/Latino,Male,Providence High School,Yes,"$40,000-$59,999",3,Yes,Dual Track,No,Yes,16,16,13,19,18,980,490,490,2.41,10,5,10,Limited,No reliable access,4-year college
CYC2023091,2023,2023-09-26,17,12th,Hispanic/Latino,Male,Hopewell High School,Yes,"$60,000-$79,999",4,Yes,College Prep,Yes,Yes,18,16,14,16,19,740,340,400,1.76,3,1,1,Moderate,Limited access,Military
CYC2023092,2023,2023-09-27,16,11th,Black or African American,Male,Olympic High School,Yes,"$60,000-$79,999",7,Yes,College Prep,No,N/A,20,17,21,22,20,1160,580,580,3.59,8,13,5,Moderate,Good access,Community college
CYC2023093,2023,2023-10-20,17,12th,Black or African American,Female,Independence High School,Yes,"$60,000-$79,999",1,No,Career Readiness,No,N/A,21,18,23,22,23,1270,670,600,3.77,6,4,3,Moderate,Limited access,Community college
CYC2023094,2023,2023-10-17,16,10th,White,Female,Garinger High School,No,"$40,000-$59,999",3,Yes,College Prep,No,No,11,14,9,9,8,980,520,460,2.32,7,5,1,Strong,No reliable access,Work
CYC2023095,2023,2023-09-19,15,10th,Black or African American,Male,Providence High School,Yes,"$60,000-$79,999",4,Yes,Intensive Support,Yes,Yes,13,11,13,13,16,940,430,510,4,3,6,8,Moderate,No reliable access,Community college
CYC2023096,2023,2023-09-03,17,12th,Black or African American,Male,Butler High School,No,"Under $25,000",4,No,Dual Track,Yes,No,21,18,18,22,24,1230,660,570,3.38,9,0,9,Limited,Good access,Community college
CYC2023097,2023,2023-09-22,18,12th,White,Female,Vance High School,Yes,"$40,000-$59,999",6,Yes,Intensive Support,No,No,21,23,18,24,19,710,340,370,2.52,7,4,7,Strong,Good access,Work
CYC2023098,2023,2023-08-29,18,12th,Black or African American,Male,Mallard Creek High School,Yes,"Under $25,000",1,Yes,Career Readiness,No,No,14,12,11,18,16,920,430,490,2.33,8,5,1,Limited,Good access,Trade school
CYC2023099,2023,2023-09-01,18,12th,Black or African American,Female,East Mecklenburg High School,Yes,"$60,000-$79,999",5,Yes,College Prep,No,No,19,22,20,21,17,850,430,420,3.33,3,2,3,None,Limited access,4-year college
CYC2023100,2023,2023-10-13,18,12th,Black or African American,Male,South Mecklenburg High School,Yes,"Under $25,000",1,Yes,College Prep,Yes,No,15,14,11,19,15,420,190,230,1.73,3,6,2,Moderate,Limited access,Community college
CYC2023101,2023,2023-09-18,18,12th,Asian,Male,Mallard Creek High School,No,"Under $25,000",1,No,College Prep,No,No,17,16,15,16,20,1400,660,740,1.68,5,15,7,Moderate,Limited access,Military
CYC2023102,2023,2023-10-22,16,11th,Asian,Male,Charlotte Catholic High School,Yes,"$60,000-$79,999",7,Yes,Dual Track,Yes,No,15,12,17,13,16,1070,480,590,2.94,9,12,1,Limited,Limited access,Work
CYC2023103,2023,2023-09-27,18,12th,Hispanic/Latino,Female,Ardrey Kell High School,No,"$25,000-$39,999",3,Yes,College Prep,Yes,No,27,26,25,28,26,970,460,510,2.13,3,21,3,Limited,Limited access,Community college
CYC2023104,2023,2023-08-30,17,11th,Hispanic/Latino,Female,Ardrey Kell High School,No,"Under $25,000",4,No,College Prep,No,No,18,19,17,20,18,1120,530,590,2.46,6,10,8,None,Limited access,4-year college
CYC2023105,2023,2023-09-29,16,11th,White,Female,Butler High School,Yes,"Under $25,000",4,Yes,College Prep,No,No,18,17,14,16,17,1220,580,640,2.79,8,14,3,Moderate,Limited access,Undecided
CYC2023106,2023,2023-09-04,16,11th,Black or African American,Female,North Mecklenburg High School,Yes,"$25,000-$39,999",5,Yes,Intensive Support,No,Yes,23,25,20,24,23,940,450,490,2.96,5,5,4,Limited,Good access,Community college
CYC2023107,2023,2023-09-26,17,12th,Black or African American,Female,Myers Park High School,Yes,"Under $25,000",3,Yes,Intensive Support,Yes,No,21,21,19,23,23,1220,620,600,1.43,10,0,1,None,Good access,4-year college
CYC2023108,2023,2023-09-04,18,12th,Hispanic/Latino,Female,Vance High School,Yes,"Under $25,000",3,Yes,College Prep,No,No,12,13,11,16,12,670,340,330,2.19,6,22,6,None,No reliable access,4-year college
CYC2023109,2023,2023-10-25,18,12th,White,Female,Olympic High School,Yes,"$80,000-$99,999",6,No,Career Readiness,No,N/A,19,20,16,20,22,1050,500,550,3.15,2,14,6,None,Limited access,Military
CYC2023110,2023,2023-10-15,14,9th,Hispanic/Latino,Female,South Mecklenburg High School,Yes,"$40,000-$59,999",4,Yes,Intensive Support,No,No,12,9,13,13,13,980,480,500,2.68,4,5,5,Moderate,Limited access,4-year college
CYC2023111,2023,2023-09-20,16,11th,White,Female,Hopewell High School,Yes,"Under $25,000",3,Yes,College Prep,No,No,17,19,16,15,17,940,430,510,2.29,4,3,1,None,Good access,Work
CYC2023112,2023,2023-08-26,17,12th,Hispanic/Latino,Female,Charlotte Catholic High School,No,"$25,000-$39,999",2,Yes,College Prep,No,No,17,20,19,21,19,800,400,400,1,4,13,3,Limited,Good access,4-year college
CYC2023113,2023,2023-09-04,16,11th,White,Female,Mallard Creek High School,Yes,"Under $25,000",3,Yes,College Prep,Yes,No,16,13,17,18,19,1100,550,550,2.37,2,0,4,Limited,No reliable access,Community college
CYC2023114,2023,2023-10-01,15,9th,Black or African American,Male,Rocky River High School,Yes,"$60,000-$79,999",1,No,Intensive Support,No,No,15,13,17,13,14,1320,640,680,3.2,1,0,2,Moderate,Limited access,4-year college
CYC2023115,2023,2023-09-14,15,10th,Multiracial,Female,Harding University High School,Yes,"Under $25,000",5,No,College Prep,Yes,No,22,22,20,21,25,930,440,490,2.53,1,10,4,Limited,Limited access,4-year college
CYC2023116,2023,2023-10-21,18,12th,Black or African American,Male,Harding University High School,No,"Under $25,000",6,Yes,Intensive Support,No,No,18,19,19,19,15,710,360,350,2.84,3,11,9,Limited,Good access,Trade school
CYC2023117,2023,2023-10-01,16,11th,Hispanic/Latino,Male,South Mecklenburg High School,No,"$25,000-$39,999",5,Yes,College Prep,No,No,11,13,9,13,11,660,310,350,1.61,9,7,1,Moderate,Limited access,Military
CYC2023118,2023,2023-08-22,16,11th,Hispanic/Latino,Female,Independence High School,Yes,"$25,000-$39,999",5,Yes,Career Readiness,No,No,26,24,23,30,24,1050,570,480,1.5,7,16,6,Limited,Limited access,4-year college
CYC2023119,2023,2023-09-27,17,12th,Black or African American,Male,Providence High School,No,"Under $25,000",3,No,Intensive Support,No,No,21,24,18,24,20,960,480,480,2.9,5,9,1,Strong,Good access,4-year college
CYC2023120,2023,2023-09-28,18,12th,Black or African American,Female,Ardrey Kell High School,No,"$80,000-$99,999",3,Yes,Career Readiness,Yes,No,15,17,15,13,18,1200,610,590,2.28,10,14,1,Limited,Limited access,4-year college
CYC2023121,2023,2023-09-25,17,11th,Multiracial,Female,Charlotte Catholic High School,Yes,"$25,000-$39,999",7,Yes,College Prep,Yes,N/A,25,25,22,24,27,730,350,380,2.54,6,6,10,Limited,Good access,Trade school
CYC2023122,2023,2023-09-01,18,12th,White,Female,Hopewell High School,Yes,"$25,000-$39,999",2,Yes,College Prep,No,N/A,19,20,21,20,19,1420,710,710,1.89,5,2,7,Strong,Good access,4-year college
CYC2023123,2023,2023-09-02,15,9th,Asian,Female,Garinger High School,No,"$40,000-$59,999",3,Yes,Career Readiness,Yes,No,27,28,23,30,30,1140,560,580,1,3,8,3,Limited,Limited access,4-year college
CYC2023124,2023,2023-10-19,15,10th,Black or African American,Male,Garinger High School,Yes,"Under $25,000",3,Yes,Career Readiness,Yes,No,13,14,12,12,16,810,400,410,2.47,1,7,7,Moderate,Limited access,Undecided
