participant_id,cohort_year,survey_date,age_at_enrollment,grade_level,race_ethnicity,gender,high_school,title_1_school,family_income_range,household_size,first_generation_college,program_track,transportation_barrier,childcare_needs,act_composite_pre,act_english_pre,act_math_pre,act_reading_pre,act_science_pre,sat_total_pre,sat_math_pre,sat_verbal_pre,gpa_pre,college_readiness_self_rating,study_hours_per_week,career_confidence_rating,academic_support_at_home,technology_access,post_secondary_plan
CYC2020011,2020,2020-10-07,17,12th,Native American,Male,Independence High School,Yes,"Under $25,000",5,Yes,College Prep,No,No,18,16,15,17,16,1100,510,590,1,5,4,2,Moderate,Good access,Community college
CYC2020012,2020,2020-09-22,18,12th,White,Male,Hopewell High School,Yes,"$25,000-$39,999",5,No,Dual Track,No,No,23,22,19,27,25,860,410,450,3.26,4,13,3,None,Good access,Military
CYC2020013,2020,2020-09-18,16,11th,Black or African American,Male,Harding University High School,Yes,"$100,000+",7,Yes,College Prep,No,No,21,23,21,19,22,400,180,220,1.06,3,15,1,Moderate,No reliable access,4-year college
CYC2020014,2020,2020-10-04,17,11th,Hispanic/Latino,Female,Butler High School,Yes,"$40,000-$59,999",5,Yes,Career Readiness,Yes,Yes,23,23,23,23,23,1310,690,620,2.23,1,11,5,Strong,Limited access,Community college
CYC2020015,2020,2020-08-31,17,12th,Native American,Female,Julius Chambers High School,No,"$40,000-$59,999",4,Yes,College Prep,Yes,No,21,19,21,23,21,1270,690,580,2.7,10,12,5,Moderate,Limited access,4-year college
CYC2020016,2020,2020-09-17,17,12th,Black or African American,Female,East Mecklenburg High School,Yes,"Under $25,000",4,Yes,College Prep,No,Yes,14,16,16,12,12,760,400,360,1.53,6,1,2,Strong,Limited access,Military
CYC2020017,2020,2020-10-13,15,10th,White,Male,Providence High School,No,"$25,000-$39,999",5,Yes,Career Readiness,No,No,23,20,20,24,22,1190,600,590,3,3,10,4,Limited,Good access,Military
CYC2020018,2020,2020-10-05,17,12th,Black or African American,Male,Providence High School,Yes,"$40,000-$59,999",5,Yes,Intensive Support,No,No,15,15,11,15,16,830,430,400,2.44,10,9,3,Moderate,Good access,Community college
CYC2020019,2020,2020-09-15,18,12th,Hispanic/Latino,Female,Providence High School,Yes,"$40,000-$59,999",2,Unknown,Career Readiness,No,No,19,17,20,23,17,750,410,340,2.5,9,9,3,Moderate,Limited access,Trade school
CYC2020020,2020,2020-09-15,16,11th,Hispanic/Latino,Male,Olympic High School,No,"$25,000-$39,999",4,No,Career Readiness,No,No,11,9,13,13,8,730,330,400,2.65,1,11,9,Strong,Limited access,Community college
CYC2020021,2020,2020-10-25,17,12th,Black or African American,Female,Ardrey Kell High School,Yes,"$25,000-$39,999",1,No,Intensive Support,No,No,15,16,11,14,15,790,420,370,2.31,2,7,1,Moderate,No reliable access,4-year college
CYC2020022,2020,2020-09-23,15,10th,Multiracial,Male,Butler High School,Yes,"Under $25,000",4,No,Dual Track,Yes,No,20,22,19,22,17,1260,590,670,1.86,9,7,4,Strong,Good access,Work
CYC2020023,2020,2020-08-30,17,12th,Hispanic/Latino,Female,Rocky River High School,Yes,"$25,000-$39,999",3,Yes,Career Readiness,No,Yes,26,29,24,27,24,830,420,410,2.48,1,14,7,Limited,No reliable access,4-year college
CYC2020024,2020,2020-09-09,15,10th,Hispanic/Latino,Female,South Mecklenburg High School,No,"Under $25,000",3,No,Career Readiness,Yes,No,19,16,21,23,19,600,320,280,2.85,7,12,6,None,Good access,4-year college
CYC2020025,2020,2020-09-04,16,11th,Asian,Female,North Mecklenburg High School,No,"Under $25,000",4,Yes,Career Readiness,Yes,No,19,18,16,18,21,1230,670,560,1.53,5,13,5,Moderate,No reliable access,Community college
CYC2020026,2020,2020-08-27,15,10th,Black or African American,Male,Myers Park High School,No,"$25,000-$39,999",3,Yes,College Prep,Yes,N/A,17,16,18,16,20,1270,630,640,2.55,8,13,4,Strong,Limited access,Community college
CYC2020027,2020,2020-09-01,14,9th,Asian,Male,East Mecklenburg High School,Yes,"Under $25,000",4,Yes,College Prep,No,No,21,20,22,21,19,920,470,450,2.94,4,15,3,Strong,Good access,Undecided
CYC2020028,2020,2020-08-27,16,10th,Asian,Male,Mallard Creek High School,Yes,"$25,000-$39,999",2,No,Intensive Support,No,N/A,17,18,13,20,16,960,500,460,1.48,7,9,3,Limited,No reliable access,Trade school
CYC2020029,2020,2020-08-21,18,12th,White,Female,Myers Park High School,No,"$60,000-$79,999",2,Yes,Intensive Support,Yes,No,15,15,14,13,18,720,360,360,2.35,5,17,5,Limited,Limited access,Work
CYC2020030,2020,2020-08-15,14,9th,Black or African American,Female,West Charlotte High School,Yes,"Under $25,000",4,Unknown,Dual Track,Yes,N/A,21,24,21,22,19,1010,540,470,2.81,9,12,8,Limited,Good access,Community college
CYC2020031,2020,2020-09-16,16,10th,Hispanic/Latino,Male,Providence High School,Yes,"$25,000-$39,999",4,No,Dual Track,No,No,17,18,15,20,19,1060,500,560,3.77,9,20,5,Strong,No reliable access,Work
CYC2020032,2020,2020-09-20,17,12th,Hispanic/Latino,Female,Mallard Creek High School,Yes,"$40,000-$59,999",8,No,College Prep,Yes,No,22,21,24,24,21,930,470,460,2.92,8,11,2,None,No reliable access,Community college
CYC2020033,2020,2020-10-23,15,9th,Native American,Male,East Mecklenburg High School,No,"$25,000-$39,999",3,Yes,College Prep,Yes,No,20,23,19,21,22,1190,630,560,2.68,4,8,10,Limited,Limited access,4-year college
CYC2020034,2020,2020-09-15,16,11th,Black or African American,Male,Julius Chambers High School,No,"$25,000-$39,999",2,Yes,College Prep,No,No,21,22,22,22,18,1500,690,810,3.01,7,6,8,None,No reliable access,4-year college
CYC2020035,2020,2020-09-05,17,11th,Native American,Non-binary,Mallard Creek High School,Yes,"$80,000-$99,999",2,Yes,Career Readiness,No,Yes,14,15,13,17,11,1350,690,660,2.4,1,13,10,Strong,No reliable access,Community college
CYC2020036,2020,2020-10-11,16,11th,Other,Male,Independence High School,No,"$25,000-$39,999",3,Yes,Career Readiness,Yes,No,14,12,15,15,14,940,430,510,3.14,6,10,8,Moderate,Limited access,Trade school
CYC2020037,2020,2020-09-30,16,11th,Hispanic/Latino,Male,West Charlotte High School,Yes,"$60,000-$79,999",4,Yes,Intensive Support,No,N/A,10,11,10,11,7,1160,550,610,2.74,9,4,1,Limited,No reliable access,Work
CYC2020038,2020,2020-09-16,15,10th,Asian,Non-binary,North Mecklenburg High School,No,"$25,000-$39,999",5,Yes,Career Readiness,No,No,20,17,20,24,19,770,380,390,4,4,9,7,None,Good access,Undecided
CYC2020039,2020,2020-09-28,15,9th,Black or African American,Female,Myers Park High School,Yes,"$25,000-$39,999",1,Yes,College Prep,No,No,22,24,24,24,20,910,440,470,1.25,4,7,7,None,Good access,4-year college
CYC2020040,2020,2020-09-07,15,10th,Black or African American,Male,West Charlotte High School,Yes,"Under $25,000",3,Yes,College Prep,No,Yes,15,17,13,16,13,940,480,460,1.42,10,9,1,Limited,Limited access,Undecided
CYC2020041,2020,2020-09-13,18,12th,Multiracial,Male,Vance High School,Yes,"$40,000-$59,999",3,Yes,College Prep,No,Yes,17,19,15,18,14,980,510,470,2.26,9,11,4,Strong,Good access,Community college
CYC2020042,2020,2020-10-08,18,12th,Black or African American,Female,Harding University High School,No,"Under $25,000",4,No,College Prep,No,No,28,30,28,30,30,820,370,450,2.29,10,2,7,Moderate,Good access,Undecided
CYC2020043,2020,2020-09-27,17,11th,Black or African American,Male,North Mecklenburg High School,Yes,"$40,000-$59,999",1,Yes,Dual Track,No,No,21,23,22,21,22,1100,600,500,3.03,5,2,2,None,Limited access,4-year college
CYC2020044,2020,2020-10-10,18,12th,Asian,Female,Hopewell High School,No,"$25,000-$39,999",3,Yes,Intensive Support,No,No,17,19,15,18,19,1110,600,510,1.79,1,18,1,Limited,Good access,4-year college
CYC2020045,2020,2020-09-06,18,12th,Hispanic/Latino,Male,Olympic High School,Yes,"$25,000-$39,999",4,Yes,Dual Track,No,Yes,24,27,25,24,26,970,460,510,2.11,4,20,7,Limited,Limited access,Work
CYC2020046,2020,2020-08-30,17,11th,Hispanic/Latino,Male,West Charlotte High School,Yes,"$60,000-$79,999",6,Yes,Career Readiness,Yes,No,16,19,15,15,14,870,470,400,1.87,2,6,4,None,Good access,Trade school
CYC2020047,2020,2020-09-10,15,10th,Hispanic/Latino,Female,Harding University High School,Yes,"$25,000-$39,999",2,Yes,College Prep,Yes,N/A,13,11,13,15,15,930,500,430,2.75,3,5,7,Strong,Limited access,Undecided
CYC2020048,2020,2020-09-04,17,11th,Hispanic/Latino,Female,Garinger High School,Yes,"$40,000-$59,999",5,Yes,Career Readiness,No,N/A,17,19,18,16,18,1160,610,550,2.57,10,11,5,Moderate,Good access,Work
CYC2020049,2020,2020-09-20,15,9th,Hispanic/Latino,Female,East Mecklenburg High School,No,"$60,000-$79,999",2,Yes,College Prep,No,Yes,18,21,17,17,18,990,470,520,3.13,9,3,9,Limited,Limited access,Community college
CYC2020050,2020,2020-10-18,17,12th,Hispanic/Latino,Female,Ardrey Kell High School,Yes,"$25,000-$39,999",6,No,College Prep,No,No,13,11,14,17,13,1030,520,510,2.71,6,6,1,None,Good access,Community college
CYC2020051,2020,2020-09-07,17,12th,Multiracial,Male,Harding University High School,Yes,"Under $25,000",1,No,College Prep,No,No,22,20,20,20,21,580,270,310,2.23,4,19,6,None,Limited access,4-year college
CYC2020052,2020,2020-10-14,16,11th,White,Male,Hopewell High School,Yes,"Under $25,000",3,Yes,College Prep,No,N/A,15,14,13,13,14,1110,520,590,1.76,2,7,7,None,Good access,Community college
CYC2020053,2020,2020-10-05,17,11th,Hispanic/Latino,Female,Vance High School,No,"$40,000-$59,999",2,Yes,Career Readiness,Yes,No,26,25,23,28,27,790,370,420,1,3,5,1,Moderate,Limited access,Work
CYC2020054,2020,2020-09-25,18,12th,Multiracial,Male,Rocky River High School,Yes,"Under $25,000",2,No,Intensive Support,No,No,23,20,21,25,22,930,490,440,3.71,3,12,3,None,No reliable access,Community college
CYC2020055,2020,2020-09-13,15,10th,Asian,Female,North Mecklenburg High School,Yes,"Under $25,000",5,Yes,College Prep,Yes,No,19,20,21,22,19,1140,530,610,2.3,3,2,3,Moderate,Good access,Trade school
CYC2020056,2020,2020-09-20,17,12th,Hispanic/Latino,Female,Rocky River High School,Yes,"$60,000-$79,999",3,Yes,Career Readiness,Yes,Yes,25,27,21,24,28,1090,510,580,1.7,9,9,5,Moderate,Good access,Community college
CYC2020057,2020,2020-10-16,17,11th,Black or African American,Male,Butler High School,No,"Under $25,000",5,Yes,Intensive Support,No,No,22,20,20,22,19,1130,610,520,3.31,8,4,4,None,Good access,Work
CYC2020058,2020,2020-10-17,17,11th,Hispanic/Latino,Male,Rocky River High School,Yes,"Under $25,000",4,Yes,Career Readiness,No,No,20,17,18,23,20,930,430,500,3.39,8,5,2,Moderate,No reliable access,4-year college
CYC2020059,2020,2020-09-26,17,12th,Multiracial,Female,Olympic High School,No,"$25,000-$39,999",6,Yes,College Prep,Yes,No,19,20,17,18,18,1060,490,570,1.91,6,5,5,Limited,Good access,Trade school
CYC2020060,2020,2020-10-13,16,11th,Black or African American,Female,Garinger High School,No,"$40,000-$59,999",4,Yes,College Prep,No,Yes,21,23,19,24,24,840,390,450,1.79,10,9,3,None,Limited access,4-year college
CYC2020061,2020,2020-09-28,18,12th,Black or African American,Female,South Mecklenburg High School,No,"$25,000-$39,999",4,No,Career Readiness,No,No,15,14,11,19,15,790,380,410,3.1,8,7,6,Moderate,Limited access,4-year college
CYC2020062,2020,2020-10-26,16,11th,Black or African American,Male,South Mecklenburg High School,Yes,"Under $25,000",5,Yes,Dual Track,Yes,No,17,15,16,17,20,940,430,510,2.71,5,12,8,None,No reliable access,Undecided
CYC2020063,2020,2020-08-27,16,11th,Native American,Male,Hopewell High School,No,"Under $25,000",1,Yes,College Prep,No,No,17,18,14,16,15,1180,590,590,3.32,5,8,3,Limited,Good access,Work
CYC2020064,2020,2020-10-19,15,9th,Hispanic/Latino,Male,Vance High School,Yes,"$25,000-$39,999",2,Yes,College Prep,No,Yes,21,20,19,19,24,1050,510,540,2.28,9,6,3,Limited,Good access,Work
CYC2020065,2020,2020-08-27,18,12th,Other,Male,Butler High School,Yes,"Under $25,000",5,Yes,Career Readiness,No,No,21,18,18,24,20,1000,520,480,1.74,1,2,2,None,Limited access,4-year college
CYC2020066,2020,2020-09-03,16,11th,Black or African American,Female,Independence High School,No,"$25,000-$39,999",7,No,Career Readiness,Yes,No,23,22,24,24,22,730,380,350,1.36,7,7,8,Limited,Limited access,Community college
CYC2020067,2020,2020-09-21,17,12th,White,Male,North Mecklenburg High School,No,"$25,000-$39,999",3,Yes,Dual Track,Yes,N/A,19,19,17,20,22,1210,650,560,4,1,4,3,None,Good access,Military
CYC2020068,2020,2020-09-04,15,9th,White,Male,Harding University High School,Yes,"$25,000-$39,999",3,Yes,Dual Track,No,No,15,13,11,17,18,770,410,360,1.83,4,8,3,Limited,Limited access,Trade school
CYC2020069,2020,2020-10-13,14,9th,Hispanic/Latino,Female,Butler High School,Yes,"$25,000-$39,999",1,No,College Prep,No,Yes,19,17,17,21,18,800,430,370,2.65,10,9,6,Strong,No reliable access,Community college
CYC2020070,2020,2020-08-24,16,11th,Hispanic/Latino,Female,Rocky River High School,No,"$60,000-$79,999",1,Yes,College Prep,No,No,19,17,19,20,22,920,500,420,3.2,8,11,8,Strong,No reliable access,Community college
CYC2020071,2020,2020-09-13,18,12th,Hispanic/Latino,Male,Vance High School,No,"$40,000-$59,999",5,Yes,College Prep,Yes,No,20,21,18,23,21,790,410,380,1.9,9,5,2,None,Good access,Trade school
CYC2020072,2020,2020-09-17,16,10th,Black or African American,Male,Garinger High School,Yes,"$40,000-$59,999",4,No,Career Readiness,No,N/A,21,19,17,25,18,1190,650,540,3.74,8,8,10,Strong,Limited access,Community college
CYC2020073,2020,2020-09-16,18,12th,White,Male,Julius Chambers High School,Yes,"$25,000-$39,999",5,Yes,College Prep,Yes,Yes,14,13,16,12,11,790,380,410,1.54,4,4,6,Moderate,No reliable access,Community college
CYC2020074,2020,2020-09-26,17,12th,Black or African American,Female,Mallard Creek High School,No,"$25,000-$39,999",6,No,Career Readiness,No,No,17,19,15,19,15,960,460,500,2.77,2,3,6,None,Good access,4-year college
CYC2020075,2020,2020-10-22,18,12th,Hispanic/Latino,Male,Ardrey Kell High School,Yes,"$25,000-$39,999",1,Yes,Career Readiness,Yes,No,21,24,22,21,23,1370,650,720,2.48,8,9,2,Limited,Good access,4-year college
CYC2020076,2020,2020-09-17,17,12th,Hispanic/Latino,Male,Ardrey Kell High School,Yes,"$60,000-$79,999",3,No,College Prep,No,Yes,19,16,21,23,22,850,390,460,2.07,1,5,3,Moderate,Good access,Community college
CYC2020077,2020,2020-10-11,15,9th,White,Female,North Mecklenburg High School,No,"$60,000-$79,999",3,Yes,Dual Track,No,Yes,20,20,20,19,21,1000,450,550,2.19,1,14,3,None,Limited access,Work
CYC2020078,2020,2020-09-25,15,10th,Asian,Male,South Mecklenburg High School,Yes,"$80,000-$99,999",7,Yes,Dual Track,Yes,N/A,29,31,30,28,27,1140,590,550,2.83,8,6,2,Moderate,Limited access,Work
CYC2020079,2020,2020-10-22,15,9th,Black or African American,Female,Butler High School,Yes,"Under $25,000",5,No,College Prep,No,No,12,14,10,15,9,920,440,480,1.34,8,15,1,None,Limited access,4-year college
CYC2020080,2020,2020-09-22,17,11th,Black or African American,Female,Julius Chambers High School,Yes,"$100,000+",3,Yes,Dual Track,No,No,19,19,21,17,22,850,410,440,2,4,0,9,Moderate,Good access,4-year college
CYC2020081,2020,2020-09-27,16,11th,White,Female,Olympic High School,Yes,"$25,000-$39,999",6,No,College Prep,Yes,No,15,18,17,18,16,940,490,450,2.17,4,2,4,None,Good access,Trade school
CYC2020082,2020,2020-09-10,18,12th,Hispanic/Latino,Female,North Mecklenburg High School,Yes,"$40,000-$59,999",4,Yes,Career Readiness,No,N/A,19,22,20,21,22,1040,560,480,1.92,9,9,2,Limited,Limited access,4-year college
CYC2020083,2020,2020-09-04,16,11th,Multiracial,Male,Harding University High School,Yes,"$60,000-$79,999",6,Yes,Career Readiness,Yes,No,20,19,17,22,22,820,440,380,3.04,9,14,1,None,Limited access,Trade school
CYC2020084,2020,2020-10-25,17,12th,Multiracial,Female,Butler High School,No,"Under $25,000",4,Yes,Dual Track,Yes,No,24,22,24,23,25,870,430,440,3.2,6,4,1,None,No reliable access,Community college
CYC2020085,2020,2020-10-02,16,11th,Hispanic/Latino,Female,Julius Chambers High School,Yes,"Under $25,000",2,Yes,Intensive Support,No,No,15,15,17,13,15,1160,590,570,2.24,9,4,2,Strong,Good access,Community college
CYC2020086,2020,2020-09-16,16,11th,White,Male,Charlotte Catholic High School,Yes,"$40,000-$59,999",2,Yes,College Prep,No,N/A,19,16,19,17,21,760,360,400,1,5,3,7,Moderate,Limited access,4-year college
CYC2020087,2020,2020-09-27,18,12th,Black or African American,Male,West Charlotte High School,No,"Under $25,000",1,Yes,Dual Track,No,No,14,13,10,15,14,840,390,450,2.2,8,1,3,None,Limited access,Community college
CYC2020088,2020,2020-09-04,16,11th,Hispanic/Latino,Female,Ardrey Kell High School,Yes,"$80,000-$99,999",3,No,College Prep,No,No,22,23,23,20,21,1070,590,480,1.44,5,4,3,None,Good access,4-year college
CYC2020089,2020,2020-08-23,17,11th,Black or African American,Male,Olympic High School,Yes,"Under $25,000",3,Unknown,Career Readiness,No,No,18,20,20,21,15,620,300,320,3.13,10,6,8,Moderate,Good access,Trade school
CYC2020090,2020,2020-10-12,18,12th,Multiracial,Female,Garinger High School,Yes,"$25,000-$39,999",2,No,Intensive Support,Yes,No,21,23,19,22,22,1110,520,590,1,7,6,2,Strong,Good access,4-year college
CYC2020091,2020,2020-08-27,16,11th,Black or African American,Male,Harding University High School,No,"$60,000-$79,999",4,Yes,College Prep,No,No,18,20,15,16,21,920,430,490,2.7,1,13,4,Limited,No reliable access,4-year college
CYC2020092,2020,2020-09-07,17,11th,White,Female,Charlotte Catholic High School,Yes,"Under $25,000",2,Yes,College Prep,No,N/A,26,29,24,24,29,890,450,440,2.32,4,11,6,Strong,No reliable access,Trade school
CYC2020093,2020,2020-08-29,16,11th,Hispanic/Latino,Male,Butler High School,Yes,"$40,000-$59,999",4,Yes,College Prep,No,No,21,20,19,23,22,700,370,330,2.49,2,10,1,Limited,No reliable access,4-year college
CYC2020094,2020,2020-09-12,17,12th,Hispanic/Latino,Female,Ardrey Kell High School,Yes,"$80,000-$99,999",6,Yes,Career Readiness,No,No,20,20,18,24,19,910,420,490,1.62,7,7,4,None,Limited access,Trade school
CYC2020095,2020,2020-09-30,16,11th,Black or African American,Male,Harding University High School,Yes,"$40,000-$59,999",1,No,College Prep,Yes,No,12,15,13,16,11,1350,740,610,1.88,9,12,4,Limited,Limited access,Trade school
CYC2020096,2020,2020-10-16,17,11th,Multiracial,Male,Rocky River High School,No,"$100,000+",1,Yes,Dual Track,Yes,N/A,19,22,20,20,19,1160,580,580,1.27,7,10,7,Limited,Limited access,Trade school
CYC2020097,2020,2020-09-29,18,12th,White,Female,East Mecklenburg High School,Yes,"Under $25,000",2,Yes,Career Readiness,Yes,Yes,17,20,14,20,14,780,390,390,2.6,5,6,6,Limited,Good access,4-year college
CYC2020098,2020,2020-08-30,17,12th,Hispanic/Latino,Female,East Mecklenburg High School,Yes,"$40,000-$59,999",2,Yes,Dual Track,No,No,35,32,35,33,33,920,490,430,3.14,9,4,6,Moderate,Limited access,Undecided
CYC2020099,2020,2020-09-18,18,12th,Hispanic/Latino,Female,Charlotte Catholic High School,No,"Under $25,000",4,No,College Prep,No,N/A,17,17,17,18,20,930,510,420,2.21,9,9,1,None,Limited access,Community college
CYC2020100,2020,2020-10-11,14,9th,Hispanic/Latino,Female,Myers Park High School,Yes,"Under $25,000",4,Yes,College Prep,Yes,N/A,12,12,14,11,10,990,510,480,2.18,9,6,4,Strong,Limited access,Community college
CYC2020101,2020,2020-09-03,17,12th,Hispanic/Latino,Male,Independence High School,Yes,"Under $25,000",5,Yes,College Prep,Yes,No,14,15,12,16,16,830,410,420,3.36,7,11,10,Moderate,Limited access,4-year college
CYC2020102,2020,2020-09-07,14,9th,White,Male,Garinger High School,No,"Under $25,000",2,No,College Prep,No,N/A,19,16,17,22,21,980,470,510,1.12,7,0,3,None,Good access,Trade school
CYC2020103,2020,2020-10-23,17,12th,White,Male,Charlotte Catholic High School,Yes,"$60,000-$79,999",3,Yes,College Prep,Yes,No,16,14,16,15,13,970,470,500,1.84,6,3,8,None,Limited access,Trade school
CYC2020104,2020,2020-10-09,16,11th,White,Female,Charlotte Catholic High School,No,"$25,000-$39,999",4,No,Dual Track,Yes,No,20,17,17,20,17,480,220,260,2.63,9,8,9,None,No reliable access,Community college
CYC2020105,2020,2020-10-11,18,12th,Black or African American,Male,Providence High School,Yes,"Under $25,000",7,Yes,College Prep,No,No,16,17,12,16,14,1200,550,650,2.05,5,3,5,Strong,Good access,Undecided
CYC2020106,2020,2020-09-05,16,11th,Asian,Male,Butler High School,No,"$100,000+",3,Yes,Dual Track,No,No,20,21,20,18,19,1020,550,470,3.55,3,6,4,Moderate,Limited access,Undecided
CYC2020107,2020,2020-10-02,16,11th,Hispanic/Latino,Male,Charlotte Catholic High School,No,"Under $25,000",5,No,Dual Track,Yes,No,21,20,22,21,21,650,340,310,3.2,6,9,8,None,Limited access,4-year college
CYC2020108,2020,2020-09-19,15,9th,Multiracial,Male,Providence High School,No,"$40,000-$59,999",5,Yes,Dual Track,Yes,No,20,18,16,21,18,1020,530,490,1.83,10,0,6,Limited,Good access,Trade school
CYC2020109,2020,2020-09-26,18,12th,Black or African American,Male,Garinger High School,Yes,"$25,000-$39,999",7,Yes,Career Readiness,No,No,19,22,21,19,20,1200,570,630,2.55,7,6,2,Limited,Good access,4-year college
CYC2020110,2020,2020-09-03,16,11th,Black or African American,Female,Rocky River High School,Yes,"$25,000-$39,999",2,No,College Prep,Yes,N/A,25,25,25,29,23,1110,540,570,1.85,4,11,7,None,No reliable access,Trade school
CYC2020111,2020,2020-09-23,16,11th,Hispanic/Latino,Female,Charlotte Catholic High School,No,"$60,000-$79,999",3,No,Career Readiness,No,No,14,14,15,15,13,1010,460,550,3.68,5,8,1,None,Limited access,Trade school
CYC2020112,2020,2020-09-14,18,12th,Multiracial,Male,Vance High School,Yes,"Under $25,000",4,Yes,Intensive Support,No,N/A,18,19,19,21,18,950,450,500,2.34,8,6,4,Limited,No reliable access,Community college
CYC2020113,2020,2020-10-21,18,12th,Black or African American,Male,Charlotte Catholic High School,No,"$25,000-$39,999",5,Yes,College Prep,Yes,No,10,9,6,8,11,850,400,450,2.78,8,12,2,Moderate,Limited access,Trade school
CYC2020114,2020,2020-08-30,17,11th,White,Female,Harding University High School,Yes,"$25,000-$39,999",3,Yes,College Prep,No,Yes,26,28,25,27,24,880,470,410,4,2,8,7,Strong,Limited access,Work
CYC2020115,2020,2020-10-13,15,10th,Black or African American,Female,Butler High School,Yes,"$60,000-$79,999",2,Yes,Career Readiness,No,No,21,19,22,20,24,1150,560,590,1.87,4,5,5,Limited,Limited access,4-year college
CYC2020116,2020,2020-09-15,17,11th,Black or African American,Male,Vance High School,Yes,"Under $25,000",3,Yes,College Prep,Yes,N/A,17,20,17,21,18,1130,590,540,3.04,10,16,6,Moderate,Limited access,Undecided
CYC2020117,2020,2020-09-30,16,11th,Hispanic/Latino,Male,Butler High School,No,"Under $25,000",5,Yes,College Prep,Yes,Yes,13,12,10,17,15,790,430,360,2.45,6,6,3,Limited,Limited access,Community college
CYC2020118,2020,2020-09-22,18,12th,Other,Male,West Charlotte High School,No,"$100,000+",3,Yes,College Prep,No,No,22,24,19,22,21,1100,500,600,1.59,8,1,3,Moderate,No reliable access,4-year college
CYC2020119,2020,2020-10-01,17,12th,White,Male,Ardrey Kell High School,Yes,"$60,000-$79,999",5,Yes,College Prep,No,No,24,24,24,27,26,720,360,360,2.82,5,10,10,None,Limited access,Trade school
CYC2020120,2020,2020-10-14,18,12th,Hispanic/Latino,Male,Olympic High School,Yes,"$60,000-$79,999",1,Yes,College Prep,No,N/A,19,20,20,21,21,1100,580,520,2.02,9,3,3,None,Limited access,Trade school
CYC2020121,2020,2020-08-29,16,11th,Other,Male,Hopewell High School,No,"$25,000-$39,999",4,No,College Prep,No,Yes,19,21,15,22,21,1050,490,560,3.5,3,7,5,Limited,Limited access,Work
CYC2020122,2020,2020-08-19,18,12th,Black or African American,Female,Independence High School,Yes,"$40,000-$59,999",4,Yes,College Prep,Yes,No,15,15,12,17,12,1160,580,580,2.2,10,0,4,Strong,Good access,4-year college
CYC2020123,2020,2020-10-03,17,12th,Hispanic/Latino,Male,Vance High School,Yes,"$25,000-$39,999",1,No,Career Readiness,Yes,No,19,18,18,18,19,920,490,430,2.52,3,8,7,Limited,Limited access,Community college
CYC2020124,2020,2020-09-20,16,11th,Asian,Female,Olympic High School,No,"Under $25,000",3,Yes,Career Readiness,No,No,20,22,20,18,22,1330,650,680,1.52,4,0,5,Limited,Limited access,Military
