participant_id,cohort_year,session_week,session_date,session_type,attended,hours_participated,tutor_assigned
CYC2020002,2020,5,2020-11-04,Tutoring,Present,2,TUTOR02
CYC2020002,2020,6,2020-11-11,Study Skills,Present,2,TUTOR02
CYC2020002,2020,7,2020-11-18,College Planning,Present,2.5,TUTOR10
CYC2020002,2020,8,2020-11-25,Tutoring,Present,2,TUTOR02
CYC2020002,2020,9,2020-12-02,Test Prep,Present,1.5,TUTOR04
CYC2020002,2020,10,2020-12-09,Tutoring,Absent,0,TUTOR04
CYC2020002,2020,11,2020-12-16,Financial Literacy,Absent,0,TUTOR06
CYC2020002,2020,12,2020-12-23,Test Prep,Present,1.5,TUTOR10
CYC2020002,2020,13,2020-12-30,Tutoring,Present,1.5,TUTOR02
CYC2020002,2020,14,2021-01-06,Test Prep,Present,2,TUTOR01
CYC2020002,2020,15,2021-01-13,Tutoring,Absent,0,TUTOR06
CYC2020002,2020,16,2021-01-20,Leadership,Present,2.5,TUTOR02
CYC2020002,2020,17,2021-01-27,College Planning,Absent,0,TUTOR05
CYC2020002,2020,18,2021-02-03,College Planning,Present,2,TUTOR09
CYC2020002,2020,19,2021-02-10,Tutoring,Absent,0,TUTOR08
CYC2020002,2020,20,2021-02-17,Leadership,Present,2.5,TUTOR03
CYC2020002,2020,21,2021-02-24,Tutoring,Present,2,TUTOR11
CYC2020002,2020,22,2021-03-03,Career Exploration,Absent,0,TUTOR11
CYC2020002,2020,23,2021-03-10,Career Exploration,Excused,0,TUTOR10
CYC2020002,2020,24,2021-03-17,Tutoring,Absent,0,TUTOR02
CYC2020002,2020,25,2021-03-24,Financial Literacy,Absent,0,TUTOR01
CYC2020002,2020,26,2021-03-31,Career Exploration,Present,2,TUTOR12
CYC2020002,2020,27,2021-04-07,Tutoring,Present,3,TUTOR12
CYC2020002,2020,28,2021-04-14,Test Prep,Present,2.5,TUTOR12
CYC2020002,2020,29,2021-04-21,College Planning,Present,2,TUTOR11
CYC2020002,2020,30,2021-04-28,College Planning,Excused,0,TUTOR05
CYC2020003,2020,1,2020-08-23,Leadership,Present,3,TUTOR02
CYC2020003,2020,2,2020-08-30,College Planning,Present,2,TUTOR12
CYC2020003,2020,3,2020-09-06,Tutoring,Absent,0,TUTOR09
CYC2020003,2020,4,2020-09-13,Leadership,Absent,0,TUTOR03
CYC2020003,2020,5,2020-09-20,Tutoring,Present,2.5,TUTOR09
CYC2020003,2020,6,2020-09-27,Career Exploration,Present,2,TUTOR03
CYC2020003,2020,7,2020-10-04,Leadership,Present,1.5,TUTOR03
CYC2020003,2020,8,2020-10-11,Study Skills,Absent,0,TUTOR02
CYC2020003,2020,9,2020-10-18,Tutoring,Present,2,TUTOR02
CYC2020003,2020,10,2020-10-25,Tutoring,Present,2,TUTOR11
CYC2020003,2020,11,2020-11-01,Test Prep,Present,2,TUTOR07
CYC2020003,2020,12,2020-11-08,College Planning,Present,1.5,TUTOR06
CYC2020003,2020,13,2020-11-15,Leadership,Absent,0,TUTOR12
CYC2020003,2020,14,2020-11-22,Financial Literacy,Present,2.5,TUTOR03
CYC2020003,2020,15,2020-11-29,Tutoring,Present,2,TUTOR07
CYC2020003,2020,16,2020-12-06,Financial Literacy,Present,3,TUTOR10
CYC2020003,2020,17,2020-12-13,Study Skills,Present,2,TUTOR07
CYC2020003,2020,18,2020-12-20,Career Exploration,Present,2,TUTOR04
CYC2020003,2020,19,2020-12-27,Financial Literacy,Present,2,TUTOR08
CYC2020003,2020,20,2021-01-03,Leadership,Present,2,TUTOR12
CYC2020003,2020,21,2021-01-10,Financial Literacy,Present,1.5,TUTOR03
CYC2020003,2020,22,2021-01-17,College Planning,Present,2,TUTOR10
CYC2020003,2020,23,2021-01-24,Career Exploration,Absent,0,TUTOR11
CYC2020003,2020,24,2021-01-31,Tutoring,Absent,0,TUTOR06
CYC2020003,2020,25,2021-02-07,Tutoring,Present,3,TUTOR08
CYC2020003,2020,26,2021-02-14,Leadership,Present,1.5,TUTOR12
CYC2020003,2020,27,2021-02-21,Study Skills,Present,2,TUTOR01
CYC2020003,2020,28,2021-02-28,Financial Literacy,Absent,0,TUTOR07
CYC2020003,2020,29,2021-03-07,Study Skills,Present,1.5,TUTOR04
CYC2020003,2020,30,2021-03-14,Leadership,Present,2,TUTOR07
CYC2020003,2020,31,2021-03-21,College Planning,Absent,0,TUTOR11
CYC2020004,2020,1,2020-09-05,Test Prep,Absent,0,TUTOR02
CYC2020004,2020,2,2020-09-12,Tutoring,Present,2,TUTOR09
CYC2020004,2020,3,2020-09-19,Test Prep,Present,2.5,TUTOR12
CYC2020004,2020,4,2020-09-26,College Planning,Present,1.5,TUTOR05
CYC2020004,2020,5,2020-10-03,College Planning,Present,2.5,TUTOR05
CYC2020004,2020,6,2020-10-10,College Planning,Present,2,TUTOR08
CYC2020004,2020,7,2020-10-17,Leadership,Excused,0,TUTOR11
CYC2020004,2020,8,2020-10-24,Test Prep,Present,2.5,TUTOR03
CYC2020004,2020,9,2020-10-31,Career Exploration,Present,2,TUTOR10
CYC2020004,2020,10,2020-11-07,College Planning,Present,2,TUTOR09
CYC2020004,2020,11,2020-11-14,Leadership,Present,2.5,TUTOR03
CYC2020004,2020,12,2020-11-21,Financial Literacy,Present,2,TUTOR11
CYC2020004,2020,13,2020-11-28,Study Skills,Absent,0,TUTOR03
CYC2020004,2020,14,2020-12-05,Career Exploration,Present,2.5,TUTOR10
CYC2020004,2020,15,2020-12-12,Test Prep,Present,2,TUTOR09
CYC2020004,2020,16,2020-12-19,Career Exploration,Present,2,TUTOR12
CYC2020004,2020,17,2020-12-26,Financial Literacy,Absent,0,TUTOR06
CYC2020004,2020,18,2021-01-02,College Planning,Present,2,TUTOR02
CYC2020004,2020,19,2021-01-09,Study Skills,Present,1.5,TUTOR05
CYC2020004,2020,20,2021-01-16,Test Prep,Present,1.5,TUTOR12
CYC2020004,2020,21,2021-01-23,Financial Literacy,Present,2.5,TUTOR05
CYC2020004,2020,22,2021-01-30,Financial Literacy,Present,1.5,TUTOR01
CYC2020004,2020,23,2021-02-06,Career Exploration,Absent,0,TUTOR08
CYC2020004,2020,24,2021-02-13,Tutoring,Present,1.5,TUTOR12
CYC2020004,2020,25,2021-02-20,Test Prep,Absent,0,TUTOR05
CYC2020004,2020,26,2021-02-27,College Planning,Present,2.5,TUTOR03
CYC2020004,2020,27,2021-03-06,Career Exploration,Absent,0,TUTOR02
CYC2020004,2020,28,2021-03-13,Test Prep,Present,2.5,TUTOR08
CYC2020004,2020,29,2021-03-20,Leadership,Present,2.5,TUTOR03
CYC2020004,2020,30,2021-03-27,College Planning,Present,2.5,TUTOR07
CYC2020004,2020,31,2021-04-03,Leadership,Absent,0,TUTOR10
CYC2020005,2020,1,2020-08-25,Test Prep,Present,2,TUTOR03
CYC2020005,2020,2,2020-09-01,Career Exploration,Present,1.5,TUTOR11
CYC2020005,2020,3,2020-09-08,College Planning,Absent,0,TUTOR10
CYC2020005,2020,4,2020-09-15,Career Exploration,Present,2.5,TUTOR06
CYC2020005,2020,5,2020-09-22,Study Skills,Present,2,TUTOR06
CYC2020005,2020,6,2020-09-29,Financial Literacy,Absent,0,TUTOR05
CYC2020005,2020,7,2020-10-06,College Planning,Present,1.5,TUTOR06
CYC2020005,2020,8,2020-10-13,College Planning,Present,2,TUTOR02
CYC2020005,2020,9,2020-10-20,Financial Literacy,Present,2.5,TUTOR05
CYC2020005,2020,10,2020-10-27,Tutoring,Present,2.5,TUTOR12
CYC2020005,2020,11,2020-11-03,Tutoring,Present,1.5,TUTOR10
CYC2020005,2020,12,2020-11-10,Test Prep,Present,2,TUTOR06
CYC2020005,2020,13,2020-11-17,Tutoring,Present,2,TUTOR08
CYC2020005,2020,14,2020-11-24,Study Skills,Present,2.5,TUTOR06
CYC2020005,2020,15,2020-12-01,Leadership,Present,2.5,TUTOR05
CYC2020005,2020,16,2020-12-08,Test Prep,Present,2.5,TUTOR04
CYC2020005,2020,17,2020-12-15,Study Skills,Absent,0,TUTOR04
CYC2020005,2020,18,2020-12-22,Test Prep,Present,2,TUTOR12
CYC2020005,2020,19,2020-12-29,Tutoring,Present,2,TUTOR11
CYC2020005,2020,20,2021-01-05,Career Exploration,Present,2.5,TUTOR12
CYC2020005,2020,21,2021-01-12,Tutoring,Absent,0,TUTOR02
CYC2020005,2020,22,2021-01-19,Tutoring,Present,2.5,TUTOR10
CYC2020005,2020,23,2021-01-26,Financial Literacy,Excused,0,TUTOR01
CYC2020005,2020,24,2021-02-02,Financial Literacy,Present,2.5,TUTOR08
CYC2020005,2020,25,2021-02-09,Financial Literacy,Present,2.5,TUTOR07
CYC2020005,2020,26,2021-02-16,Study Skills,Absent,0,TUTOR10
CYC2020005,2020,27,2021-02-23,Career Exploration,Present,1.5,TUTOR09
CYC2020005,2020,28,2021-03-02,Tutoring,Present,2.5,TUTOR05
CYC2020005,2020,29,2021-03-09,Career Exploration,Present,1.5,TUTOR08
CYC2020005,2020,30,2021-03-16,Leadership,Present,1.5,TUTOR11
CYC2020005,2020,31,2021-03-23,Career Exploration,Present,2,TUTOR12
CYC2020005,2020,32,2021-03-30,Leadership,Present,1.5,TUTOR08
CYC2020005,2020,33,2021-04-06,Test Prep,Present,2.5,TUTOR05
CYC2020005,2020,34,2021-04-13,Test Prep,Present,2,TUTOR06
CYC2020006,2020,1,2020-09-13,Career Exploration,Present,1.5,TUTOR08
CYC2020006,2020,2,2020-09-20,Financial Literacy,Excused,0,TUTOR05
CYC2020006,2020,3,2020-09-27,Test Prep,Absent,0,TUTOR04
CYC2020006,2020,4,2020-10-04,Financial Literacy,Present,1.5,TUTOR06
CYC2020006,2020,5,2020-10-11,Leadership,Present,1.5,TUTOR12
CYC2020006,2020,6,2020-10-18,Leadership,Absent,0,TUTOR03
CYC2020006,2020,7,2020-10-25,Test Prep,Present,2,TUTOR11
CYC2020006,2020,8,2020-11-01,Career Exploration,Present,1.5,TUTOR08
CYC2020006,2020,9,2020-11-08,Leadership,Present,2.5,TUTOR05
CYC2020006,2020,10,2020-11-15,Test Prep,Excused,0,TUTOR01
CYC2020006,2020,11,2020-11-22,Tutoring,Present,2,TUTOR09
CYC2020006,2020,12,2020-11-29,Test Prep,Present,2,TUTOR06
CYC2020006,2020,13,2020-12-06,Career Exploration,Present,1.5,TUTOR08
CYC2020006,2020,14,2020-12-13,Tutoring,Present,2.5,TUTOR12
CYC2020006,2020,15,2020-12-20,Career Exploration,Present,2.5,TUTOR01
CYC2020006,2020,16,2020-12-27,Career Exploration,Present,3,TUTOR11
CYC2020006,2020,17,2021-01-03,College Planning,Present,2,TUTOR12
CYC2020006,2020,18,2021-01-10,Career Exploration,Absent,0,TUTOR03
CYC2020006,2020,19,2021-01-17,Leadership,Present,2,TUTOR09
CYC2020006,2020,20,2021-01-24,College Planning,Present,3,TUTOR04
CYC2020006,2020,21,2021-01-31,Leadership,Present,2,TUTOR08
CYC2020006,2020,22,2021-02-07,Test Prep,Excused,0,TUTOR05
CYC2020006,2020,23,2021-02-14,Financial Literacy,Present,1.5,TUTOR08
CYC2020006,2020,24,2021-02-21,Leadership,Present,3,TUTOR08
CYC2020006,2020,25,2021-02-28,Leadership,Absent,0,TUTOR02
CYC2020006,2020,26,2021-03-07,College Planning,Absent,0,TUTOR08
CYC2020006,2020,27,2021-03-14,Leadership,Absent,0,TUTOR10
CYC2020006,2020,28,2021-03-21,Financial Literacy,Present,1.5,TUTOR08
CYC2020006,2020,29,2021-03-28,Test Prep,Absent,0,TUTOR12
CYC2020006,2020,30,2021-04-04,Tutoring,Absent,0,TUTOR05
CYC2020006,2020,31,2021-04-11,Study Skills,Present,3,TUTOR02
CYC2020006,2020,32,2021-04-18,Leadership,Present,2.5,TUTOR10
CYC2020006,2020,33,2021-04-25,College Planning,Present,2.5,TUTOR02
CYC2020006,2020,34,2021-05-02,Leadership,Absent,0,TUTOR01
CYC2020006,2020,35,2021-05-09,Leadership,Excused,0,TUTOR07
CYC2020007,2020,1,2020-10-03,Test Prep,Present,3,TUTOR07
CYC2020007,2020,2,2020-10-10,Study Skills,Present,1.5,TUTOR02
CYC2020007,2020,3,2020-10-17,Study Skills,Present,1.5,TUTOR01
CYC2020007,2020,4,2020-10-24,Test Prep,Present,2,TUTOR07
CYC2020007,2020,5,2020-10-31,Financial Literacy,Present,1.5,TUTOR05
CYC2020007,2020,6,2020-11-07,Tutoring,Excused,0,TUTOR03
CYC2020007,2020,7,2020-11-14,Career Exploration,Absent,0,TUTOR05
CYC2020007,2020,8,2020-11-21,Leadership,Present,1.5,TUTOR05
CYC2020007,2020,9,2020-11-28,Leadership,Present,2,TUTOR12
CYC2020007,2020,10,2020-12-05,Tutoring,Present,1.5,TUTOR11
CYC2020007,2020,11,2020-12-12,Career Exploration,Absent,0,TUTOR11
CYC2020007,2020,12,2020-12-19,College Planning,Absent,0,TUTOR06
CYC2020007,2020,13,2020-12-26,Tutoring,Present,2.5,TUTOR11
CYC2020007,2020,14,2021-01-02,Tutoring,Present,2,TUTOR09
CYC2020007,2020,15,2021-01-09,Test Prep,Present,2,TUTOR09
CYC2020007,2020,16,2021-01-16,Tutoring,Absent,0,TUTOR05
CYC2020007,2020,17,2021-01-23,Test Prep,Present,2,TUTOR02
CYC2020007,2020,18,2021-01-30,Financial Literacy,Present,2,TUTOR01
CYC2020007,2020,19,2021-02-06,Test Prep,Absent,0,TUTOR11
CYC2020007,2020,20,2021-02-13,Financial Literacy,Present,2.5,TUTOR08
CYC2020007,2020,21,2021-02-20,Test Prep,Present,2,TUTOR07
CYC2020007,2020,22,2021-02-27,Study Skills,Present,2.5,TUTOR01
CYC2020007,2020,23,2021-03-06,Study Skills,Present,3,TUTOR04
CYC2020007,2020,24,2021-03-13,Leadership,Present,2.5,TUTOR01
CYC2020007,2020,25,2021-03-20,College Planning,Present,2,TUTOR09
CYC2020007,2020,26,2021-03-27,College Planning,Present,1.5,TUTOR05
CYC2020007,2020,27,2021-04-03,Tutoring,Absent,0,TUTOR07
CYC2020007,2020,28,2021-04-10,Financial Literacy,Present,3,TUTOR07
CYC2020007,2020,29,2021-04-17,Career Exploration,Present,2,TUTOR09
CYC2020007,2020,30,2021-04-24,Study Skills,Excused,0,TUTOR08
CYC2020007,2020,31,2021-05-01,College Planning,Absent,0,TUTOR08
CYC2020008,2020,1,2020-10-01,Test Prep,Absent,0,TUTOR01
CYC2020008,2020,2,2020-10-08,Leadership,Present,2,TUTOR05
CYC2020008,2020,3,2020-10-15,Tutoring,Absent,0,TUTOR12
CYC2020008,2020,4,2020-10-22,Leadership,Present,2.5,TUTOR09
CYC2020008,2020,5,2020-10-29,Study Skills,Present,2,TUTOR11
CYC2020008,2020,6,2020-11-05,Leadership,Present,1.5,TUTOR01
CYC2020008,2020,7,2020-11-12,Leadership,Present,2,TUTOR07
CYC2020008,2020,8,2020-11-19,Study Skills,Present,2.5,TUTOR03
CYC2020008,2020,9,2020-11-26,Career Exploration,Present,3,TUTOR02
CYC2020008,2020,10,2020-12-03,Career Exploration,Present,2,TUTOR04
CYC2020008,2020,11,2020-12-10,College Planning,Present,1.5,TUTOR11
CYC2020008,2020,12,2020-12-17,Tutoring,Present,1.5,TUTOR12
CYC2020008,2020,13,2020-12-24,College Planning,Absent,0,TUTOR02
CYC2020008,2020,14,2020-12-31,Financial Literacy,Excused,0,TUTOR06
CYC2020008,2020,15,2021-01-07,College Planning,Present,2.5,TUTOR03
CYC2020008,2020,16,2021-01-14,Study Skills,Present,2,TUTOR10
CYC2020008,2020,17,2021-01-21,Test Prep,Absent,0,TUTOR09
CYC2020008,2020,18,2021-01-28,Financial Literacy,Present,2.5,TUTOR06
CYC2020008,2020,19,2021-02-04,Tutoring,Present,1.5,TUTOR05
CYC2020008,2020,20,2021-02-11,Financial Literacy,Present,2,TUTOR08
CYC2020008,2020,21,2021-02-18,Tutoring,Present,1.5,TUTOR05
CYC2020008,2020,22,2021-02-25,Financial Literacy,Absent,0,TUTOR12
CYC2020008,2020,23,2021-03-04,College Planning,Present,1.5,TUTOR03
CYC2020008,2020,24,2021-03-11,Career Exploration,Present,2.5,TUTOR02
CYC2020008,2020,25,2021-03-18,Career Exploration,Absent,0,TUTOR09
CYC2020008,2020,26,2021-03-25,Tutoring,Present,2,TUTOR08
CYC2020008,2020,27,2021-04-01,Test Prep,Present,2.5,TUTOR06
CYC2020008,2020,28,2021-04-08,Tutoring,Present,2.5,TUTOR09
CYC2020008,2020,29,2021-04-15,College Planning,Present,2,TUTOR12
CYC2020009,2020,1,2020-09-25,Financial Literacy,Present,2.5,TUTOR02
CYC2020009,2020,2,2020-10-02,Tutoring,Present,2,TUTOR05
CYC2020009,2020,3,2020-10-09,Test Prep,Present,2.5,TUTOR10
CYC2020009,2020,4,2020-10-16,Financial Literacy,Excused,0,TUTOR06
CYC2020009,2020,5,2020-10-23,Leadership,Excused,0,TUTOR12
CYC2020009,2020,6,2020-10-30,Leadership,Present,2,TUTOR02
CYC2020009,2020,7,2020-11-06,Test Prep,Present,2,TUTOR01
CYC2020009,2020,8,2020-11-13,College Planning,Present,2.5,TUTOR07
CYC2020009,2020,9,2020-11-20,Study Skills,Present,2,TUTOR01
CYC2020009,2020,10,2020-11-27,Study Skills,Present,2,TUTOR09
CYC2020009,2020,11,2020-12-04,Financial Literacy,Absent,0,TUTOR12
CYC2020009,2020,12,2020-12-11,College Planning,Present,2,TUTOR11
CYC2020009,2020,13,2020-12-18,Career Exploration,Present,1.5,TUTOR09
CYC2020009,2020,14,2020-12-25,Test Prep,Present,1.5,TUTOR09
CYC2020009,2020,15,2021-01-01,Career Exploration,Present,2,TUTOR04
CYC2020009,2020,16,2021-01-08,Test Prep,Present,2,TUTOR09
CYC2020009,2020,17,2021-01-15,Leadership,Present,2.5,TUTOR03
CYC2020009,2020,18,2021-01-22,Tutoring,Present,2,TUTOR05
CYC2020009,2020,19,2021-01-29,Tutoring,Absent,0,TUTOR12
CYC2020009,2020,20,2021-02-05,Study Skills,Present,2,TUTOR06
CYC2020009,2020,21,2021-02-12,Leadership,Present,2,TUTOR04
CYC2020009,2020,22,2021-02-19,Test Prep,Excused,0,TUTOR09
CYC2020009,2020,23,2021-02-26,College Planning,Present,2,TUTOR08
CYC2020009,2020,24,2021-03-05,College Planning,Present,2,TUTOR06
CYC2020009,2020,25,2021-03-12,College Planning,Absent,0,TUTOR12
CYC2020009,2020,26,2021-03-19,Tutoring,Present,1.5,TUTOR11
CYC2020009,2020,27,2021-03-26,Leadership,Absent,0,TUTOR05
CYC2020009,2020,28,2021-04-02,College Planning,Absent,0,TUTOR01
CYC2020010,2020,1,2020-09-21,Test Prep,Present,2,TUTOR11
CYC2020010,2020,2,2020-09-28,Tutoring,Present,2,TUTOR07
CYC2020010,2020,3,2020-10-05,Test Prep,Present,3,TUTOR03
CYC2020010,2020,4,2020-10-12,Study Skills,Present,2,TUTOR09
CYC2020010,2020,5,2020-10-19,Test Prep,Present,2.5,TUTOR07
CYC2020010,2020,6,2020-10-26,Career Exploration,Present,1.5,TUTOR04
CYC2020010,2020,7,2020-11-02,Career Exploration,Present,2.5,TUTOR06
CYC2020010,2020,8,2020-11-09,College Planning,Absent,0,TUTOR01
CYC2020010,2020,9,2020-11-16,Test Prep,Present,2.5,TUTOR06
CYC2020010,2020,10,2020-11-23,College Planning,Absent,0,TUTOR08
CYC2020010,2020,11,2020-11-30,Tutoring,Present,1.5,TUTOR03
CYC2020010,2020,12,2020-12-07,Financial Literacy,Present,1.5,TUTOR05
CYC2020010,2020,13,2020-12-14,Study Skills,Absent,0,TUTOR10
CYC2020010,2020,14,2020-12-21,Tutoring,Absent,0,TUTOR07
CYC2020010,2020,15,2020-12-28,Test Prep,Absent,0,TUTOR04
CYC2020010,2020,16,2021-01-04,College Planning,Present,1.5,TUTOR07
CYC2020010,2020,17,2021-01-11,Study Skills,Present,2,TUTOR10
CYC2020010,2020,18,2021-01-18,Tutoring,Present,2,TUTOR01
CYC2020010,2020,19,2021-01-25,Career Exploration,Present,2.5,TUTOR08
CYC2020010,2020,20,2021-02-01,Career Exploration,Absent,0,TUTOR09
CYC2020010,2020,21,2021-02-08,Test Prep,Present,1.5,TUTOR08
CYC2020010,2020,22,2021-02-15,Career Exploration,Present,2,TUTOR06
CYC2020010,2020,23,2021-02-22,Tutoring,Absent,0,TUTOR07
CYC2020010,2020,24,2021-03-01,Financial Literacy,Absent,0,TUTOR08
CYC2020010,2020,25,2021-03-08,Career Exploration,Absent,0,TUTOR05
CYC2020010,2020,26,2021-03-15,Study Skills,Present,2,TUTOR05
CYC2020010,2020,27,2021-03-22,Financial Literacy,Present,3,TUTOR12
CYC2020010,2020,28,2021-03-29,Test Prep,Present,2.5,TUTOR12
CYC2020010,2020,29,2021-04-05,College Planning,Present,3,TUTOR06
CYC2020010,2020,30,2021-04-12,Test Prep,Present,2,TUTOR01
CYC2020010,2020,31,2021-04-19,Career Exploration,Present,3,TUTOR09
CYC2020010,2020,32,2021-04-26,Leadership,Present,2.5,TUTOR11
CYC2020010,2020,33,2021-05-03,College Planning,Excused,0,TUTOR04
CYC2020010,2020,34,2021-05-10,Tutoring,Absent,0,TUTOR02
CYC2020010,2020,35,2021-05-17,Financial Literacy,Present,2.5,TUTOR10
CYC2020011,2020,1,2020-09-28,Test Prep,Absent,0,TUTOR07
CYC2020011,2020,2,2020-10-05,Test Prep,Present,2,TUTOR11
CYC2020011,2020,3,2020-10-12,Study Skills,Present,2,TUTOR06
CYC2020011,2020,4,2020-10-19,College Planning,Present,2,TUTOR10
CYC2020011,2020,5,2020-10-26,Career Exploration,Present,2.5,TUTOR11
CYC2020011,2020,6,2020-11-02,Tutoring,Present,1.5,TUTOR06
CYC2020011,2020,7,2020-11-09,College Planning,Absent,0,TUTOR03
CYC2020011,2020,8,2020-11-16,Leadership,Present,2,TUTOR03
CYC2020011,2020,9,2020-11-23,Financial Literacy,Present,2.5,TUTOR02
CYC2020011,2020,10,2020-11-30,Career Exploration,Present,2,TUTOR04
CYC2020011,2020,11,2020-12-07,College Planning,Present,2,TUTOR05
CYC2020011,2020,12,2020-12-14,Career Exploration,Absent,0,TUTOR03
CYC2020011,2020,13,2020-12-21,Test Prep,Present,3,TUTOR10
CYC2020011,2020,14,2020-12-28,Career Exploration,Present,2,TUTOR09
CYC2020011,2020,15,2021-01-04,Financial Literacy,Present,2,TUTOR12
CYC2020011,2020,16,2021-01-11,Career Exploration,Present,3,TUTOR11
CYC2020011,2020,17,2021-01-18,Test Prep,Present,2.5,TUTOR11
CYC2020011,2020,18,2021-01-25,Tutoring,Present,2,TUTOR11
CYC2020011,2020,19,2021-02-01,College Planning,Present,1.5,TUTOR05
CYC2020011,2020,20,2021-02-08,Tutoring,Present,2.5,TUTOR06
CYC2020011,2020,21,2021-02-15,Test Prep,Present,1.5,TUTOR04
CYC2020011,2020,22,2021-02-22,Tutoring,Absent,0,TUTOR05
CYC2020011,2020,23,2021-03-01,Financial Literacy,Present,2,TUTOR01
CYC2020011,2020,24,2021-03-08,Tutoring,Present,2,TUTOR03
CYC2020011,2020,25,2021-03-15,Leadership,Present,1.5,TUTOR11
CYC2020011,2020,26,2021-03-22,Test Prep,Present,2,TUTOR10
CYC2020011,2020,27,2021-03-29,Test Prep,Absent,0,TUTOR01
CYC2020011,2020,28,2021-04-05,Financial Literacy,Present,3,TUTOR04
CYC2020011,2020,29,2021-04-12,College Planning,Present,2.5,TUTOR05
CYC2020011,2020,30,2021-04-19,Career Exploration,Present,2.5,TUTOR02
CYC2020011,2020,31,2021-04-26,Study Skills,Present,2.5,TUTOR11
CYC2020012,2020,1,2020-09-11,Tutoring,Present,2.5,TUTOR03
CYC2020012,2020,2,2020-09-18,Tutoring,Absent,0,TUTOR02
CYC2020012,2020,3,2020-09-25,Test Prep,Present,1.5,TUTOR08
CYC2020012,2020,4,2020-10-02,Test Prep,Absent,0,TUTOR02
CYC2020012,2020,5,2020-10-09,Tutoring,Present,3,TUTOR09
CYC2020012,2020,6,2020-10-16,Tutoring,Present,2.5,TUTOR12
CYC2020012,2020,7,2020-10-23,Financial Literacy,Present,2,TUTOR05
CYC2020012,2020,8,2020-10-30,Tutoring,Present,2.5,TUTOR08
CYC2020012,2020,9,2020-11-06,Leadership,Present,2.5,TUTOR12
CYC2020012,2020,10,2020-11-13,College Planning,Present,2,TUTOR08
CYC2020012,2020,11,2020-11-20,Tutoring,Absent,0,TUTOR02
CYC2020012,2020,12,2020-11-27,Career Exploration,Present,2.5,TUTOR09
CYC2020012,2020,13,2020-12-04,Test Prep,Present,3,TUTOR10
CYC2020012,2020,14,2020-12-11,Test Prep,Absent,0,TUTOR06
CYC2020012,2020,15,2020-12-18,Financial Literacy,Present,2.5,TUTOR04
CYC2020012,2020,16,2020-12-25,Study Skills,Excused,0,TUTOR09
CYC2020012,2020,17,2021-01-01,Career Exploration,Present,2,TUTOR10
CYC2020012,2020,18,2021-01-08,Study Skills,Present,2,TUTOR01
CYC2020012,2020,19,2021-01-15,Study Skills,Present,2.5,TUTOR06
CYC2020012,2020,20,2021-01-22,Career Exploration,Present,2.5,TUTOR12
