participant_id,cohort_year,survey_date,age_at_enrollment,grade_level,race_ethnicity,gender,high_school,title_1_school,family_income_range,household_size,first_generation_college,program_track,transportation_barrier,childcare_needs,act_composite_pre,act_english_pre,act_math_pre,act_reading_pre,act_science_pre,sat_total_pre,sat_math_pre,sat_verbal_pre,gpa_pre,college_readiness_self_rating,study_hours_per_week,career_confidence_rating,academic_support_at_home,technology_access,post_secondary_plan,act_composite_post,act_english_post,act_math_post,act_reading_post,act_science_post,sat_total_post,sat_math_post,sat_verbal_post,gpa_post,college_readiness_self_rating_post,study_hours_per_week_post,career_confidence_rating_post,post_secondary_enrollment,scholarship_received,scholarship_amount,program_satisfaction,would_recommend,act_improvement,sat_improvement,gpa_improvement,readiness_improvement,career_confidence_improvement
CYC2021076,2021,2022-09-10,14,9th,Hispanic/Latino,Male,Providence High School,Yes,"Under $25,000",3,Yes,Dual Track,No,No,16,16,14,19,16,1290,610,680,3.17,8,10,4,Limited,Good access,Community college,17,19,17,16,19,1390,720,670,3.2209930160364526,10,13.38114392256014,4,Trade program,No,NA,2,Definitely,1,100,0.050993016036452676,2,0
CYC2021077,2021,2022-08-16,18,12th,Multiracial,Female,Garinger High School,Yes,"Under $25,000",3,Yes,College Prep,Yes,No,21,22,19,24,23,1040,480,560,1.25,10,12,4,Limited,Limited access,Trade school,27,25,29,30,28,1140,550,590,1.5346800312215576,10,13.606507715890293,6,Military,Yes,13800,4,Definitely,6,100,0.2846800312215576,0,2
CYC2021079,2021,2022-11-05,18,12th,Multiracial,Female,North Mecklenburg High School,Yes,"Under $25,000",4,No,Career Readiness,No,No,26,24,26,25,26,1170,610,560,1.67,5,9,2,Strong,Limited access,Work,31,30,28,34,32,1210,580,630,2.1399128037918573,9,12.067962692402675,4,Working,No,NA,4,Definitely,5,40,0.4699128037918574,4,2
CYC2021080,2021,2022-08-30,17,12th,Black or African American,Male,South Mecklenburg High School,Yes,"$80,000-$99,999",5,No,Dual Track,Yes,Yes,13,16,13,15,12,910,480,430,2.2,5,11,1,Limited,Limited access,Work,18,18,15,19,16,960,490,470,2.413729528201014,8,9.871409806765762,1,Enrolled 2-year,Yes,7700,4,Definitely,5,50,0.21372952820101387,3,0
CYC2021081,2021,2022-08-21,18,12th,White,Male,Independence High School,Yes,"Under $25,000",4,No,College Prep,No,No,19,22,21,18,16,1080,500,580,2.33,2,8,1,Moderate,Limited access,Community college,23,24,21,22,22,1140,600,540,2.674702174165193,4,9.788821719650814,2,Enrolled 4-year,Yes,8200,5,Definitely,4,60,0.3447021741651928,2,1
CYC2021082,2021,2022-09-29,16,11th,Black or African American,Male,Garinger High School,No,"$40,000-$59,999",6,Yes,Dual Track,No,No,22,24,20,23,21,950,450,500,1.19,8,11,5,Moderate,No reliable access,Community college,23,23,20,23,23,1020,490,530,1.2508780954365462,7,10.970789594879705,5,Enrolled 4-year,Yes,2300,3,Definitely,1,70,0.06087809543654621,-1,0
CYC2021083,2021,2022-07-27,18,12th,Hispanic/Latino,Male,South Mecklenburg High School,Yes,"Under $25,000",6,Yes,Career Readiness,No,No,11,9,8,10,14,920,450,470,2.81,5,7,3,Limited,Limited access,4-year college,17,19,16,15,18,1010,480,530,3.0728768054355005,8,10.05268245777941,7,Enrolled 4-year,No,NA,5,Probably,6,90,0.2628768054355004,3,4
CYC2021085,2021,2022-10-08,17,12th,Asian,Male,Julius Chambers High School,No,"$25,000-$39,999",3,Yes,College Prep,Yes,N/A,11,14,9,12,9,1100,540,560,2.64,4,21,2,Moderate,Good access,4-year college,14,16,15,14,14,1150,590,560,2.607231991812885,5,21.12833422215358,4,Enrolled 2-year,Yes,1300,4,Definitely,3,50,-0.03276800818711534,1,2
CYC2021086,2021,2022-10-11,15,9th,Asian,Female,Olympic High School,Yes,"$60,000-$79,999",3,Yes,Career Readiness,Yes,No,24,23,26,23,23,910,480,430,2.5,6,5,10,None,No reliable access,Community college,28,28,30,27,26,990,500,490,3.1852890137681875,10,9.015086854065869,10,Enrolled 4-year,Yes,11600,4,Definitely,4,80,0.6852890137681875,4,0
CYC2021087,2021,2022-09-24,18,12th,White,Female,Butler High School,Yes,"Under $25,000",4,Yes,Dual Track,No,No,22,21,22,24,19,880,400,480,1.08,3,15,4,Strong,Good access,4-year college,27,27,26,26,25,950,440,510,1.7127234213451499,6,18.88191861224612,7,Enrolled 2-year,Yes,6300,4,Definitely,5,70,0.6327234213451498,3,3
CYC2021090,2021,2022-09-18,16,11th,White,Female,Garinger High School,Yes,"Under $25,000",4,Yes,Dual Track,Yes,No,10,10,10,9,8,1010,500,510,3.03,4,9,7,None,No reliable access,4-year college,10,12,12,9,11,1060,560,500,3.156610186856209,6,17.061513680656383,7,Trade program,No,NA,3,Definitely,0,50,0.12661018685620906,2,0
CYC2021092,2021,2022-09-04,17,12th,Hispanic/Latino,Male,Julius Chambers High School,Yes,"$40,000-$59,999",4,Yes,Career Readiness,No,No,20,20,18,23,22,1340,680,660,1.68,7,11,4,None,Good access,4-year college,24,26,25,22,26,1420,730,690,1.8254850182341402,7,15.65639545608185,7,Trade program,Yes,3800,5,Definitely,4,80,0.14548501823414028,0,3
CYC2021093,2021,2022-09-23,16,11th,Hispanic/Latino,Female,Butler High School,Yes,"Under $25,000",5,Yes,Dual Track,No,Yes,10,13,11,13,12,910,490,420,3.02,6,7,5,Limited,Limited access,Community college,14,16,16,14,14,960,440,520,3.0500466844582537,10,7.991579322080799,9,Other,No,NA,4,Maybe,4,50,0.030046684458253647,4,4
CYC2021094,2021,2022-09-09,17,12th,Hispanic/Latino,Female,Rocky River High School,Yes,"Under $25,000",3,Yes,College Prep,Yes,No,18,20,15,17,17,1110,510,600,2.41,1,4,2,Strong,Limited access,4-year college,20,20,21,18,18,1200,630,570,2.9238885523173272,1,6.920482610490566,3,Enrolled 2-year,No,NA,4,Probably,2,90,0.5138885523173271,0,1
CYC2021095,2021,2022-06-17,14,9th,Black or African American,Female,South Mecklenburg High School,No,"$40,000-$59,999",4,Yes,Intensive Support,No,No,20,22,18,18,20,890,460,430,2.97,5,13,1,Limited,Limited access,Work,22,22,22,21,23,960,480,480,2.896547047749154,5,14.970340984708391,2,Enrolled 4-year,Yes,11600,4,Probably,2,70,-0.07345295225084625,0,1
CYC2021096,2021,2022-07-25,17,12th,Hispanic/Latino,Female,West Charlotte High School,Yes,"Under $25,000",3,Yes,College Prep,No,Yes,21,21,23,20,24,850,450,400,1,7,11,3,Limited,Good access,Community college,26,26,28,28,26,1010,480,530,1.3054492530741906,10,14.527843926493908,5,Enrolled 4-year,No,NA,3,Definitely,5,160,0.3054492530741906,3,2
