participant_id,cohort_year,survey_date,age_at_enrollment,grade_level,race_ethnicity,gender,high_school,title_1_school,family_income_range,household_size,first_generation_college,program_track,transportation_barrier,childcare_needs,act_composite_pre,act_english_pre,act_math_pre,act_reading_pre,act_science_pre,sat_total_pre,sat_math_pre,sat_verbal_pre,gpa_pre,college_readiness_self_rating,study_hours_per_week,career_confidence_rating,academic_support_at_home,technology_access,post_secondary_plan
CYC2021043,2021,2021-08-27,17,12th,Black or African American,Male,North Mecklenburg High School,No,"$25,000-$39,999",2,Yes,College Prep,No,Yes,18,16,17,17,17,1020,470,550,2.66,9,9,7,Limited,No reliable access,Community college
CYC2021044,2021,2021-09-27,17,11th,Native American,Male,Harding University High School,No,"$80,000-$99,999",3,Yes,Intensive Support,No,No,16,17,16,15,13,1000,550,450,2.38,7,4,5,Limited,Limited access,Work
CYC2021045,2021,2021-10-07,18,12th,Hispanic/Latino,Female,Julius Chambers High School,Yes,"$25,000-$39,999",5,Yes,Career Readiness,Yes,Yes,14,17,16,13,14,1270,670,600,2.9,7,4,5,Limited,Good access,Work
CYC2021046,2021,2021-10-19,16,11th,Hispanic/Latino,Male,East Mecklenburg High School,Yes,"Under $25,000",4,Yes,Intensive Support,No,N/A,22,25,21,22,21,820,390,430,2.32,8,7,6,Limited,Good access,4-year college
CYC2021047,2021,2021-10-12,16,10th,Hispanic/Latino,Female,South Mecklenburg High School,Yes,"$25,000-$39,999",3,No,College Prep,No,No,14,12,14,15,11,920,440,480,2.21,2,4,1,Limited,Limited access,Undecided
CYC2021048,2021,2021-10-18,17,12th,Black or African American,Female,East Mecklenburg High School,No,"Under $25,000",1,Yes,College Prep,Yes,No,16,14,12,17,18,1030,480,550,2.31,1,11,2,Limited,Good access,4-year college
CYC2021049,2021,2021-10-17,15,10th,Hispanic/Latino,Male,Rocky River High School,Yes,"$100,000+",6,Yes,Dual Track,No,No,27,25,29,29,25,670,300,370,1.6,6,8,2,Moderate,Limited access,Military
CYC2021050,2021,2021-09-28,17,11th,Asian,Male,Hopewell High School,Yes,"$40,000-$59,999",7,Yes,College Prep,No,Yes,31,34,27,29,28,910,490,420,3.66,7,4,9,Moderate,No reliable access,Community college
CYC2021051,2021,2021-10-13,18,12th,Black or African American,Male,South Mecklenburg High School,No,"$40,000-$59,999",2,Yes,Dual Track,No,Yes,19,19,21,21,20,770,360,410,2.56,7,13,3,Moderate,No reliable access,Community college
CYC2021052,2021,2021-08-30,15,10th,Black or African American,Female,Providence High School,Yes,"Under $25,000",1,Yes,Intensive Support,No,No,18,21,14,17,20,1260,620,640,1.36,10,4,6,Strong,Limited access,Community college
CYC2021053,2021,2021-09-05,15,9th,White,Female,Vance High School,Yes,"$40,000-$59,999",1,No,College Prep,Yes,No,19,20,17,19,21,1070,570,500,2.46,3,7,2,Moderate,Limited access,Work
CYC2021054,2021,2021-10-17,14,9th,White,Female,South Mecklenburg High School,No,"$25,000-$39,999",5,Yes,College Prep,No,No,18,19,20,16,17,1160,610,550,2.67,8,14,6,None,Limited access,Community college
CYC2021055,2021,2021-09-29,17,12th,White,Female,Butler High School,Yes,"$60,000-$79,999",3,Yes,College Prep,No,N/A,16,16,17,19,19,720,350,370,1.67,1,12,1,Limited,Good access,4-year college
CYC2021056,2021,2021-10-01,15,10th,White,Male,Olympic High School,No,"$100,000+",5,Yes,College Prep,No,Yes,21,18,23,19,22,990,470,520,3.73,5,7,7,Moderate,Limited access,Military
CYC2021057,2021,2021-09-15,17,12th,Multiracial,Male,Independence High School,No,"Under $25,000",6,Yes,Career Readiness,No,No,17,18,14,21,15,1150,530,620,1.88,7,3,3,Strong,No reliable access,4-year college
CYC2021058,2021,2021-09-01,16,11th,Hispanic/Latino,Male,Olympic High School,Yes,"Under $25,000",1,Yes,Intensive Support,Yes,N/A,22,24,19,26,20,560,300,260,3.55,2,0,4,None,No reliable access,Community college
CYC2021059,2021,2021-10-07,17,12th,Hispanic/Latino,Female,Olympic High School,Yes,"$25,000-$39,999",1,Yes,Career Readiness,Yes,Yes,20,17,22,23,18,850,440,410,1.05,10,4,4,Moderate,Limited access,Work
CYC2021060,2021,2021-09-12,18,12th,Black or African American,Female,West Charlotte High School,No,"$25,000-$39,999",4,Yes,College Prep,No,No,17,20,15,18,14,1050,490,560,1.94,5,2,6,Moderate,No reliable access,Work
CYC2021061,2021,2021-10-19,17,12th,Black or African American,Male,Independence High School,No,"Under $25,000",2,No,Dual Track,No,No,14,15,16,12,12,840,420,420,4,5,5,3,None,Good access,4-year college
CYC2021062,2021,2021-10-11,18,12th,White,Male,Hopewell High School,Yes,"$25,000-$39,999",3,Unknown,College Prep,Yes,No,13,12,15,11,16,1050,490,560,4,3,13,4,Limited,Limited access,4-year college
CYC2021063,2021,2021-08-22,18,12th,Hispanic/Latino,Female,Garinger High School,Yes,"$25,000-$39,999",5,Yes,Career Readiness,No,N/A,20,18,20,18,18,840,410,430,2.69,4,10,3,Strong,Good access,Community college
CYC2021064,2021,2021-10-08,14,9th,White,Male,Vance High School,Yes,"Under $25,000",6,Yes,Dual Track,Yes,No,14,15,12,16,11,860,420,440,1.54,4,11,3,Strong,Good access,Military
CYC2021065,2021,2021-09-16,17,12th,White,Female,Mallard Creek High School,No,"$25,000-$39,999",3,Yes,Career Readiness,No,No,15,13,17,18,12,970,450,520,2.48,8,0,1,Limited,Limited access,4-year college
CYC2021066,2021,2021-09-08,18,12th,White,Female,Independence High School,Yes,"Under $25,000",3,Yes,College Prep,No,No,13,13,10,16,10,1040,490,550,1.08,7,10,2,None,Good access,Community college
CYC2021067,2021,2021-09-10,16,11th,White,Non-binary,Myers Park High School,Yes,"Under $25,000",3,Yes,Intensive Support,Yes,No,19,19,17,23,19,1120,550,570,1.79,1,10,5,Strong,Good access,Community college
CYC2021068,2021,2021-09-06,17,12th,Hispanic/Latino,Female,Charlotte Catholic High School,Yes,"$25,000-$39,999",4,Yes,College Prep,No,No,19,18,17,21,22,1050,530,520,2.46,2,13,3,Limited,Limited access,Trade school
CYC2021069,2021,2021-08-22,17,12th,Black or African American,Male,Providence High School,Yes,"$40,000-$59,999",4,Yes,Intensive Support,No,No,15,12,16,18,12,980,450,530,1.74,1,2,3,Limited,Limited access,4-year college
CYC2021070,2021,2021-09-29,18,12th,Hispanic/Latino,Male,Garinger High School,Yes,"Under $25,000",2,Yes,Career Readiness,Yes,N/A,16,16,12,18,16,820,380,440,4,2,9,2,Limited,No reliable access,Community college
CYC2021071,2021,2021-09-16,17,12th,Hispanic/Latino,Male,Mallard Creek High School,No,"Under $25,000",1,Yes,College Prep,No,No,19,17,16,17,20,1110,610,500,1,6,9,5,Limited,Limited access,4-year college
CYC2021072,2021,2021-10-13,18,12th,Hispanic/Latino,Male,Mallard Creek High School,Yes,"Under $25,000",3,Yes,Career Readiness,No,N/A,19,22,19,23,22,950,460,490,1.53,3,6,6,Limited,Limited access,4-year college
CYC2021073,2021,2021-09-23,17,12th,Multiracial,Male,Charlotte Catholic High School,Yes,"Under $25,000",2,No,Dual Track,No,Yes,16,15,15,15,16,1210,580,630,2.21,8,1,4,Moderate,Good access,Work
CYC2021074,2021,2021-10-11,16,11th,Multiracial,Male,Butler High School,Yes,"$60,000-$79,999",4,No,Career Readiness,Yes,No,14,14,12,15,17,970,510,460,3.34,3,19,4,None,Limited access,Community college
CYC2021075,2021,2021-10-03,18,12th,Black or African American,Female,West Charlotte High School,Yes,"$40,000-$59,999",2,Yes,College Prep,Yes,No,23,26,19,25,23,960,440,520,3.42,4,6,3,Strong,Good access,Work
CYC2021076,2021,2021-10-02,14,9th,Hispanic/Latino,Male,Providence High School,Yes,"Under $25,000",3,Yes,Dual Track,No,No,16,16,14,19,16,1290,610,680,3.17,8,10,4,Limited,Good access,Community college
CYC2021077,2021,2021-10-01,18,12th,Multiracial,Female,Garinger High School,Yes,"Under $25,000",3,Yes,College Prep,Yes,No,21,22,19,24,23,1040,480,560,1.25,10,12,4,Limited,Limited access,Trade school
CYC2021078,2021,2021-10-01,14,9th,Multiracial,Male,Charlotte Catholic High School,Yes,"Under $25,000",4,Yes,College Prep,Yes,No,21,19,23,21,22,1010,530,480,1.34,6,14,2,None,Limited access,Military
CYC2021079,2021,2021-10-13,18,12th,Multiracial,Female,North Mecklenburg High School,Yes,"Under $25,000",4,No,Career Readiness,No,No,26,24,26,25,26,1170,610,560,1.67,5,9,2,Strong,Limited access,Work
CYC2021080,2021,2021-09-14,17,12th,Black or African American,Male,South Mecklenburg High School,Yes,"$80,000-$99,999",5,No,Dual Track,Yes,Yes,13,16,13,15,12,910,480,430,2.2,5,11,1,Limited,Limited access,Work
CYC2021081,2021,2021-09-20,18,12th,White,Male,Independence High School,Yes,"Under $25,000",4,No,College Prep,No,No,19,22,21,18,16,1080,500,580,2.33,2,8,1,Moderate,Limited access,Community college
CYC2021082,2021,2021-10-07,16,11th,Black or African American,Male,Garinger High School,No,"$40,000-$59,999",6,Yes,Dual Track,No,No,22,24,20,23,21,950,450,500,1.19,8,11,5,Moderate,No reliable access,Community college
CYC2021083,2021,2021-08-27,18,12th,Hispanic/Latino,Male,South Mecklenburg High School,Yes,"Under $25,000",6,Yes,Career Readiness,No,No,11,9,8,10,14,920,450,470,2.81,5,7,3,Limited,Limited access,4-year college
CYC2021084,2021,2021-10-09,16,10th,Hispanic/Latino,Female,Ardrey Kell High School,Yes,"$60,000-$79,999",4,No,College Prep,Yes,Yes,25,25,26,25,25,1030,520,510,2.47,10,16,2,Limited,Limited access,Trade school
CYC2021085,2021,2021-09-25,17,12th,Asian,Male,Julius Chambers High School,No,"$25,000-$39,999",3,Yes,College Prep,Yes,N/A,11,14,9,12,9,1100,540,560,2.64,4,21,2,Moderate,Good access,4-year college
CYC2021086,2021,2021-10-02,15,9th,Asian,Female,Olympic High School,Yes,"$60,000-$79,999",3,Yes,Career Readiness,Yes,No,24,23,26,23,23,910,480,430,2.5,6,5,10,None,No reliable access,Community college
CYC2021087,2021,2021-09-30,18,12th,White,Female,Butler High School,Yes,"Under $25,000",4,Yes,Dual Track,No,No,22,21,22,24,19,880,400,480,1.08,3,15,4,Strong,Good access,4-year college
CYC2021088,2021,2021-08-25,16,10th,White,Female,Hopewell High School,Yes,"Under $25,000",4,Yes,Dual Track,No,No,18,16,15,18,17,1000,480,520,1.63,2,5,4,Moderate,Good access,Community college
CYC2021089,2021,2021-09-06,18,12th,White,Female,Vance High School,Yes,"$80,000-$99,999",4,Yes,Career Readiness,Yes,No,22,19,21,20,25,910,430,480,3.38,8,15,7,Moderate,Limited access,4-year college
CYC2021090,2021,2021-08-31,16,11th,White,Female,Garinger High School,Yes,"Under $25,000",4,Yes,Dual Track,Yes,No,10,10,10,9,8,1010,500,510,3.03,4,9,7,None,No reliable access,4-year college
CYC2021091,2021,2021-09-19,16,11th,Black or African American,Male,South Mecklenburg High School,No,"$25,000-$39,999",4,Yes,College Prep,No,Yes,15,15,13,16,13,810,410,400,2.57,9,0,9,Moderate,Limited access,Trade school
CYC2021092,2021,2021-09-30,17,12th,Hispanic/Latino,Male,Julius Chambers High School,Yes,"$40,000-$59,999",4,Yes,Career Readiness,No,No,20,20,18,23,22,1340,680,660,1.68,7,11,4,None,Good access,4-year college
CYC2021093,2021,2021-10-06,16,11th,Hispanic/Latino,Female,Butler High School,Yes,"Under $25,000",5,Yes,Dual Track,No,Yes,10,13,11,13,12,910,490,420,3.02,6,7,5,Limited,Limited access,Community college
CYC2021094,2021,2021-08-23,17,12th,Hispanic/Latino,Female,Rocky River High School,Yes,"Under $25,000",3,Yes,College Prep,Yes,No,18,20,15,17,17,1110,510,600,2.41,1,4,2,Strong,Limited access,4-year college
CYC2021095,2021,2021-08-26,14,9th,Black or African American,Female,South Mecklenburg High School,No,"$40,000-$59,999",4,Yes,Intensive Support,No,No,20,22,18,18,20,890,460,430,2.97,5,13,1,Limited,Limited access,Work
CYC2021096,2021,2021-09-22,17,12th,Hispanic/Latino,Female,West Charlotte High School,Yes,"Under $25,000",3,Yes,College Prep,No,Yes,21,21,23,20,24,850,450,400,1,7,11,3,Limited,Good access,Community college
CYC2021097,2021,2021-08-29,17,11th,Black or African American,Male,Hopewell High School,Yes,"$40,000-$59,999",2,Yes,Career Readiness,No,No,21,21,18,22,22,1230,660,570,1,3,9,3,Strong,Good access,4-year college
CYC2021098,2021,2021-09-27,18,12th,White,Female,Providence High School,Yes,"Under $25,000",5,Yes,Intensive Support,No,No,18,20,20,19,20,870,440,430,1.92,3,5,1,None,Limited access,Military
CYC2021099,2021,2021-09-05,16,11th,Hispanic/Latino,Female,Vance High School,No,"$60,000-$79,999",3,No,Intensive Support,No,N/A,21,24,21,21,18,800,430,370,3.25,1,6,5,None,Good access,Trade school
CYC2021100,2021,2021-09-22,17,12th,Black or African American,Female,Providence High School,Yes,"$60,000-$79,999",4,Yes,College Prep,No,No,11,9,11,9,11,1010,520,490,2.71,5,11,4,Moderate,No reliable access,4-year college
CYC2021101,2021,2021-09-27,18,12th,Hispanic/Latino,Female,Garinger High School,Yes,"$40,000-$59,999",6,Yes,Career Readiness,Yes,Yes,25,28,23,27,23,890,490,400,2.42,6,8,4,None,Good access,Work
CYC2021102,2021,2021-09-02,15,9th,Black or African American,Male,Hopewell High School,Yes,"$25,000-$39,999",3,No,Dual Track,Yes,Yes,19,18,19,23,16,1230,570,660,3.36,1,17,1,None,Good access,4-year college
CYC2021103,2021,2021-10-05,16,10th,Multiracial,Female,Independence High School,Yes,"$25,000-$39,999",2,Yes,Career Readiness,Yes,No,18,15,15,18,16,1200,640,560,1,5,5,4,Limited,Limited access,Work
CYC2021104,2021,2021-08-16,15,10th,Black or African American,Male,Vance High School,Yes,"Under $25,000",3,Yes,Career Readiness,No,No,19,22,15,17,20,1080,570,510,1,3,7,6,Moderate,Limited access,4-year college
CYC2021105,2021,2021-10-03,17,12th,Black or African American,Male,Providence High School,No,"Under $25,000",2,Yes,Intensive Support,No,No,16,13,13,15,14,1040,510,530,2.73,10,14,1,None,Good access,Work
CYC2021106,2021,2021-09-28,16,11th,Hispanic/Latino,Male,Independence High School,Yes,"Under $25,000",2,Yes,Intensive Support,Yes,No,15,15,17,17,18,720,380,340,1.56,1,13,3,Limited,No reliable access,Undecided
CYC2021107,2021,2021-08-24,17,11th,Hispanic/Latino,Female,Independence High School,Yes,"$60,000-$79,999",6,Yes,College Prep,Yes,No,20,17,22,20,21,980,460,520,1.25,4,2,2,Moderate,No reliable access,Community college
CYC2021108,2021,2021-08-24,18,12th,Multiracial,Non-binary,Harding University High School,Yes,"$25,000-$39,999",4,No,College Prep,No,Yes,19,17,20,18,21,1160,630,530,3.4,4,13,7,Limited,Limited access,Trade school
CYC2021109,2021,2021-09-24,17,11th,Asian,Female,Vance High School,Yes,"$25,000-$39,999",4,No,Career Readiness,No,No,10,7,7,10,7,940,500,440,2.3,2,4,6,Moderate,Limited access,Trade school
CYC2021110,2021,2021-10-05,17,11th,Hispanic/Latino,Female,West Charlotte High School,Yes,"$80,000-$99,999",4,Yes,Intensive Support,Yes,No,19,22,19,22,19,940,470,470,3.33,2,3,7,None,Limited access,4-year college
CYC2021111,2021,2021-09-18,17,11th,Hispanic/Latino,Male,Garinger High School,Yes,"Under $25,000",2,Yes,Career Readiness,No,No,15,17,14,15,14,820,440,380,2.91,4,9,7,None,Limited access,4-year college
CYC2021112,2021,2021-10-10,16,11th,Hispanic/Latino,Female,Charlotte Catholic High School,Yes,"$60,000-$79,999",5,Yes,Career Readiness,No,No,22,22,18,23,25,1120,580,540,1.69,9,8,3,None,Good access,Military
CYC2021113,2021,2021-10-17,15,10th,White,Female,Butler High School,Yes,"Under $25,000",4,Yes,College Prep,No,No,17,20,14,17,20,600,320,280,1.63,2,8,8,Limited,Good access,4-year college
CYC2021114,2021,2021-09-19,16,11th,White,Female,Myers Park High School,Yes,"Under $25,000",5,Yes,Dual Track,Yes,No,17,19,14,15,20,970,530,440,2.71,7,4,2,None,Limited access,4-year college
CYC2021115,2021,2021-09-29,16,11th,Black or African American,Female,Rocky River High School,No,"Under $25,000",3,No,Career Readiness,Yes,No,24,27,23,27,26,760,390,370,1,8,0,9,Moderate,No reliable access,Community college
CYC2021116,2021,2021-10-01,15,10th,Hispanic/Latino,Male,Vance High School,No,"Under $25,000",6,Yes,College Prep,Yes,No,21,22,18,23,18,1160,570,590,1.88,8,13,6,None,No reliable access,4-year college
CYC2021117,2021,2021-08-31,15,9th,Hispanic/Latino,Male,Hopewell High School,Yes,"Under $25,000",4,Yes,Career Readiness,No,Yes,18,17,17,20,20,830,380,450,3.74,4,5,1,Limited,Limited access,4-year college
CYC2021118,2021,2021-08-26,14,9th,Black or African American,Male,West Charlotte High School,Yes,"$25,000-$39,999",2,No,College Prep,No,No,12,15,12,12,13,1190,640,550,2.91,7,13,7,None,Limited access,Military
CYC2021119,2021,2021-10-18,18,12th,Black or African American,Male,Olympic High School,No,"Under $25,000",3,Yes,Career Readiness,No,No,25,28,24,28,22,980,510,470,2.73,6,8,8,Moderate,No reliable access,Community college
CYC2021120,2021,2021-09-30,17,12th,Hispanic/Latino,Male,Myers Park High School,Yes,"$25,000-$39,999",5,Yes,Career Readiness,No,No,23,25,24,27,21,1050,570,480,2.39,4,3,3,None,No reliable access,Military
CYC2021121,2021,2021-08-28,16,11th,Hispanic/Latino,Male,Julius Chambers High School,No,"$25,000-$39,999",3,Yes,College Prep,Yes,No,24,24,24,28,27,1020,500,520,1.16,8,13,2,Limited,Good access,Community college
CYC2021122,2021,2021-09-26,17,11th,Hispanic/Latino,Male,Independence High School,Yes,"$25,000-$39,999",1,Yes,Career Readiness,Yes,N/A,19,22,17,22,19,980,530,450,1.56,8,7,2,Limited,Good access,4-year college
CYC2021123,2021,2021-10-06,17,12th,Hispanic/Latino,Male,Hopewell High School,No,"$60,000-$79,999",3,Unknown,Intensive Support,Yes,No,18,18,19,22,20,940,520,420,4,3,9,7,Strong,No reliable access,Community college
CYC2021124,2021,2021-09-05,18,12th,Hispanic/Latino,Male,Garinger High School,Yes,"$60,000-$79,999",4,Unknown,College Prep,Yes,No,14,17,10,14,11,700,370,330,3.71,1,10,3,Strong,Limited access,Community college
