participant_id,cohort_year,session_week,session_date,session_type,attended,hours_participated,tutor_assigned
CYC2023002,2023,6,2023-10-27,Test Prep,Present,2,TUTOR04
CYC2023002,2023,7,2023-11-03,Study Skills,Absent,0,TUTOR03
CYC2023002,2023,8,2023-11-10,Leadership,Present,2,TUTOR08
CYC2023002,2023,9,2023-11-17,Test Prep,Present,2.5,TUTOR03
CYC2023002,2023,10,2023-11-24,Tutoring,Present,1.5,TUTOR01
CYC2023002,2023,11,2023-12-01,Study Skills,Absent,0,TUTOR07
CYC2023002,2023,12,2023-12-08,Tutoring,Present,2,TUTOR02
CYC2023002,2023,13,2023-12-15,Tutoring,Absent,0,TUTOR03
CYC2023002,2023,14,2023-12-22,Study Skills,Present,2,TUTOR07
CYC2023002,2023,15,2023-12-29,Test Prep,Present,2,TUTOR10
CYC2023002,2023,16,2024-01-05,Study Skills,Present,2,TUTOR01
CYC2023002,2023,17,2024-01-12,Study Skills,Present,2.5,TUTOR06
CYC2023002,2023,18,2024-01-19,Leadership,Present,2.5,TUTOR02
CYC2023002,2023,19,2024-01-26,Financial Literacy,Present,2.5,TUTOR10
CYC2023002,2023,20,2024-02-02,Tutoring,Present,2,TUTOR08
CYC2023002,2023,21,2024-02-09,Study Skills,Absent,0,TUTOR08
CYC2023002,2023,22,2024-02-16,Study Skills,Present,2.5,TUTOR12
CYC2023002,2023,23,2024-02-23,Financial Literacy,Present,1.5,TUTOR03
CYC2023002,2023,24,2024-03-01,College Planning,Excused,0,TUTOR09
CYC2023002,2023,25,2024-03-08,Financial Literacy,Absent,0,TUTOR04
CYC2023002,2023,26,2024-03-15,Study Skills,Present,3,TUTOR10
CYC2023002,2023,27,2024-03-22,Career Exploration,Present,1.5,TUTOR02
CYC2023002,2023,28,2024-03-29,Leadership,Present,1.5,TUTOR03
CYC2023002,2023,29,2024-04-05,Career Exploration,Present,2.5,TUTOR09
CYC2023002,2023,30,2024-04-12,College Planning,Present,2.5,TUTOR11
CYC2023002,2023,31,2024-04-19,Career Exploration,Absent,0,TUTOR10
CYC2023002,2023,32,2024-04-26,Leadership,Present,1.5,TUTOR04
CYC2023003,2023,1,2023-09-27,Leadership,Present,2,TUTOR07
CYC2023003,2023,2,2023-10-04,Test Prep,Absent,0,TUTOR10
CYC2023003,2023,3,2023-10-11,Test Prep,Present,2,TUTOR07
CYC2023003,2023,4,2023-10-18,Financial Literacy,Absent,0,TUTOR05
CYC2023003,2023,5,2023-10-25,Test Prep,Present,1.5,TUTOR01
CYC2023003,2023,6,2023-11-01,Tutoring,Excused,0,TUTOR03
CYC2023003,2023,7,2023-11-08,Tutoring,Present,2,TUTOR09
CYC2023003,2023,8,2023-11-15,Career Exploration,Absent,0,TUTOR09
CYC2023003,2023,9,2023-11-22,Leadership,Present,2.5,TUTOR07
CYC2023003,2023,10,2023-11-29,Leadership,Present,2,TUTOR05
CYC2023003,2023,11,2023-12-06,Test Prep,Absent,0,TUTOR02
CYC2023003,2023,12,2023-12-13,College Planning,Present,2,TUTOR03
CYC2023003,2023,13,2023-12-20,Tutoring,Present,2,TUTOR07
CYC2023003,2023,14,2023-12-27,Career Exploration,Present,2.5,TUTOR09
CYC2023003,2023,15,2024-01-03,Leadership,Present,1.5,TUTOR01
CYC2023003,2023,16,2024-01-10,Career Exploration,Absent,0,TUTOR12
CYC2023003,2023,17,2024-01-17,College Planning,Excused,0,TUTOR06
CYC2023003,2023,18,2024-01-24,Study Skills,Present,2.5,TUTOR04
CYC2023003,2023,19,2024-01-31,Financial Literacy,Absent,0,TUTOR12
CYC2023003,2023,20,2024-02-07,Tutoring,Present,1.5,TUTOR07
CYC2023003,2023,21,2024-02-14,Test Prep,Present,2,TUTOR01
CYC2023003,2023,22,2024-02-21,Tutoring,Present,2,TUTOR02
CYC2023003,2023,23,2024-02-28,Financial Literacy,Absent,0,TUTOR04
CYC2023003,2023,24,2024-03-06,Leadership,Absent,0,TUTOR07
CYC2023003,2023,25,2024-03-13,Financial Literacy,Excused,0,TUTOR03
CYC2023003,2023,26,2024-03-20,Study Skills,Present,2.5,TUTOR04
CYC2023003,2023,27,2024-03-27,College Planning,Present,2,TUTOR05
CYC2023003,2023,28,2024-04-03,Tutoring,Absent,0,TUTOR12
CYC2023004,2023,1,2023-09-12,Study Skills,Present,2,TUTOR11
CYC2023004,2023,2,2023-09-19,Career Exploration,Present,1.5,TUTOR06
CYC2023004,2023,3,2023-09-26,College Planning,Absent,0,TUTOR04
CYC2023004,2023,4,2023-10-03,Tutoring,Absent,0,TUTOR08
CYC2023004,2023,5,2023-10-10,Leadership,Absent,0,TUTOR03
CYC2023004,2023,6,2023-10-17,College Planning,Present,2,TUTOR01
CYC2023004,2023,7,2023-10-24,Tutoring,Present,2,TUTOR12
CYC2023004,2023,8,2023-10-31,Career Exploration,Present,2,TUTOR05
CYC2023004,2023,9,2023-11-07,Test Prep,Present,2.5,TUTOR02
CYC2023004,2023,10,2023-11-14,Tutoring,Absent,0,TUTOR06
CYC2023004,2023,11,2023-11-21,Career Exploration,Present,2,TUTOR08
CYC2023004,2023,12,2023-11-28,Test Prep,Absent,0,TUTOR06
CYC2023004,2023,13,2023-12-05,Financial Literacy,Present,2,TUTOR04
CYC2023004,2023,14,2023-12-12,Career Exploration,Excused,0,TUTOR03
CYC2023004,2023,15,2023-12-19,Leadership,Absent,0,TUTOR03
CYC2023004,2023,16,2023-12-26,Career Exploration,Present,3,TUTOR11
CYC2023004,2023,17,2024-01-02,Leadership,Present,2,TUTOR05
CYC2023004,2023,18,2024-01-09,Tutoring,Present,2.5,TUTOR11
CYC2023004,2023,19,2024-01-16,Financial Literacy,Present,2,TUTOR04
CYC2023004,2023,20,2024-01-23,Test Prep,Present,1.5,TUTOR09
CYC2023004,2023,21,2024-01-30,Tutoring,Absent,0,TUTOR02
CYC2023004,2023,22,2024-02-06,Test Prep,Absent,0,TUTOR09
CYC2023004,2023,23,2024-02-13,College Planning,Present,2,TUTOR11
CYC2023004,2023,24,2024-02-20,Career Exploration,Absent,0,TUTOR08
CYC2023004,2023,25,2024-02-27,Career Exploration,Present,2,TUTOR12
CYC2023004,2023,26,2024-03-05,Financial Literacy,Absent,0,TUTOR05
CYC2023004,2023,27,2024-03-12,Financial Literacy,Absent,0,TUTOR03
CYC2023004,2023,28,2024-03-19,Financial Literacy,Present,2.5,TUTOR05
CYC2023004,2023,29,2024-03-26,Study Skills,Present,2,TUTOR04
CYC2023004,2023,30,2024-04-02,College Planning,Present,2.5,TUTOR12
CYC2023004,2023,31,2024-04-09,College Planning,Present,2.5,TUTOR10
CYC2023004,2023,32,2024-04-16,Test Prep,Absent,0,TUTOR02
CYC2023004,2023,33,2024-04-23,Leadership,Present,2.5,TUTOR04
CYC2023004,2023,34,2024-04-30,Financial Literacy,Excused,0,TUTOR02
CYC2023004,2023,35,2024-05-07,Financial Literacy,Present,2.5,TUTOR08
CYC2023005,2023,1,2023-09-18,Financial Literacy,Present,2,TUTOR12
CYC2023005,2023,2,2023-09-25,Career Exploration,Present,2,TUTOR04
CYC2023005,2023,3,2023-10-02,Financial Literacy,Excused,0,TUTOR08
CYC2023005,2023,4,2023-10-09,Career Exploration,Present,2,TUTOR09
CYC2023005,2023,5,2023-10-16,College Planning,Excused,0,TUTOR05
CYC2023005,2023,6,2023-10-23,Career Exploration,Present,3,TUTOR10
CYC2023005,2023,7,2023-10-30,Leadership,Present,1.5,TUTOR10
CYC2023005,2023,8,2023-11-06,Career Exploration,Present,2.5,TUTOR07
CYC2023005,2023,9,2023-11-13,Test Prep,Absent,0,TUTOR08
CYC2023005,2023,10,2023-11-20,College Planning,Present,2,TUTOR10
CYC2023005,2023,11,2023-11-27,Test Prep,Absent,0,TUTOR01
CYC2023005,2023,12,2023-12-04,College Planning,Present,2,TUTOR07
CYC2023005,2023,13,2023-12-11,College Planning,Excused,0,TUTOR11
CYC2023005,2023,14,2023-12-18,Tutoring,Present,3,TUTOR01
CYC2023005,2023,15,2023-12-25,Financial Literacy,Absent,0,TUTOR02
CYC2023005,2023,16,2024-01-01,Career Exploration,Absent,0,TUTOR12
CYC2023005,2023,17,2024-01-08,Career Exploration,Present,2,TUTOR01
CYC2023005,2023,18,2024-01-15,Career Exploration,Present,2,TUTOR03
CYC2023005,2023,19,2024-01-22,Test Prep,Present,2.5,TUTOR07
CYC2023005,2023,20,2024-01-29,Financial Literacy,Present,2.5,TUTOR12
CYC2023005,2023,21,2024-02-05,Test Prep,Present,1.5,TUTOR11
CYC2023005,2023,22,2024-02-12,Financial Literacy,Present,2.5,TUTOR07
CYC2023005,2023,23,2024-02-19,Test Prep,Present,2.5,TUTOR06
CYC2023005,2023,24,2024-02-26,Tutoring,Absent,0,TUTOR09
CYC2023005,2023,25,2024-03-04,Tutoring,Present,1.5,TUTOR02
CYC2023005,2023,26,2024-03-11,Tutoring,Present,2.5,TUTOR07
CYC2023005,2023,27,2024-03-18,College Planning,Present,2.5,TUTOR01
CYC2023005,2023,28,2024-03-25,Leadership,Present,2.5,TUTOR07
CYC2023005,2023,29,2024-04-01,Study Skills,Present,2,TUTOR03
CYC2023005,2023,30,2024-04-08,Career Exploration,Absent,0,TUTOR09
CYC2023005,2023,31,2024-04-15,Tutoring,Present,1.5,TUTOR02
CYC2023005,2023,32,2024-04-22,College Planning,Present,1.5,TUTOR05
CYC2023005,2023,33,2024-04-29,Study Skills,Absent,0,TUTOR09
CYC2023006,2023,1,2023-09-27,Test Prep,Absent,0,TUTOR06
CYC2023006,2023,2,2023-10-04,College Planning,Present,2,TUTOR03
CYC2023006,2023,3,2023-10-11,College Planning,Present,3,TUTOR03
CYC2023006,2023,4,2023-10-18,Financial Literacy,Present,2.5,TUTOR02
CYC2023006,2023,5,2023-10-25,Tutoring,Present,2,TUTOR09
CYC2023006,2023,6,2023-11-01,Career Exploration,Absent,0,TUTOR04
CYC2023006,2023,7,2023-11-08,Tutoring,Present,2,TUTOR03
CYC2023006,2023,8,2023-11-15,Tutoring,Present,2,TUTOR06
CYC2023006,2023,9,2023-11-22,Study Skills,Present,2,TUTOR03
CYC2023006,2023,10,2023-11-29,Career Exploration,Present,2.5,TUTOR02
CYC2023006,2023,11,2023-12-06,Test Prep,Present,2,TUTOR07
CYC2023006,2023,12,2023-12-13,Study Skills,Present,2,TUTOR02
CYC2023006,2023,13,2023-12-20,Tutoring,Present,2,TUTOR04
CYC2023006,2023,14,2023-12-27,College Planning,Present,2,TUTOR03
CYC2023006,2023,15,2024-01-03,Career Exploration,Present,2.5,TUTOR01
CYC2023006,2023,16,2024-01-10,College Planning,Present,2,TUTOR01
CYC2023006,2023,17,2024-01-17,Test Prep,Present,2.5,TUTOR09
CYC2023006,2023,18,2024-01-24,College Planning,Present,1.5,TUTOR01
CYC2023006,2023,19,2024-01-31,Tutoring,Present,2,TUTOR09
CYC2023006,2023,20,2024-02-07,Financial Literacy,Present,2.5,TUTOR02
CYC2023006,2023,21,2024-02-14,College Planning,Present,2,TUTOR09
CYC2023006,2023,22,2024-02-21,Career Exploration,Absent,0,TUTOR05
CYC2023006,2023,23,2024-02-28,Career Exploration,Present,1.5,TUTOR12
CYC2023006,2023,24,2024-03-06,Test Prep,Present,2,TUTOR12
CYC2023006,2023,25,2024-03-13,Test Prep,Absent,0,TUTOR06
CYC2023006,2023,26,2024-03-20,Career Exploration,Excused,0,TUTOR04
CYC2023006,2023,27,2024-03-27,College Planning,Present,1.5,TUTOR05
CYC2023006,2023,28,2024-04-03,Tutoring,Absent,0,TUTOR11
CYC2023006,2023,29,2024-04-10,Career Exploration,Present,3,TUTOR06
CYC2023006,2023,30,2024-04-17,Tutoring,Present,2,TUTOR07
CYC2023006,2023,31,2024-04-24,Test Prep,Present,2.5,TUTOR12
CYC2023006,2023,32,2024-05-01,Test Prep,Present,2.5,TUTOR02
CYC2023006,2023,33,2024-05-08,College Planning,Absent,0,TUTOR02
CYC2023006,2023,34,2024-05-15,Financial Literacy,Present,2,TUTOR06
CYC2023007,2023,1,2023-10-06,Test Prep,Present,2.5,TUTOR04
CYC2023007,2023,2,2023-10-13,Tutoring,Present,1.5,TUTOR09
CYC2023007,2023,3,2023-10-20,Career Exploration,Present,1.5,TUTOR12
CYC2023007,2023,4,2023-10-27,Career Exploration,Present,1.5,TUTOR06
CYC2023007,2023,5,2023-11-03,College Planning,Absent,0,TUTOR01
CYC2023007,2023,6,2023-11-10,Career Exploration,Present,2,TUTOR11
CYC2023007,2023,7,2023-11-17,Tutoring,Present,2,TUTOR05
CYC2023007,2023,8,2023-11-24,Career Exploration,Absent,0,TUTOR11
CYC2023007,2023,9,2023-12-01,Financial Literacy,Present,2.5,TUTOR01
CYC2023007,2023,10,2023-12-08,College Planning,Present,2,TUTOR08
CYC2023007,2023,11,2023-12-15,Test Prep,Present,2,TUTOR07
CYC2023007,2023,12,2023-12-22,Test Prep,Present,2,TUTOR01
CYC2023007,2023,13,2023-12-29,College Planning,Present,2,TUTOR09
CYC2023007,2023,14,2024-01-05,Financial Literacy,Present,2,TUTOR10
CYC2023007,2023,15,2024-01-12,Career Exploration,Present,3,TUTOR10
CYC2023007,2023,16,2024-01-19,College Planning,Absent,0,TUTOR04
CYC2023007,2023,17,2024-01-26,Tutoring,Present,3,TUTOR02
CYC2023007,2023,18,2024-02-02,Leadership,Absent,0,TUTOR08
CYC2023007,2023,19,2024-02-09,Financial Literacy,Present,1.5,TUTOR01
CYC2023007,2023,20,2024-02-16,Leadership,Present,1.5,TUTOR11
CYC2023007,2023,21,2024-02-23,Test Prep,Present,2,TUTOR08
CYC2023007,2023,22,2024-03-01,Study Skills,Absent,0,TUTOR12
CYC2023007,2023,23,2024-03-08,Tutoring,Present,3,TUTOR02
CYC2023007,2023,24,2024-03-15,Financial Literacy,Absent,0,TUTOR09
CYC2023007,2023,25,2024-03-22,Financial Literacy,Absent,0,TUTOR11
CYC2023007,2023,26,2024-03-29,Financial Literacy,Present,2,TUTOR12
CYC2023007,2023,27,2024-04-05,Test Prep,Present,3,TUTOR09
CYC2023007,2023,28,2024-04-12,Test Prep,Present,1.5,TUTOR02
CYC2023007,2023,29,2024-04-19,Study Skills,Excused,0,TUTOR08
CYC2023008,2023,1,2023-09-30,Leadership,Present,2.5,TUTOR12
CYC2023008,2023,2,2023-10-07,Study Skills,Present,2.5,TUTOR11
CYC2023008,2023,3,2023-10-14,Tutoring,Absent,0,TUTOR09
CYC2023008,2023,4,2023-10-21,Financial Literacy,Present,1.5,TUTOR05
CYC2023008,2023,5,2023-10-28,Test Prep,Present,2,TUTOR09
CYC2023008,2023,6,2023-11-04,Career Exploration,Excused,0,TUTOR07
CYC2023008,2023,7,2023-11-11,Test Prep,Present,1.5,TUTOR04
CYC2023008,2023,8,2023-11-18,Test Prep,Absent,0,TUTOR04
CYC2023008,2023,9,2023-11-25,Financial Literacy,Absent,0,TUTOR05
CYC2023008,2023,10,2023-12-02,Tutoring,Present,2,TUTOR02
CYC2023008,2023,11,2023-12-09,College Planning,Present,2.5,TUTOR02
CYC2023008,2023,12,2023-12-16,Study Skills,Present,1.5,TUTOR08
CYC2023008,2023,13,2023-12-23,Test Prep,Present,2.5,TUTOR10
CYC2023008,2023,14,2023-12-30,College Planning,Present,2.5,TUTOR12
CYC2023008,2023,15,2024-01-06,Leadership,Absent,0,TUTOR07
CYC2023008,2023,16,2024-01-13,Career Exploration,Present,2,TUTOR04
CYC2023008,2023,17,2024-01-20,Leadership,Present,2,TUTOR02
CYC2023008,2023,18,2024-01-27,Test Prep,Absent,0,TUTOR11
CYC2023008,2023,19,2024-02-03,Financial Literacy,Present,2.5,TUTOR09
CYC2023008,2023,20,2024-02-10,Financial Literacy,Absent,0,TUTOR08
CYC2023008,2023,21,2024-02-17,Test Prep,Present,2.5,TUTOR04
CYC2023008,2023,22,2024-02-24,Study Skills,Present,2,TUTOR04
CYC2023008,2023,23,2024-03-02,Leadership,Excused,0,TUTOR11
CYC2023008,2023,24,2024-03-09,Leadership,Present,3,TUTOR06
CYC2023008,2023,25,2024-03-16,Financial Literacy,Present,2,TUTOR02
CYC2023008,2023,26,2024-03-23,Test Prep,Present,2,TUTOR01
CYC2023008,2023,27,2024-03-30,Tutoring,Absent,0,TUTOR10
CYC2023008,2023,28,2024-04-06,Study Skills,Present,2,TUTOR02
CYC2023008,2023,29,2024-04-13,Test Prep,Present,2,TUTOR09
CYC2023008,2023,30,2024-04-20,Financial Literacy,Absent,0,TUTOR11
CYC2023008,2023,31,2024-04-27,Tutoring,Present,2,TUTOR03
CYC2023008,2023,32,2024-05-04,Financial Literacy,Present,2.5,TUTOR12
CYC2023008,2023,33,2024-05-11,Tutoring,Present,3,TUTOR06
CYC2023008,2023,34,2024-05-18,Leadership,Present,2,TUTOR07
CYC2023009,2023,1,2023-09-04,Career Exploration,Present,2,TUTOR07
CYC2023009,2023,2,2023-09-11,Tutoring,Excused,0,TUTOR09
CYC2023009,2023,3,2023-09-18,Test Prep,Present,1.5,TUTOR05
CYC2023009,2023,4,2023-09-25,Test Prep,Present,1.5,TUTOR09
CYC2023009,2023,5,2023-10-02,Leadership,Present,2.5,TUTOR09
CYC2023009,2023,6,2023-10-09,Study Skills,Present,2,TUTOR08
CYC2023009,2023,7,2023-10-16,Leadership,Absent,0,TUTOR06
CYC2023009,2023,8,2023-10-23,Tutoring,Present,2.5,TUTOR07
CYC2023009,2023,9,2023-10-30,Career Exploration,Present,2,TUTOR03
CYC2023009,2023,10,2023-11-06,Tutoring,Absent,0,TUTOR11
CYC2023009,2023,11,2023-11-13,Test Prep,Present,2,TUTOR04
CYC2023009,2023,12,2023-11-20,College Planning,Present,2.5,TUTOR09
CYC2023009,2023,13,2023-11-27,Tutoring,Present,2,TUTOR10
CYC2023009,2023,14,2023-12-04,Leadership,Present,2.5,TUTOR10
CYC2023009,2023,15,2023-12-11,Leadership,Present,2,TUTOR10
CYC2023009,2023,16,2023-12-18,Tutoring,Absent,0,TUTOR05
CYC2023009,2023,17,2023-12-25,Tutoring,Present,2.5,TUTOR01
CYC2023009,2023,18,2024-01-01,Study Skills,Absent,0,TUTOR02
CYC2023009,2023,19,2024-01-08,College Planning,Present,1.5,TUTOR11
CYC2023009,2023,20,2024-01-15,Test Prep,Present,1.5,TUTOR09
CYC2023009,2023,21,2024-01-22,Tutoring,Present,3,TUTOR04
CYC2023009,2023,22,2024-01-29,Tutoring,Present,2.5,TUTOR10
CYC2023009,2023,23,2024-02-05,Leadership,Present,2,TUTOR05
CYC2023009,2023,24,2024-02-12,Financial Literacy,Present,2,TUTOR08
CYC2023009,2023,25,2024-02-19,Test Prep,Present,2,TUTOR01
CYC2023009,2023,26,2024-02-26,Tutoring,Present,2,TUTOR03
CYC2023009,2023,27,2024-03-04,Tutoring,Present,2,TUTOR05
CYC2023009,2023,28,2024-03-11,Test Prep,Present,2,TUTOR10
CYC2023009,2023,29,2024-03-18,Study Skills,Absent,0,TUTOR06
CYC2023009,2023,30,2024-03-25,Financial Literacy,Absent,0,TUTOR02
CYC2023010,2023,1,2023-10-02,Test Prep,Present,2,TUTOR09
CYC2023010,2023,2,2023-10-09,Financial Literacy,Present,3,TUTOR11
CYC2023010,2023,3,2023-10-16,Leadership,Present,2.5,TUTOR05
CYC2023010,2023,4,2023-10-23,College Planning,Present,2.5,TUTOR03
CYC2023010,2023,5,2023-10-30,Financial Literacy,Excused,0,TUTOR12
CYC2023010,2023,6,2023-11-06,Tutoring,Present,3,TUTOR12
CYC2023010,2023,7,2023-11-13,Financial Literacy,Absent,0,TUTOR11
CYC2023010,2023,8,2023-11-20,Financial Literacy,Present,2,TUTOR07
CYC2023010,2023,9,2023-11-27,Financial Literacy,Present,1.5,TUTOR10
CYC2023010,2023,10,2023-12-04,Leadership,Present,2,TUTOR08
CYC2023010,2023,11,2023-12-11,Financial Literacy,Excused,0,TUTOR05
CYC2023010,2023,12,2023-12-18,Leadership,Absent,0,TUTOR10
CYC2023010,2023,13,2023-12-25,Tutoring,Present,2,TUTOR08
CYC2023010,2023,14,2024-01-01,Test Prep,Present,2,TUTOR02
CYC2023010,2023,15,2024-01-08,College Planning,Present,2.5,TUTOR12
CYC2023010,2023,16,2024-01-15,Test Prep,Present,2.5,TUTOR09
CYC2023010,2023,17,2024-01-22,College Planning,Present,1.5,TUTOR02
CYC2023010,2023,18,2024-01-29,College Planning,Present,1.5,TUTOR12
CYC2023010,2023,19,2024-02-05,Career Exploration,Present,1.5,TUTOR04
CYC2023010,2023,20,2024-02-12,Leadership,Present,1.5,TUTOR08
CYC2023010,2023,21,2024-02-19,Career Exploration,Present,2,TUTOR09
CYC2023010,2023,22,2024-02-26,Financial Literacy,Present,2.5,TUTOR04
CYC2023010,2023,23,2024-03-04,Financial Literacy,Present,3,TUTOR08
CYC2023010,2023,24,2024-03-11,Tutoring,Absent,0,TUTOR10
CYC2023010,2023,25,2024-03-18,Test Prep,Present,2,TUTOR01
CYC2023010,2023,26,2024-03-25,College Planning,Present,1.5,TUTOR01
CYC2023010,2023,27,2024-04-01,College Planning,Present,2.5,TUTOR07
CYC2023010,2023,28,2024-04-08,Test Prep,Present,2,TUTOR12
CYC2023010,2023,29,2024-04-15,Career Exploration,Present,2,TUTOR05
CYC2023011,2023,1,2023-09-15,Tutoring,Absent,0,TUTOR07
CYC2023011,2023,2,2023-09-22,Leadership,Absent,0,TUTOR10
CYC2023011,2023,3,2023-09-29,Study Skills,Absent,0,TUTOR02
CYC2023011,2023,4,2023-10-06,Study Skills,Present,2,TUTOR11
CYC2023011,2023,5,2023-10-13,Financial Literacy,Present,2.5,TUTOR03
CYC2023011,2023,6,2023-10-20,Test Prep,Absent,0,TUTOR03
CYC2023011,2023,7,2023-10-27,College Planning,Absent,0,TUTOR02
CYC2023011,2023,8,2023-11-03,Career Exploration,Absent,0,TUTOR08
CYC2023011,2023,9,2023-11-10,Tutoring,Present,2,TUTOR12
CYC2023011,2023,10,2023-11-17,Study Skills,Absent,0,TUTOR05
CYC2023011,2023,11,2023-11-24,Test Prep,Absent,0,TUTOR05
CYC2023011,2023,12,2023-12-01,Financial Literacy,Present,2.5,TUTOR08
CYC2023011,2023,13,2023-12-08,Tutoring,Present,3,TUTOR09
CYC2023011,2023,14,2023-12-15,Tutoring,Present,2.5,TUTOR12
CYC2023011,2023,15,2023-12-22,Study Skills,Present,1.5,TUTOR12
CYC2023011,2023,16,2023-12-29,College Planning,Absent,0,TUTOR12
CYC2023011,2023,17,2024-01-05,Career Exploration,Present,2.5,TUTOR11
CYC2023011,2023,18,2024-01-12,Financial Literacy,Present,3,TUTOR01
CYC2023011,2023,19,2024-01-19,Leadership,Present,2.5,TUTOR09
CYC2023011,2023,20,2024-01-26,Leadership,Present,2,TUTOR09
CYC2023011,2023,21,2024-02-02,Tutoring,Present,2,TUTOR09
CYC2023011,2023,22,2024-02-09,Leadership,Present,2,TUTOR05
CYC2023011,2023,23,2024-02-16,Leadership,Absent,0,TUTOR10
CYC2023011,2023,24,2024-02-23,Financial Literacy,Present,2,TUTOR09
CYC2023011,2023,25,2024-03-01,College Planning,Present,1.5,TUTOR10
CYC2023011,2023,26,2024-03-08,Tutoring,Absent,0,TUTOR11
CYC2023011,2023,27,2024-03-15,Financial Literacy,Absent,0,TUTOR08
CYC2023011,2023,28,2024-03-22,College Planning,Present,3,TUTOR11
CYC2023011,2023,29,2024-03-29,Career Exploration,Present,2.5,TUTOR03
CYC2023012,2023,1,2023-09-07,Study Skills,Absent,0,TUTOR02
CYC2023012,2023,2,2023-09-14,Tutoring,Present,2.5,TUTOR03
CYC2023012,2023,3,2023-09-21,Test Prep,Absent,0,TUTOR10
CYC2023012,2023,4,2023-09-28,Career Exploration,Present,2.5,TUTOR04
CYC2023012,2023,5,2023-10-05,Financial Literacy,Present,2.5,TUTOR04
CYC2023012,2023,6,2023-10-12,Financial Literacy,Absent,0,TUTOR07
CYC2023012,2023,7,2023-10-19,Tutoring,Present,1.5,TUTOR06
CYC2023012,2023,8,2023-10-26,Tutoring,Present,3,TUTOR02
CYC2023012,2023,9,2023-11-02,Career Exploration,Absent,0,TUTOR08
CYC2023012,2023,10,2023-11-09,College Planning,Excused,0,TUTOR11
CYC2023012,2023,11,2023-11-16,College Planning,Absent,0,TUTOR12
CYC2023012,2023,12,2023-11-23,Leadership,Absent,0,TUTOR11
CYC2023012,2023,13,2023-11-30,Test Prep,Present,3,TUTOR02
CYC2023012,2023,14,2023-12-07,Tutoring,Present,2,TUTOR01
CYC2023012,2023,15,2023-12-14,Financial Literacy,Absent,0,TUTOR11
CYC2023012,2023,16,2023-12-21,Study Skills,Absent,0,TUTOR03
CYC2023012,2023,17,2023-12-28,Financial Literacy,Present,2,TUTOR02
CYC2023012,2023,18,2024-01-04,Test Prep,Present,2,TUTOR04
CYC2023012,2023,19,2024-01-11,Tutoring,Present,2.5,TUTOR02
CYC2023012,2023,20,2024-01-18,Leadership,Present,2,TUTOR09
CYC2023012,2023,21,2024-01-25,Test Prep,Present,2,TUTOR08
CYC2023012,2023,22,2024-02-01,Tutoring,Present,2.5,TUTOR11
