participant_id,cohort_year,survey_date,age_at_enrollment,grade_level,race_ethnicity,gender,high_school,title_1_school,family_income_range,household_size,first_generation_college,program_track,transportation_barrier,childcare_needs,act_composite_pre,act_english_pre,act_math_pre,act_reading_pre,act_science_pre,sat_total_pre,sat_math_pre,sat_verbal_pre,gpa_pre,college_readiness_self_rating,study_hours_per_week,career_confidence_rating,academic_support_at_home,technology_access,post_secondary_plan
CYC2022030,2022,2022-10-29,17,12th,Native American,Female,Mallard Creek High School,No,"$60,000-$79,999",4,No,Dual Track,No,No,19,17,16,19,20,710,350,360,2.96,7,6,7,Limited,No reliable access,Community college
CYC2022031,2022,2022-09-16,17,12th,Black or African American,Male,Hopewell High School,Yes,"Under $25,000",3,Yes,Intensive Support,No,No,22,25,19,23,24,840,410,430,3.27,4,10,4,None,Limited access,Community college
CYC2022032,2022,2022-10-18,16,10th,Hispanic/Latino,Female,Mallard Creek High School,Yes,"$25,000-$39,999",3,Yes,College Prep,No,No,22,23,19,23,19,650,320,330,2.19,4,3,3,None,Limited access,4-year college
CYC2022033,2022,2022-09-10,18,12th,Black or African American,Female,Charlotte Catholic High School,No,"Under $25,000",2,No,College Prep,No,No,24,23,20,24,23,850,400,450,2,1,5,4,None,Limited access,Work
CYC2022034,2022,2022-08-30,17,11th,Black or African American,Female,West Charlotte High School,Yes,"$25,000-$39,999",4,Yes,Career Readiness,Yes,N/A,14,11,13,12,16,850,460,390,3.12,10,5,2,Moderate,Good access,Community college
CYC2022035,2022,2022-10-10,16,11th,Asian,Male,North Mecklenburg High School,Yes,"Under $25,000",6,No,College Prep,No,Yes,19,20,20,20,22,1070,520,550,2.1,3,0,5,None,Limited access,Community college
CYC2022036,2022,2022-10-14,17,12th,White,Female,East Mecklenburg High School,Yes,"$40,000-$59,999",4,Yes,Intensive Support,No,N/A,17,20,15,18,14,1050,520,530,2.37,2,10,1,Moderate,Limited access,Community college
CYC2022037,2022,2022-09-27,17,11th,Black or African American,Male,South Mecklenburg High School,Yes,"$25,000-$39,999",4,Yes,Career Readiness,No,N/A,20,18,21,18,21,1200,640,560,2.29,7,9,6,Limited,Good access,4-year college
CYC2022038,2022,2022-10-02,16,11th,Hispanic/Latino,Female,Independence High School,No,"$40,000-$59,999",3,No,Dual Track,Yes,Yes,28,27,24,26,29,1030,520,510,2.45,9,5,7,Limited,Limited access,Trade school
CYC2022039,2022,2022-10-01,17,11th,Multiracial,Female,Providence High School,Yes,"$40,000-$59,999",3,Yes,Intensive Support,No,No,21,21,20,19,19,700,370,330,1.93,2,9,1,None,No reliable access,Work
CYC2022040,2022,2022-10-23,17,11th,Black or African American,Male,South Mecklenburg High School,Yes,"$25,000-$39,999",7,Yes,Dual Track,No,No,19,21,17,21,16,850,440,410,3.73,5,5,2,Moderate,No reliable access,Community college
CYC2022041,2022,2022-10-16,15,10th,White,Female,East Mecklenburg High School,No,"Under $25,000",4,Yes,Dual Track,No,No,15,16,14,17,13,1170,590,580,2.71,3,4,10,Limited,Limited access,Work
CYC2022042,2022,2022-10-24,15,9th,Asian,Male,Olympic High School,Yes,"$40,000-$59,999",5,Yes,College Prep,Yes,No,20,23,21,23,21,950,470,480,2.69,5,6,2,Strong,Good access,Work
CYC2022043,2022,2022-10-18,16,10th,Black or African American,Female,Rocky River High School,Yes,"$25,000-$39,999",3,Yes,Career Readiness,No,Yes,26,26,22,30,28,1230,590,640,2.21,9,14,5,Moderate,Limited access,4-year college
CYC2022044,2022,2022-10-10,17,12th,Black or African American,Male,Ardrey Kell High School,Yes,"$25,000-$39,999",8,Yes,College Prep,No,Yes,21,20,21,22,20,1020,540,480,2.78,2,6,4,None,No reliable access,Community college
CYC2022045,2022,2022-10-07,15,10th,Black or African American,Female,Garinger High School,No,"$25,000-$39,999",4,Yes,Intensive Support,Yes,No,18,21,15,16,18,990,480,510,3.22,9,5,6,Strong,No reliable access,Community college
CYC2022046,2022,2022-10-03,18,12th,Black or African American,Female,Providence High School,Yes,"$60,000-$79,999",4,Yes,Dual Track,Yes,N/A,17,14,19,21,15,1030,560,470,1.89,2,1,7,Moderate,Good access,4-year college
CYC2022047,2022,2022-09-29,17,11th,Black or African American,Female,Olympic High School,Yes,"$25,000-$39,999",3,Yes,College Prep,Yes,No,19,20,19,21,21,1230,580,650,1.87,1,8,5,None,No reliable access,Work
CYC2022048,2022,2022-08-19,18,12th,White,Male,Julius Chambers High School,Yes,"$25,000-$39,999",3,Yes,Dual Track,No,No,16,19,15,19,17,850,440,410,2.15,1,7,4,Moderate,Limited access,Community college
CYC2022049,2022,2022-09-16,16,11th,Black or African American,Female,North Mecklenburg High School,No,"$40,000-$59,999",6,Yes,Dual Track,No,N/A,18,15,17,22,15,680,330,350,2.35,7,5,5,Limited,No reliable access,Military
CYC2022050,2022,2022-08-17,18,12th,Black or African American,Female,South Mecklenburg High School,Yes,"$25,000-$39,999",5,Yes,Career Readiness,No,Yes,18,16,14,16,17,900,450,450,3.15,8,7,5,Limited,Good access,Undecided
CYC2022051,2022,2022-10-02,16,11th,Asian,Male,North Mecklenburg High School,Yes,"$60,000-$79,999",5,Yes,College Prep,No,No,19,22,17,19,22,1120,510,610,2.9,3,6,5,Limited,Good access,Trade school
CYC2022052,2022,2022-09-02,17,12th,White,Female,Charlotte Catholic High School,Yes,"$25,000-$39,999",7,Yes,College Prep,Yes,No,16,15,18,17,14,1240,640,600,2.76,2,7,4,Moderate,Good access,4-year college
CYC2022053,2022,2022-10-01,16,11th,Hispanic/Latino,Non-binary,Julius Chambers High School,Yes,"$60,000-$79,999",4,No,College Prep,No,No,20,22,22,18,20,850,450,400,2.27,3,5,8,None,Good access,4-year college
CYC2022054,2022,2022-09-23,17,11th,Black or African American,Male,Mallard Creek High School,Yes,"Under $25,000",3,Yes,Intensive Support,No,No,18,19,14,16,15,1270,580,690,2.75,9,5,2,None,No reliable access,Undecided
CYC2022055,2022,2022-09-26,17,12th,Black or African American,Female,Myers Park High School,Yes,"Under $25,000",4,Yes,Dual Track,Yes,No,19,17,19,17,21,800,380,420,2.6,5,7,7,Limited,Limited access,4-year college
CYC2022056,2022,2022-09-09,15,10th,Asian,Female,West Charlotte High School,No,"$40,000-$59,999",3,No,College Prep,No,No,13,10,13,12,16,1310,660,650,1.71,2,15,6,Moderate,Limited access,Community college
CYC2022057,2022,2022-09-02,17,12th,White,Female,West Charlotte High School,Yes,"$100,000+",3,Yes,College Prep,No,N/A,16,16,18,16,13,1110,590,520,2.93,4,14,1,Moderate,Limited access,Work
CYC2022058,2022,2022-09-28,17,12th,Hispanic/Latino,Female,North Mecklenburg High School,Yes,"$80,000-$99,999",5,Yes,Dual Track,No,No,15,14,16,14,14,920,450,470,3.08,4,8,1,None,Good access,Community college
CYC2022059,2022,2022-09-01,16,11th,Black or African American,Male,Olympic High School,Yes,"Under $25,000",1,Yes,College Prep,No,No,20,20,17,22,21,1340,690,650,2.27,2,10,4,Limited,Limited access,4-year college
CYC2022060,2022,2022-09-05,18,12th,Black or African American,Male,Hopewell High School,No,"$40,000-$59,999",5,Yes,College Prep,No,N/A,18,19,16,19,21,1310,660,650,2.92,6,7,2,Strong,Limited access,4-year college
CYC2022061,2022,2022-09-30,18,12th,White,Male,Rocky River High School,No,"$60,000-$79,999",7,Yes,Career Readiness,No,N/A,18,17,14,22,18,1160,620,540,2.5,7,15,6,None,Limited access,4-year college
CYC2022062,2022,2022-09-26,17,12th,Black or African American,Female,West Charlotte High School,Yes,"Under $25,000",5,Yes,Career Readiness,No,N/A,23,25,24,24,26,1090,580,510,3.44,5,10,6,None,Limited access,Work
CYC2022063,2022,2022-10-26,15,10th,Asian,Male,Rocky River High School,No,"$80,000-$99,999",4,Yes,Intensive Support,No,No,23,23,19,24,26,800,390,410,1.25,10,16,7,Limited,Good access,Community college
CYC2022064,2022,2022-09-04,14,9th,White,Female,West Charlotte High School,No,"$40,000-$59,999",5,Yes,Career Readiness,No,No,24,23,23,22,26,1250,670,580,1,9,8,3,None,No reliable access,Military
CYC2022065,2022,2022-10-11,18,12th,Black or African American,Female,North Mecklenburg High School,No,"Under $25,000",4,Yes,Career Readiness,No,No,16,14,13,20,14,790,400,390,2.64,2,0,9,Moderate,Good access,Trade school
CYC2022066,2022,2022-10-04,16,11th,Black or African American,Female,Vance High School,Yes,"$100,000+",5,Yes,College Prep,No,No,14,13,14,15,15,990,530,460,1.98,3,0,8,Limited,Limited access,4-year college
CYC2022067,2022,2022-09-22,16,11th,Hispanic/Latino,Male,Hopewell High School,Yes,"Under $25,000",3,Yes,Career Readiness,Yes,No,13,11,14,12,14,1020,460,560,1.03,10,1,6,None,Good access,Community college
CYC2022068,2022,2022-10-22,16,10th,White,Male,Harding University High School,No,"$80,000-$99,999",6,Yes,College Prep,Yes,No,23,22,19,21,25,740,360,380,1.82,6,8,2,None,No reliable access,Trade school
CYC2022069,2022,2022-10-15,17,11th,White,Female,Harding University High School,Yes,"$80,000-$99,999",3,Yes,College Prep,No,No,12,9,10,14,12,760,400,360,2.85,4,1,5,Moderate,Limited access,Trade school
CYC2022070,2022,2022-10-08,16,11th,Black or African American,Male,Butler High School,No,"Under $25,000",3,Yes,Dual Track,No,Yes,21,24,17,22,19,920,480,440,3.32,5,12,8,Limited,Limited access,Military
CYC2022071,2022,2022-09-23,15,9th,Hispanic/Latino,Male,Garinger High School,No,"Under $25,000",8,No,Career Readiness,Yes,No,16,14,13,19,16,1190,650,540,3.21,4,13,1,Strong,Limited access,Trade school
CYC2022072,2022,2022-09-22,15,9th,White,Female,Julius Chambers High School,No,"$40,000-$59,999",2,Yes,College Prep,No,No,25,22,22,23,22,1130,590,540,1.95,7,6,2,Moderate,Good access,4-year college
CYC2022073,2022,2022-10-17,17,12th,White,Male,Butler High School,Yes,"$40,000-$59,999",2,Yes,Dual Track,No,No,26,23,22,28,28,910,470,440,2.2,7,7,1,None,No reliable access,4-year college
CYC2022074,2022,2022-09-21,16,10th,Asian,Female,South Mecklenburg High School,Yes,"Under $25,000",6,Yes,Intensive Support,Yes,No,16,18,12,18,17,930,510,420,2.36,8,9,2,Limited,Limited access,Community college
CYC2022075,2022,2022-10-25,16,11th,Multiracial,Male,Julius Chambers High School,No,"Under $25,000",4,Yes,Career Readiness,No,No,18,20,15,17,17,940,440,500,2.46,8,3,2,Limited,Limited access,Community college
CYC2022076,2022,2022-10-11,16,11th,Hispanic/Latino,Male,Mallard Creek High School,Yes,"Under $25,000",3,No,Career Readiness,Yes,No,17,14,19,18,17,770,370,400,1.43,9,11,3,None,Good access,Community college
CYC2022077,2022,2022-09-03,18,12th,White,Female,Myers Park High School,Yes,"$40,000-$59,999",5,Yes,College Prep,No,N/A,19,20,18,21,17,1180,580,600,1.9,4,10,3,Moderate,Good access,4-year college
CYC2022078,2022,2022-10-28,14,9th,Hispanic/Latino,Female,North Mecklenburg High School,No,"Under $25,000",4,Yes,Dual Track,No,No,17,14,19,17,14,930,480,450,2.89,5,0,3,Limited,No reliable access,Military
CYC2022079,2022,2022-08-21,15,10th,Hispanic/Latino,Female,Charlotte Catholic High School,Yes,"$40,000-$59,999",6,Yes,College Prep,No,No,15,15,14,18,14,1330,680,650,2.41,1,7,7,Limited,Good access,4-year college
CYC2022080,2022,2022-09-19,16,11th,Hispanic/Latino,Female,Mallard Creek High School,No,"Under $25,000",2,Yes,College Prep,Yes,No,10,12,8,11,8,610,290,320,2.21,3,1,1,None,Limited access,4-year college
CYC2022081,2022,2022-09-05,18,12th,Hispanic/Latino,Female,South Mecklenburg High School,No,"$60,000-$79,999",3,Yes,Intensive Support,No,Yes,22,24,24,23,24,860,450,410,1.8,7,5,4,Limited,Limited access,4-year college
CYC2022082,2022,2022-09-18,18,12th,Asian,Male,West Charlotte High School,No,"$40,000-$59,999",2,Yes,Career Readiness,Yes,No,25,27,25,26,25,750,370,380,2.34,8,8,3,Moderate,Good access,4-year college
CYC2022083,2022,2022-09-14,16,11th,Black or African American,Female,Harding University High School,Yes,"$25,000-$39,999",2,No,Career Readiness,Yes,No,19,20,15,21,19,1090,500,590,2.57,3,1,1,None,No reliable access,Military
CYC2022084,2022,2022-09-14,16,11th,Hispanic/Latino,Male,Myers Park High School,No,"Under $25,000",3,Yes,Dual Track,Yes,N/A,19,17,16,20,22,1180,570,610,3.17,7,0,3,Strong,Good access,4-year college
CYC2022085,2022,2022-10-11,18,12th,Black or African American,Female,Harding University High School,Yes,"Under $25,000",3,No,Dual Track,No,No,20,18,21,23,18,590,270,320,2.89,10,4,2,Limited,Good access,Trade school
CYC2022086,2022,2022-08-29,15,9th,Native American,Female,Harding University High School,Yes,"$60,000-$79,999",5,Yes,College Prep,Yes,Yes,17,20,13,16,15,1030,480,550,3.85,4,5,7,Moderate,Limited access,Community college
CYC2022087,2022,2022-08-28,16,11th,Hispanic/Latino,Female,Garinger High School,Yes,"$60,000-$79,999",5,No,Dual Track,Yes,N/A,19,16,17,19,19,820,430,390,2.2,1,5,1,Moderate,Limited access,Trade school
CYC2022088,2022,2022-10-18,15,9th,White,Female,Mallard Creek High School,Yes,"$40,000-$59,999",1,Yes,College Prep,No,No,17,15,16,20,19,780,430,350,3.67,1,3,3,Limited,Limited access,4-year college
CYC2022089,2022,2022-10-03,17,12th,Black or African American,Female,Ardrey Kell High School,No,"$100,000+",3,Yes,College Prep,No,No,19,22,21,22,20,1160,580,580,2,2,11,10,Moderate,Good access,Work
CYC2022090,2022,2022-09-11,16,11th,Black or African American,Male,Vance High School,Yes,"Under $25,000",5,Yes,College Prep,Yes,No,21,18,17,25,22,750,400,350,2.6,9,6,3,Limited,Good access,4-year college
CYC2022091,2022,2022-09-29,17,12th,Black or African American,Male,West Charlotte High School,No,"$40,000-$59,999",3,Yes,College Prep,No,No,21,24,23,21,18,1060,500,560,2.89,10,7,7,Limited,Limited access,4-year college
CYC2022092,2022,2022-10-19,16,11th,Black or African American,Female,West Charlotte High School,Yes,"Under $25,000",1,No,Career Readiness,No,No,22,20,24,25,19,1070,580,490,2.56,3,5,4,Limited,Limited access,4-year college
CYC2022093,2022,2022-08-29,16,11th,White,Female,Ardrey Kell High School,No,"$25,000-$39,999",3,Yes,Career Readiness,Yes,N/A,20,18,22,19,22,840,440,400,1.24,6,0,5,Limited,Limited access,Community college
CYC2022094,2022,2022-09-23,15,10th,Hispanic/Latino,Male,West Charlotte High School,Yes,"Under $25,000",2,Yes,College Prep,Yes,No,16,17,14,20,16,670,360,310,2.23,2,8,3,Moderate,Limited access,Work
CYC2022095,2022,2022-08-31,18,12th,White,Female,Garinger High School,Yes,"$25,000-$39,999",2,No,College Prep,Yes,No,21,20,18,22,20,950,500,450,2.55,6,2,1,Strong,Good access,Community college
CYC2022096,2022,2022-10-10,16,11th,White,Female,Harding University High School,Yes,"$25,000-$39,999",2,No,College Prep,No,No,22,19,22,26,20,1130,600,530,2.3,1,4,2,Moderate,Good access,Military
CYC2022097,2022,2022-09-15,17,12th,Black or African American,Male,Rocky River High School,No,"$40,000-$59,999",3,No,Dual Track,No,Yes,16,18,13,16,13,970,500,470,2.65,10,0,3,Limited,Limited access,Work
CYC2022098,2022,2022-08-31,15,10th,Black or African American,Male,Butler High School,No,"$60,000-$79,999",4,Yes,College Prep,No,No,23,20,25,22,25,1030,510,520,2.72,5,14,1,Limited,Limited access,Community college
CYC2022099,2022,2022-10-06,15,9th,Black or African American,Male,Charlotte Catholic High School,Yes,"$40,000-$59,999",2,Yes,Intensive Support,No,No,23,23,24,27,24,850,460,390,2.06,9,10,3,Limited,Good access,Work
CYC2022100,2022,2022-09-28,18,12th,Black or African American,Female,Garinger High School,No,"$25,000-$39,999",5,No,College Prep,No,No,22,20,20,26,23,1080,500,580,2.09,8,9,9,Moderate,Limited access,4-year college
CYC2022101,2022,2022-08-29,16,11th,Hispanic/Latino,Female,North Mecklenburg High School,Yes,"$25,000-$39,999",3,Yes,Career Readiness,No,N/A,15,18,15,15,16,1140,610,530,2.43,10,12,3,None,Limited access,Military
CYC2022102,2022,2022-08-28,18,12th,Hispanic/Latino,Male,North Mecklenburg High School,No,"$100,000+",6,Yes,Career Readiness,No,No,18,20,18,17,21,990,530,460,2.12,10,13,1,Limited,Good access,4-year college
CYC2022103,2022,2022-10-22,17,11th,White,Male,Butler High School,Yes,"$40,000-$59,999",2,Yes,College Prep,Yes,No,18,19,17,22,15,700,370,330,2.49,5,9,3,Strong,Limited access,4-year college
CYC2022104,2022,2022-09-10,15,10th,Hispanic/Latino,Male,Harding University High School,Yes,"$60,000-$79,999",2,Yes,College Prep,No,N/A,16,19,13,15,15,780,370,410,1.36,4,7,1,Limited,Limited access,4-year college
CYC2022105,2022,2022-10-21,14,9th,Hispanic/Latino,Male,Olympic High School,No,"Under $25,000",2,Yes,College Prep,Yes,Yes,19,17,17,18,17,1020,550,470,3.44,3,12,4,Limited,Limited access,Community college
CYC2022106,2022,2022-10-03,16,11th,Hispanic/Latino,Male,Rocky River High School,Yes,"$60,000-$79,999",5,Yes,College Prep,No,Yes,11,12,10,13,14,1090,520,570,1.48,10,4,4,Limited,Limited access,4-year college
CYC2022107,2022,2022-10-09,14,9th,Hispanic/Latino,Female,Olympic High School,Yes,"Under $25,000",5,Yes,College Prep,No,Yes,15,16,14,18,17,1030,510,520,2.32,10,3,2,None,Limited access,Work
CYC2022108,2022,2022-10-08,14,9th,White,Male,Rocky River High School,No,"$25,000-$39,999",2,Yes,College Prep,No,N/A,26,23,23,24,28,1040,500,540,2.92,3,12,2,Limited,No reliable access,4-year college
CYC2022109,2022,2022-09-20,15,10th,Black or African American,Male,Mallard Creek High School,Yes,"Under $25,000",5,Yes,College Prep,No,N/A,16,16,16,18,14,950,510,440,1.04,5,11,6,Limited,Good access,4-year college
CYC2022110,2022,2022-09-24,18,12th,Black or African American,Female,Rocky River High School,Yes,"$25,000-$39,999",5,Yes,Career Readiness,Yes,Yes,12,9,8,13,13,730,390,340,2.64,7,4,3,Limited,No reliable access,4-year college
CYC2022111,2022,2022-10-26,17,11th,Black or African American,Female,Harding University High School,Yes,"$40,000-$59,999",3,Yes,College Prep,No,Yes,22,25,18,25,22,970,480,490,2.72,7,14,4,Limited,Good access,4-year college
CYC2022112,2022,2022-08-23,14,9th,Multiracial,Male,Mallard Creek High School,Yes,"$60,000-$79,999",2,Yes,Career Readiness,No,No,18,21,19,18,18,830,430,400,1.79,5,8,8,Strong,Good access,Trade school
CYC2022113,2022,2022-08-21,16,11th,Hispanic/Latino,Male,Harding University High School,Yes,"Under $25,000",6,No,College Prep,No,No,21,19,22,19,24,870,410,460,1.68,4,0,4,Moderate,No reliable access,4-year college
CYC2022114,2022,2022-08-27,15,10th,White,Female,Independence High School,Yes,"$25,000-$39,999",2,Yes,Dual Track,No,No,17,19,18,16,17,860,450,410,3.87,2,8,2,None,Limited access,4-year college
CYC2022115,2022,2022-10-18,15,9th,Black or African American,Male,Independence High School,Yes,"$40,000-$59,999",4,Yes,Dual Track,No,No,18,17,17,20,20,1160,550,610,1,6,6,5,Limited,No reliable access,Community college
CYC2022116,2022,2022-08-20,18,12th,White,Female,East Mecklenburg High School,Yes,"$60,000-$79,999",5,Yes,College Prep,Yes,Yes,18,18,14,16,20,1180,640,540,4,8,3,7,Limited,Good access,Community college
CYC2022117,2022,2022-09-21,15,9th,Hispanic/Latino,Female,Rocky River High School,No,"$40,000-$59,999",4,Yes,College Prep,Yes,N/A,20,17,20,20,23,870,420,450,2.19,7,0,2,None,Limited access,Trade school
CYC2022118,2022,2022-09-28,14,9th,Black or African American,Female,Independence High School,Yes,"$25,000-$39,999",7,No,Career Readiness,No,Yes,17,19,19,17,20,1320,620,700,1.12,8,13,4,None,Limited access,Undecided
CYC2022119,2022,2022-09-12,16,11th,White,Male,Myers Park High School,Yes,"Under $25,000",4,No,College Prep,No,No,14,14,11,16,11,1060,490,570,1.62,2,9,6,Strong,No reliable access,Community college
CYC2022120,2022,2022-08-30,16,11th,White,Male,South Mecklenburg High School,Yes,"$60,000-$79,999",3,Yes,Career Readiness,Yes,Yes,20,23,21,23,23,1170,550,620,2.06,9,14,4,Moderate,Good access,Trade school
CYC2022121,2022,2022-09-23,17,12th,Hispanic/Latino,Female,South Mecklenburg High School,No,"$40,000-$59,999",4,Yes,Dual Track,Yes,No,15,18,15,15,12,1070,580,490,3.04,6,10,5,None,Limited access,Community college
CYC2022122,2022,2022-10-22,17,12th,White,Female,South Mecklenburg High School,No,"Under $25,000",2,Yes,Career Readiness,Yes,No,22,23,24,22,24,1320,600,720,2.72,10,0,2,Strong,No reliable access,Community college
CYC2022123,2022,2022-10-08,16,10th,White,Male,Vance High School,Yes,"$40,000-$59,999",1,Yes,College Prep,No,No,19,22,19,20,17,1120,560,560,2.19,8,15,4,Moderate,Limited access,Community college
CYC2022124,2022,2022-09-22,17,12th,Black or African American,Female,Garinger High School,No,"Under $25,000",4,Yes,College Prep,No,N/A,25,23,22,29,28,1070,580,490,2.09,6,2,8,None,Limited access,Trade school
