participant_id,cohort_year,survey_date,age_at_enrollment,grade_level,race_ethnicity,gender,high_school,title_1_school,family_income_range,household_size,first_generation_college,program_track,transportation_barrier,childcare_needs,act_composite_pre,act_english_pre,act_math_pre,act_reading_pre,act_science_pre,sat_total_pre,sat_math_pre,sat_verbal_pre,gpa_pre,college_readiness_self_rating,study_hours_per_week,career_confidence_rating,academic_support_at_home,technology_access,post_secondary_plan
CYC2019023,2019,2019-09-27,16,11th,White,Female,Ardrey Kell High School,Yes,"$40,000-$59,999",3,No,College Prep,Yes,No,21,22,22,21,23,960,490,470,3.19,7,12,7,Moderate,Limited access,4-year college
CYC2019024,2019,2019-09-23,16,11th,Asian,Male,Vance High School,No,"Under $25,000",3,Yes,Career Readiness,Yes,Yes,19,20,17,23,19,770,360,410,1.51,1,0,2,Limited,Limited access,Work
CYC2019025,2019,2019-09-16,17,12th,Hispanic/Latino,Male,Garinger High School,No,"Under $25,000",4,No,College Prep,No,No,16,17,15,20,19,650,320,330,1,6,18,7,Limited,Limited access,4-year college
CYC2019026,2019,2019-10-05,17,12th,Black or African American,Male,East Mecklenburg High School,No,"$80,000-$99,999",3,Yes,Dual Track,No,No,15,16,13,13,18,1360,730,630,2.52,4,12,5,Limited,Limited access,4-year college
CYC2019027,2019,2019-08-19,16,11th,Multiracial,Male,Charlotte Catholic High School,Yes,"$25,000-$39,999",4,Yes,Dual Track,Yes,Yes,20,22,21,18,20,740,400,340,4,10,5,2,None,No reliable access,Undecided
CYC2019028,2019,2019-09-11,18,12th,White,Female,West Charlotte High School,Yes,"$25,000-$39,999",4,Yes,Dual Track,Yes,No,19,21,17,21,20,1030,540,490,2.9,7,7,7,None,Good access,4-year college
CYC2019029,2019,2019-09-20,16,11th,Black or African American,Male,Garinger High School,No,"Under $25,000",4,Yes,Intensive Support,Yes,No,21,20,19,22,21,780,420,360,1.09,9,2,6,None,Good access,4-year college
CYC2019030,2019,2019-09-15,17,12th,Black or African American,Female,Rocky River High School,Yes,"$25,000-$39,999",5,No,College Prep,Yes,Yes,21,19,22,23,21,1250,610,640,1.87,3,3,1,None,No reliable access,4-year college
CYC2019031,2019,2019-10-03,17,11th,White,Male,Garinger High School,Yes,"$80,000-$99,999",4,Yes,Dual Track,No,No,24,21,21,24,26,660,360,300,1.8,6,9,4,Limited,No reliable access,4-year college
CYC2019032,2019,2019-08-19,16,11th,White,Male,East Mecklenburg High School,Yes,"$25,000-$39,999",5,Yes,College Prep,Yes,N/A,25,27,22,24,27,820,420,400,1.48,6,0,2,Moderate,Limited access,Work
CYC2019033,2019,2019-10-14,17,12th,Black or African American,Male,West Charlotte High School,No,"$60,000-$79,999",1,Yes,College Prep,Yes,No,14,11,11,15,16,760,400,360,3.22,1,11,3,None,Good access,Work
CYC2019034,2019,2019-09-26,18,12th,Asian,Male,Hopewell High School,No,"Under $25,000",2,No,College Prep,Yes,No,25,23,22,24,25,990,450,540,4,2,12,5,Limited,Good access,Trade school
CYC2019035,2019,2019-09-26,17,12th,White,Female,East Mecklenburg High School,Yes,"Under $25,000",3,No,Career Readiness,No,No,18,15,16,21,16,890,430,460,1.24,7,9,1,Limited,Limited access,Community college
CYC2019036,2019,2019-09-13,16,11th,Asian,Female,Butler High School,No,"Under $25,000",2,Yes,College Prep,No,N/A,20,19,19,19,22,1410,750,660,3.06,10,4,5,Moderate,Limited access,4-year college
CYC2019037,2019,2019-09-15,15,10th,Hispanic/Latino,Female,Providence High School,Yes,"$25,000-$39,999",5,Yes,Career Readiness,No,N/A,20,18,18,21,17,980,490,490,1.55,9,11,2,Moderate,No reliable access,Community college
CYC2019038,2019,2019-10-04,15,10th,Black or African American,Female,Julius Chambers High School,No,"$25,000-$39,999",4,Yes,College Prep,No,Yes,19,22,17,19,21,1220,550,670,3.28,10,7,3,Moderate,Good access,Community college
CYC2019039,2019,2019-09-10,15,10th,Asian,Male,East Mecklenburg High School,Yes,"Under $25,000",7,Yes,Career Readiness,Yes,No,16,16,15,19,18,1130,580,550,2.58,7,17,6,None,Good access,Military
CYC2019040,2019,2019-09-18,17,11th,White,Female,Charlotte Catholic High School,No,"$25,000-$39,999",2,Yes,Career Readiness,No,No,17,16,14,20,17,1100,580,520,2.17,2,11,4,None,Limited access,Work
CYC2019041,2019,2019-10-14,16,10th,Hispanic/Latino,Male,West Charlotte High School,No,"$60,000-$79,999",3,Yes,Career Readiness,Yes,No,25,25,23,25,22,1070,480,590,2.97,4,17,8,Moderate,Limited access,Work
CYC2019042,2019,2019-09-04,18,12th,White,Male,Harding University High School,No,"Under $25,000",2,Yes,Career Readiness,No,No,30,30,28,34,33,1030,510,520,4,6,5,3,Strong,Limited access,Trade school
CYC2019043,2019,2019-09-20,16,11th,Black or African American,Female,Vance High School,Yes,"$40,000-$59,999",6,No,College Prep,Yes,No,23,21,23,24,23,850,460,390,3.53,9,14,5,Moderate,Limited access,Military
CYC2019044,2019,2019-08-18,17,12th,Hispanic/Latino,Male,Olympic High School,No,"$40,000-$59,999",5,Yes,Dual Track,No,Yes,23,21,22,27,23,920,470,450,2.24,7,13,5,None,Good access,Undecided
CYC2019045,2019,2019-09-11,18,12th,Black or African American,Female,Myers Park High School,No,"$60,000-$79,999",3,Yes,Dual Track,Yes,Yes,18,20,14,22,20,1060,490,570,3,2,11,3,Strong,No reliable access,Community college
CYC2019046,2019,2019-09-05,17,12th,White,Female,Hopewell High School,Yes,"Under $25,000",7,Yes,Career Readiness,No,Yes,14,11,14,14,15,530,250,280,1.52,4,17,4,None,Limited access,4-year college
CYC2019047,2019,2019-10-09,18,12th,White,Male,South Mecklenburg High School,Yes,"Under $25,000",1,Yes,College Prep,No,N/A,19,16,20,18,18,650,310,340,2.74,3,14,5,Limited,Good access,Community college
CYC2019048,2019,2019-09-22,18,12th,Black or African American,Male,Julius Chambers High School,Yes,"$80,000-$99,999",3,Unknown,Career Readiness,No,No,19,18,16,23,19,900,460,440,3.17,6,14,2,None,Good access,Community college
CYC2019049,2019,2019-09-02,17,11th,Hispanic/Latino,Female,Harding University High School,No,"$40,000-$59,999",5,No,College Prep,Yes,No,19,20,19,20,16,640,350,290,2.77,9,15,1,None,Good access,Community college
CYC2019050,2019,2019-08-20,18,12th,Hispanic/Latino,Male,Rocky River High School,Yes,"$40,000-$59,999",1,Yes,College Prep,Yes,N/A,18,18,19,17,15,1000,530,470,1.92,6,4,6,Limited,Limited access,4-year college
CYC2019051,2019,2019-09-18,16,11th,Black or African American,Female,Mallard Creek High School,No,"Under $25,000",2,Yes,Career Readiness,Yes,N/A,24,21,21,28,24,1060,550,510,2.36,10,11,7,Moderate,No reliable access,4-year college
CYC2019052,2019,2019-10-11,17,12th,Black or African American,Female,Ardrey Kell High School,No,"Under $25,000",5,No,College Prep,No,No,25,27,26,25,23,1140,550,590,1.93,8,14,2,Moderate,Good access,Community college
CYC2019053,2019,2019-10-11,18,12th,Black or African American,Male,Harding University High School,Yes,"$60,000-$79,999",4,Yes,Career Readiness,No,No,23,20,22,22,23,1180,610,570,2.75,2,0,1,Limited,Limited access,4-year college
CYC2019054,2019,2019-09-21,16,11th,Hispanic/Latino,Female,Harding University High School,No,"$25,000-$39,999",3,Yes,Dual Track,No,N/A,15,18,11,19,12,1080,520,560,2.15,3,14,5,None,Limited access,Undecided
CYC2019055,2019,2019-09-17,16,11th,Black or African American,Female,Olympic High School,Yes,"$60,000-$79,999",3,Yes,College Prep,Yes,No,19,20,16,17,20,1080,510,570,2.22,10,3,3,Moderate,Good access,Trade school
CYC2019056,2019,2019-09-09,16,11th,Multiracial,Female,Rocky River High School,No,"$40,000-$59,999",4,No,Dual Track,Yes,N/A,25,26,25,27,26,1020,510,510,1.89,5,1,5,None,No reliable access,Community college
CYC2019057,2019,2019-10-16,16,11th,Hispanic/Latino,Male,Charlotte Catholic High School,No,"Under $25,000",3,No,College Prep,Yes,N/A,21,24,21,21,19,990,450,540,3.25,2,7,4,Moderate,Limited access,Community college
CYC2019058,2019,2019-10-15,16,11th,White,Female,North Mecklenburg High School,Yes,"$60,000-$79,999",4,Yes,College Prep,No,No,16,19,16,15,14,830,390,440,2.67,4,0,3,Limited,Limited access,4-year college
CYC2019059,2019,2019-09-21,16,11th,Black or African American,Female,Myers Park High School,Yes,"$40,000-$59,999",3,Yes,College Prep,No,No,17,17,18,16,20,1380,650,730,1.64,4,4,1,None,Good access,Community college
CYC2019060,2019,2019-10-03,17,12th,Black or African American,Male,Vance High School,Yes,"$25,000-$39,999",3,Yes,Dual Track,Yes,No,14,15,13,16,17,840,400,440,2.6,5,12,8,None,No reliable access,4-year college
CYC2019061,2019,2019-08-27,17,12th,Black or African American,Female,Rocky River High School,Yes,"Under $25,000",1,Yes,Dual Track,No,No,22,24,24,26,23,1290,670,620,1.96,2,8,7,None,Good access,Military
CYC2019062,2019,2019-08-20,14,9th,Black or African American,Female,Julius Chambers High School,No,"Under $25,000",3,Yes,College Prep,No,No,16,14,18,17,15,1150,630,520,2.48,4,14,7,Strong,No reliable access,Military
CYC2019063,2019,2019-08-25,16,11th,Hispanic/Latino,Male,Myers Park High School,Yes,"$40,000-$59,999",4,No,Dual Track,No,No,23,21,20,24,24,1350,710,640,3.89,6,9,3,Limited,Good access,4-year college
CYC2019064,2019,2019-10-16,17,12th,Black or African American,Female,Olympic High School,Yes,"Under $25,000",4,Yes,Career Readiness,No,No,24,24,21,28,22,1110,540,570,1.57,7,0,5,Moderate,Limited access,4-year college
CYC2019065,2019,2019-08-23,16,10th,Asian,Female,Independence High School,Yes,"Under $25,000",4,No,College Prep,No,No,22,24,19,25,20,900,450,450,2.58,7,2,6,Strong,Limited access,Undecided
CYC2019066,2019,2019-10-10,17,11th,Black or African American,Female,Myers Park High School,Yes,"Under $25,000",4,No,College Prep,Yes,N/A,17,18,17,17,16,920,420,500,1.26,3,9,8,Moderate,Limited access,4-year college
CYC2019067,2019,2019-09-06,16,10th,Multiracial,Male,Myers Park High School,Yes,"$100,000+",3,No,College Prep,No,No,14,16,13,12,13,740,360,380,2.89,8,6,7,Limited,Good access,4-year college
CYC2019068,2019,2019-08-25,17,12th,White,Female,Myers Park High School,No,"$40,000-$59,999",4,Yes,Career Readiness,Yes,No,15,16,12,19,16,1170,530,640,1.25,8,13,7,None,Limited access,Trade school
CYC2019069,2019,2019-10-18,18,12th,Hispanic/Latino,Female,Vance High School,Yes,"$100,000+",4,Yes,College Prep,No,Yes,19,19,18,21,20,990,510,480,1.04,5,9,2,None,No reliable access,Work
CYC2019070,2019,2019-09-29,15,9th,Multiracial,Male,Rocky River High School,No,"$25,000-$39,999",3,No,Dual Track,Yes,No,17,14,14,16,16,970,460,510,2.85,9,2,1,Strong,Good access,4-year college
CYC2019071,2019,2019-10-16,16,11th,Hispanic/Latino,Female,Garinger High School,Yes,"$60,000-$79,999",3,Yes,Career Readiness,Yes,No,23,24,19,25,26,990,470,520,1.8,6,5,6,Limited,Limited access,4-year college
CYC2019072,2019,2019-09-04,16,11th,Hispanic/Latino,Female,Myers Park High School,No,"Under $25,000",5,Yes,College Prep,No,No,19,19,17,20,22,870,410,460,1,2,13,3,Limited,Good access,Military
CYC2019073,2019,2019-10-04,16,11th,Asian,Female,East Mecklenburg High School,Yes,"$25,000-$39,999",6,Yes,Dual Track,No,No,10,11,8,14,12,900,470,430,1.34,8,3,1,Strong,Limited access,Trade school
CYC2019074,2019,2019-09-02,17,12th,Black or African American,Female,South Mecklenburg High School,No,"Under $25,000",5,No,College Prep,No,No,22,22,23,25,22,1120,540,580,3.26,1,0,4,Strong,Limited access,Community college
CYC2019075,2019,2019-09-27,18,12th,Hispanic/Latino,Female,West Charlotte High School,No,"$40,000-$59,999",5,No,College Prep,No,No,26,23,28,24,23,1220,570,650,2.54,3,11,3,None,Good access,4-year college
CYC2019076,2019,2019-10-03,15,10th,Hispanic/Latino,Female,Olympic High School,No,"$25,000-$39,999",5,Yes,Intensive Support,Yes,No,16,19,17,15,19,990,460,530,2.57,10,9,10,None,Good access,Military
CYC2019077,2019,2019-09-30,17,11th,Black or African American,Female,Garinger High School,No,"Under $25,000",1,Yes,Intensive Support,No,No,20,21,22,21,20,1020,560,460,3.11,4,4,3,Strong,Limited access,4-year college
CYC2019078,2019,2019-09-22,17,12th,Hispanic/Latino,Non-binary,West Charlotte High School,No,"Under $25,000",5,Yes,College Prep,No,No,17,20,14,21,15,1020,530,490,2.56,1,8,6,None,No reliable access,Community college
CYC2019079,2019,2019-10-10,16,11th,Black or African American,Female,Olympic High School,Yes,"Under $25,000",4,Yes,Dual Track,Yes,No,14,14,13,18,17,1010,450,560,1,1,9,1,Moderate,Limited access,4-year college
CYC2019080,2019,2019-10-02,16,11th,Black or African American,Male,North Mecklenburg High School,Yes,"Under $25,000",2,No,College Prep,Yes,No,16,18,16,14,14,940,420,520,2.42,7,4,3,Strong,No reliable access,4-year college
CYC2019081,2019,2019-09-05,17,12th,Black or African American,Female,Ardrey Kell High School,No,"$40,000-$59,999",5,Yes,Career Readiness,No,N/A,18,17,19,17,19,1080,590,490,1.28,2,10,6,Limited,Limited access,Community college
CYC2019082,2019,2019-09-23,16,11th,Black or African American,Female,Butler High School,Yes,"Under $25,000",1,Yes,Career Readiness,No,No,17,18,18,15,17,1110,590,520,1.65,1,5,2,Moderate,Limited access,Trade school
CYC2019083,2019,2019-09-07,18,12th,White,Male,Harding University High School,Yes,"Under $25,000",3,Yes,Career Readiness,No,No,20,20,18,24,18,1020,490,530,1.1,10,6,4,Moderate,Limited access,Work
CYC2019084,2019,2019-09-16,18,12th,Hispanic/Latino,Female,East Mecklenburg High School,No,"Under $25,000",3,Yes,Career Readiness,No,No,13,11,13,14,15,1080,550,530,2.7,9,12,4,Limited,Good access,4-year college
CYC2019085,2019,2019-08-23,16,11th,Black or African American,Female,North Mecklenburg High School,Yes,"Under $25,000",5,No,Dual Track,Yes,No,23,25,24,23,22,880,470,410,4,10,7,3,Moderate,Good access,Community college
CYC2019086,2019,2019-10-02,17,12th,White,Male,North Mecklenburg High School,Yes,"$60,000-$79,999",3,Yes,College Prep,Yes,No,15,13,11,13,16,1010,550,460,2.79,7,0,5,None,Limited access,Community college
CYC2019087,2019,2019-10-02,16,11th,Asian,Female,Mallard Creek High School,Yes,"$25,000-$39,999",2,Yes,College Prep,No,No,18,19,18,16,15,1090,500,590,3.95,1,7,4,Strong,No reliable access,Community college
CYC2019088,2019,2019-09-18,16,11th,Asian,Female,Julius Chambers High School,No,"Under $25,000",2,No,College Prep,Yes,No,20,17,21,19,18,960,500,460,2.21,6,0,2,Moderate,Good access,4-year college
CYC2019089,2019,2019-09-05,17,12th,Black or African American,Female,Vance High School,Yes,"$60,000-$79,999",6,Unknown,College Prep,Yes,N/A,22,21,23,26,23,960,470,490,1.97,5,5,3,Limited,Good access,4-year college
CYC2019090,2019,2019-09-28,14,9th,Black or African American,Male,Vance High School,Yes,"$25,000-$39,999",5,Yes,Dual Track,No,No,12,15,10,12,9,900,490,410,3.03,3,5,9,None,Good access,Work
CYC2019091,2019,2019-09-12,16,11th,Hispanic/Latino,Female,Garinger High School,No,"$60,000-$79,999",6,Yes,Career Readiness,Yes,N/A,15,12,16,13,15,1080,550,530,1.4,9,24,5,Moderate,Limited access,Work
CYC2019092,2019,2019-10-20,17,12th,Native American,Female,East Mecklenburg High School,Yes,"Under $25,000",3,Yes,Career Readiness,Yes,No,18,15,19,18,16,1030,520,510,1.34,9,10,6,None,Limited access,Undecided
CYC2019093,2019,2019-10-04,17,11th,Hispanic/Latino,Female,Rocky River High School,Yes,"$40,000-$59,999",3,Yes,Career Readiness,No,N/A,13,13,13,16,13,1460,680,780,1,7,10,1,Limited,Limited access,Work
CYC2019094,2019,2019-08-20,18,12th,Other,Female,Vance High School,No,"Under $25,000",2,Yes,Career Readiness,No,N/A,19,16,20,20,22,960,490,470,1,7,9,4,Limited,Good access,Community college
CYC2019095,2019,2019-09-15,17,11th,Hispanic/Latino,Female,Vance High School,Yes,"Under $25,000",5,Yes,Career Readiness,No,No,18,19,14,19,16,1000,480,520,2.05,4,5,4,Strong,Limited access,4-year college
CYC2019096,2019,2019-10-17,15,10th,Black or African American,Female,Hopewell High School,Yes,"$40,000-$59,999",2,No,Career Readiness,Yes,N/A,27,24,29,29,27,800,370,430,2.5,1,0,3,Limited,No reliable access,Trade school
CYC2019097,2019,2019-08-24,18,12th,Hispanic/Latino,Male,Providence High School,Yes,"$60,000-$79,999",7,Yes,Dual Track,No,N/A,12,14,13,12,13,1140,590,550,2.12,9,17,6,Limited,Limited access,4-year college
CYC2019098,2019,2019-09-13,14,9th,Black or African American,Female,East Mecklenburg High School,No,"$40,000-$59,999",2,No,Career Readiness,No,Yes,17,18,16,18,19,920,450,470,1,9,5,4,Moderate,Limited access,Community college
CYC2019099,2019,2019-09-10,16,11th,White,Male,Ardrey Kell High School,Yes,"$25,000-$39,999",4,Yes,Career Readiness,No,Yes,13,15,12,12,16,1000,520,480,1.48,8,4,1,Strong,Limited access,Work
CYC2019100,2019,2019-10-14,16,10th,White,Female,Hopewell High School,No,"$60,000-$79,999",6,No,Career Readiness,No,No,15,13,15,16,13,1150,520,630,1.77,4,5,3,Limited,Limited access,Military
CYC2019101,2019,2019-09-12,17,12th,Hispanic/Latino,Male,Rocky River High School,Yes,"$80,000-$99,999",5,Yes,College Prep,Yes,No,25,28,22,24,27,1250,580,670,3.12,5,13,8,Strong,No reliable access,Military
CYC2019102,2019,2019-08-24,17,12th,Hispanic/Latino,Female,Myers Park High School,No,"$40,000-$59,999",6,Yes,Career Readiness,Yes,No,12,13,13,16,12,940,500,440,2.65,3,12,2,Moderate,Good access,4-year college
CYC2019103,2019,2019-09-29,15,10th,Hispanic/Latino,Female,South Mecklenburg High School,No,"Under $25,000",2,Yes,Dual Track,No,No,24,27,24,26,23,920,430,490,1.74,5,15,6,Moderate,Good access,Trade school
CYC2019104,2019,2019-10-02,18,12th,Asian,Female,Garinger High School,No,"$25,000-$39,999",3,Yes,College Prep,No,N/A,17,18,15,21,19,1020,510,510,1.11,10,9,1,Limited,Good access,4-year college
CYC2019105,2019,2019-10-14,16,11th,Hispanic/Latino,Female,West Charlotte High School,Yes,"$25,000-$39,999",4,Yes,Intensive Support,Yes,No,21,23,18,22,18,1200,610,590,2.27,5,7,6,None,Limited access,Community college
CYC2019106,2019,2019-10-01,18,12th,White,Male,Julius Chambers High School,Yes,"$100,000+",1,Yes,Career Readiness,No,Yes,14,14,10,13,14,1000,450,550,1,8,7,6,None,Good access,Trade school
CYC2019107,2019,2019-09-17,15,10th,Black or African American,Female,Providence High School,Yes,"$25,000-$39,999",5,Yes,College Prep,No,Yes,22,21,21,25,23,1010,550,460,1.87,8,0,5,None,Good access,Trade school
CYC2019108,2019,2019-09-26,18,12th,Black or African American,Female,West Charlotte High School,Yes,"Under $25,000",5,Yes,College Prep,No,Yes,23,23,20,26,22,1120,580,540,2.15,5,9,5,None,Good access,Work
CYC2019109,2019,2019-10-21,18,12th,Multiracial,Female,Garinger High School,Yes,"$40,000-$59,999",6,No,Intensive Support,No,No,12,9,12,10,12,1110,590,520,3.38,6,6,7,Limited,No reliable access,Community college
CYC2019110,2019,2019-09-24,17,11th,White,Female,Julius Chambers High School,No,"Under $25,000",4,No,Career Readiness,Yes,No,23,26,25,21,21,1180,600,580,3.12,4,6,1,Limited,Limited access,4-year college
CYC2019111,2019,2019-09-27,17,12th,Black or African American,Female,Ardrey Kell High School,No,"Under $25,000",4,No,Career Readiness,No,No,17,14,15,16,14,630,290,340,2.56,2,13,5,Limited,Limited access,Trade school
CYC2019112,2019,2019-09-26,16,11th,Black or African American,Female,West Charlotte High School,No,"Under $25,000",3,No,College Prep,No,No,25,27,25,25,22,770,400,370,2.23,2,14,1,None,Limited access,Community college
CYC2019113,2019,2019-09-01,15,10th,Asian,Female,North Mecklenburg High School,No,"$40,000-$59,999",2,Unknown,Dual Track,No,N/A,16,13,15,14,19,770,360,410,2.01,8,20,10,Limited,No reliable access,Trade school
CYC2019114,2019,2019-09-22,16,11th,Hispanic/Latino,Female,Olympic High School,No,"$25,000-$39,999",6,Yes,Career Readiness,Yes,Yes,19,16,21,17,17,1050,580,470,2.88,8,10,6,Limited,Limited access,Community college
CYC2019115,2019,2019-09-03,16,11th,Hispanic/Latino,Male,Independence High School,No,"Under $25,000",5,No,College Prep,Yes,No,16,19,16,16,18,740,340,400,1.28,5,8,1,Strong,Good access,Military
CYC2019116,2019,2019-10-06,16,11th,Hispanic/Latino,Female,West Charlotte High School,Yes,"$40,000-$59,999",2,Yes,College Prep,Yes,Yes,20,18,17,24,18,940,480,460,2.12,8,3,1,Strong,Limited access,4-year college
CYC2019117,2019,2019-10-08,18,12th,White,Female,Harding University High School,No,"Under $25,000",3,Yes,Dual Track,No,No,23,24,21,25,24,1060,560,500,3.38,9,8,9,Strong,Good access,Trade school
CYC2019118,2019,2019-09-15,17,11th,Black or African American,Male,Rocky River High School,No,"$40,000-$59,999",6,No,College Prep,No,No,22,25,24,21,22,1330,720,610,1.75,1,17,3,Limited,Good access,Community college
CYC2019119,2019,2019-09-24,16,11th,Asian,Female,Mallard Creek High School,Yes,"$25,000-$39,999",1,Yes,Dual Track,No,No,14,13,15,15,13,940,440,500,1.18,3,7,3,Strong,Limited access,4-year college
CYC2019120,2019,2019-08-30,17,12th,Multiracial,Female,Hopewell High School,Yes,"$25,000-$39,999",4,Yes,College Prep,Yes,Yes,24,26,25,27,22,980,480,500,2.4,1,17,1,Moderate,Limited access,4-year college
CYC2019121,2019,2019-10-07,18,12th,White,Male,East Mecklenburg High School,Yes,"$25,000-$39,999",3,Yes,Career Readiness,No,No,16,14,18,20,14,1020,510,510,2.64,2,7,2,Moderate,No reliable access,Work
CYC2019122,2019,2019-10-13,16,10th,Hispanic/Latino,Male,Ardrey Kell High School,Yes,"Under $25,000",4,No,College Prep,No,No,20,18,19,18,23,870,420,450,3.77,3,9,5,None,Good access,Community college
CYC2019123,2019,2019-09-15,17,12th,Black or African American,Female,Independence High School,No,"Under $25,000",7,No,Dual Track,Yes,N/A,24,21,26,24,26,400,210,190,1.67,5,20,2,Limited,Good access,4-year college
CYC2019124,2019,2019-09-05,17,12th,White,Non-binary,Charlotte Catholic High School,No,"$60,000-$79,999",7,Yes,Dual Track,No,No,20,18,19,23,19,1250,650,600,1.98,6,8,4,Limited,Limited access,Community college
