participant_id,cohort_year,survey_date,age_at_enrollment,grade_level,race_ethnicity,gender,high_school,title_1_school,family_income_range,household_size,first_generation_college,program_track,transportation_barrier,childcare_needs,act_composite_pre,act_english_pre,act_math_pre,act_reading_pre,act_science_pre,sat_total_pre,sat_math_pre,sat_verbal_pre,gpa_pre,college_readiness_self_rating,study_hours_per_week,career_confidence_rating,academic_support_at_home,technology_access,post_secondary_plan,act_composite_post,act_english_post,act_math_post,act_reading_post,act_science_post,sat_total_post,sat_math_post,sat_verbal_post,gpa_post,college_readiness_self_rating_post,study_hours_per_week_post,career_confidence_rating_post,post_secondary_enrollment,scholarship_received,scholarship_amount,program_satisfaction,would_recommend,act_improvement,sat_improvement,gpa_improvement,readiness_improvement,career_confidence_improvement
CYC2019033,2019,2020-09-26,17,12th,Black or African American,Male,West Charlotte High School,No,"$60,000-$79,999",1,Yes,College Prep,Yes,No,14,11,11,15,16,760,400,360,3.22,1,11,3,None,Good access,Work,18,20,18,18,18,860,400,460,3.576010697293565,4,12.86488557458723,5,Enrolled 4-year,Yes,1700,5,Definitely,4,100,0.3560106972935646,3,2
CYC2019035,2019,2020-10-16,17,12th,White,Female,East Mecklenburg High School,Yes,"Under $25,000",3,No,Career Readiness,No,No,18,15,16,21,16,890,430,460,1.24,7,9,1,Limited,Limited access,Community college,20,22,19,22,22,950,450,500,1.6517642612090675,9,12.620940197826492,2,Enrolled 4-year,Yes,1500,4,Probably,2,60,0.4117642612090675,2,1
CYC2019036,2019,2020-08-14,16,11th,Asian,Female,Butler High School,No,"Under $25,000",2,Yes,College Prep,No,N/A,20,19,19,19,22,1410,750,660,3.06,10,4,5,Moderate,Limited access,4-year college,24,24,23,23,25,1500,730,770,3.1467216554005333,9,2.981225359808815,5,Enrolled 4-year,No,NA,4,Probably,4,90,0.08672165540053323,-1,0
CYC2019037,2019,2020-09-08,15,10th,Hispanic/Latino,Female,Providence High School,Yes,"$25,000-$39,999",5,Yes,Career Readiness,No,N/A,20,18,18,21,17,980,490,490,1.55,9,11,2,Moderate,No reliable access,Community college,22,20,22,20,20,1030,560,470,1.6624335688309906,8,14.510611776644987,5,Enrolled 4-year,Yes,14200,5,Probably,2,50,0.11243356883099054,-1,3
CYC2019039,2019,2020-08-08,15,10th,Asian,Male,East Mecklenburg High School,Yes,"Under $25,000",7,Yes,Career Readiness,Yes,No,16,16,15,19,18,1130,580,550,2.58,7,17,6,None,Good access,Military,19,21,18,22,19,1210,560,650,2.9471053427568026,9,19.260323422491695,8,Enrolled 4-year,No,NA,4,Probably,3,80,0.3671053427568025,2,2
CYC2019041,2019,2020-08-19,16,10th,Hispanic/Latino,Male,West Charlotte High School,No,"$60,000-$79,999",3,Yes,Career Readiness,Yes,No,25,25,23,25,22,1070,480,590,2.97,4,17,8,Moderate,Limited access,Work,28,29,28,31,26,1090,590,500,3.365596520285202,5,16.192059656969363,10,Enrolled 4-year,No,NA,4,Probably,3,20,0.39559652028520187,1,2
CYC2019043,2019,2020-09-21,16,11th,Black or African American,Female,Vance High School,Yes,"$40,000-$59,999",6,No,College Prep,Yes,No,23,21,23,24,23,850,460,390,3.53,9,14,5,Moderate,Limited access,Military,28,28,29,29,30,910,480,430,3.9205144311888542,10,17.57374554930428,6,Gap year,No,NA,5,Definitely,5,60,0.3905144311888544,1,1
CYC2019044,2019,2020-09-20,17,12th,Hispanic/Latino,Male,Olympic High School,No,"$40,000-$59,999",5,Yes,Dual Track,No,Yes,23,21,22,27,23,920,470,450,2.24,7,13,5,None,Good access,Undecided,26,25,27,28,28,960,450,510,2.281111386268589,8,13.370812189990133,6,Enrolled 4-year,Yes,12200,5,Probably Not,3,40,0.04111138626858857,1,1
CYC2019045,2019,2020-07-13,18,12th,Black or African American,Female,Myers Park High School,No,"$60,000-$79,999",3,Yes,Dual Track,Yes,Yes,18,20,14,22,20,1060,490,570,3,2,11,3,Strong,No reliable access,Community college,20,21,17,19,22,1190,640,550,3.1021212592137846,1,15.345683565157065,3,Enrolled 2-year,No,NA,3,Definitely,2,130,0.10212125921378457,-1,0
CYC2019046,2019,2020-09-13,17,12th,White,Female,Hopewell High School,Yes,"Under $25,000",7,Yes,Career Readiness,No,Yes,14,11,14,14,15,530,250,280,1.52,4,17,4,None,Limited access,4-year college,21,20,19,21,22,690,370,320,1.825283158240233,7,19.03180397377636,5,Enrolled 4-year,No,NA,5,Definitely,7,160,0.3052831582402329,3,1
CYC2019047,2019,2020-10-16,18,12th,White,Male,South Mecklenburg High School,Yes,"Under $25,000",1,Yes,College Prep,No,N/A,19,16,20,18,18,650,310,340,2.74,3,14,5,Limited,Good access,Community college,20,20,18,19,22,680,360,320,3.208194018031781,6,14.749184214824261,7,Enrolled 4-year,No,NA,4,Definitely,1,30,0.46819401803178096,3,2
CYC2019048,2019,2020-09-11,18,12th,Black or African American,Male,Julius Chambers High School,Yes,"$80,000-$99,999",3,Unknown,Career Readiness,No,No,19,18,16,23,19,900,460,440,3.17,6,14,2,None,Good access,Community college,22,24,23,23,20,970,520,450,3.7585190751187314,9,17.227636675918404,5,Gap year,No,NA,2,Definitely,3,70,0.5885190751187315,3,3
CYC2019049,2019,2020-06-27,17,11th,Hispanic/Latino,Female,Harding University High School,No,"$40,000-$59,999",5,No,College Prep,Yes,No,19,20,19,20,16,640,350,290,2.77,9,15,1,None,Good access,Community college,21,22,18,19,23,670,360,310,3.007887874846906,10,19.12767960055137,5,Enrolled 4-year,No,NA,5,Probably,2,30,0.23788787484690577,1,4
CYC2019050,2019,2020-06-30,18,12th,Hispanic/Latino,Male,Rocky River High School,Yes,"$40,000-$59,999",1,Yes,College Prep,Yes,N/A,18,18,19,17,15,1000,530,470,1.92,6,4,6,Limited,Limited access,4-year college,22,21,21,23,22,1150,590,560,2.6192727213359768,10,9.436074576737644,8,Trade program,No,NA,4,Definitely,4,150,0.6992727213359768,4,2
CYC2019051,2019,2020-07-17,16,11th,Black or African American,Female,Mallard Creek High School,No,"Under $25,000",2,Yes,Career Readiness,Yes,N/A,24,21,21,28,24,1060,550,510,2.36,10,11,7,Moderate,No reliable access,4-year college,28,30,26,30,26,1160,620,540,2.653864720382436,10,14.419513106673026,8,Enrolled 4-year,Yes,6000,4,Definitely,4,100,0.29386472038243605,0,1
CYC2019053,2019,2020-10-21,18,12th,Black or African American,Male,Harding University High School,Yes,"$60,000-$79,999",4,Yes,Career Readiness,No,No,23,20,22,22,23,1180,610,570,2.75,2,0,1,Limited,Limited access,4-year college,27,26,29,27,26,1260,640,620,3.2554001738018252,4,1.5050201735584114,4,Enrolled 2-year,No,NA,5,Definitely,4,80,0.5054001738018252,2,3
CYC2019054,2019,2020-09-21,16,11th,Hispanic/Latino,Female,Harding University High School,No,"$25,000-$39,999",3,Yes,Dual Track,No,N/A,15,18,11,19,12,1080,520,560,2.15,3,14,5,None,Limited access,Undecided,15,17,13,16,15,1200,640,560,2.456176813431766,4,14.350253705790982,7,Enrolled 4-year,No,NA,4,Maybe,0,120,0.30617681343176617,1,2
CYC2019055,2019,2020-09-16,16,11th,Black or African American,Female,Olympic High School,Yes,"$60,000-$79,999",3,Yes,College Prep,Yes,No,19,20,16,17,20,1080,510,570,2.22,10,3,3,Moderate,Good access,Trade school,23,23,22,24,22,1140,510,630,3.0016393834098207,10,11.45064783153231,4,Trade program,Yes,3900,4,Definitely Not,4,60,0.7816393834098205,0,1
CYC2019056,2019,2020-09-06,16,11th,Multiracial,Female,Rocky River High School,No,"$40,000-$59,999",4,No,Dual Track,Yes,N/A,25,26,25,27,26,1020,510,510,1.89,5,1,5,None,No reliable access,Community college,31,31,30,34,31,1110,520,590,2.6494172452764655,7,3.7287689083843523,7,Enrolled 2-year,Yes,10300,5,Maybe,6,90,0.7594172452764656,2,2
CYC2019057,2019,2020-08-23,16,11th,Hispanic/Latino,Male,Charlotte Catholic High School,No,"Under $25,000",3,No,College Prep,Yes,N/A,21,24,21,21,19,990,450,540,3.25,2,7,4,Moderate,Limited access,Community college,23,24,25,23,25,1070,530,540,3.6184316149195324,1,7.744248225655706,4,Enrolled 2-year,No,NA,4,Definitely,2,80,0.36843161491953236,-1,0
CYC2019058,2019,2020-09-07,16,11th,White,Female,North Mecklenburg High School,Yes,"$60,000-$79,999",4,Yes,College Prep,No,No,16,19,16,15,14,830,390,440,2.67,4,0,3,Limited,Limited access,4-year college,17,19,16,19,15,890,400,490,3.414086785599298,6,4.678853736754046,4,Trade program,No,NA,4,Definitely Not,1,60,0.7440867855992979,2,1
CYC2019059,2019,2020-08-23,16,11th,Black or African American,Female,Myers Park High School,Yes,"$40,000-$59,999",3,Yes,College Prep,No,No,17,17,18,16,20,1380,650,730,1.64,4,4,1,None,Good access,Community college,18,17,16,16,16,1410,650,760,1.6263294803189963,7,8.12817050727791,3,Enrolled 2-year,Yes,10900,5,Definitely,1,30,-0.013670519681003634,3,2
CYC2019060,2019,2020-10-18,17,12th,Black or African American,Male,Vance High School,Yes,"$25,000-$39,999",3,Yes,Dual Track,Yes,No,14,15,13,16,17,840,400,440,2.6,5,12,8,None,No reliable access,4-year college,15,14,17,17,14,910,500,410,3.606688697001727,5,14.076210041755186,10,Enrolled 2-year,No,NA,3,Maybe,1,70,1.006688697001727,0,2
CYC2019061,2019,2020-08-26,17,12th,Black or African American,Female,Rocky River High School,Yes,"Under $25,000",1,Yes,Dual Track,No,No,22,24,24,26,23,1290,670,620,1.96,2,8,7,None,Good access,Military,26,24,26,27,27,1440,690,750,1.4852147538150122,4,12.302751664657428,9,Gap year,No,NA,4,Definitely,4,150,-0.47478524618498774,2,2
CYC2019062,2019,2020-09-13,14,9th,Black or African American,Female,Julius Chambers High School,No,"Under $25,000",3,Yes,College Prep,No,No,16,14,18,17,15,1150,630,520,2.48,4,14,7,Strong,No reliable access,Military,19,17,19,18,19,1290,620,670,3.0996562427800454,3,14.59874247916229,7,Enrolled 2-year,No,NA,3,Definitely,3,140,0.6196562427800454,-1,0
CYC2019064,2019,2020-10-19,17,12th,Black or African American,Female,Olympic High School,Yes,"Under $25,000",4,Yes,Career Readiness,No,No,24,24,21,28,22,1110,540,570,1.57,7,0,5,Moderate,Limited access,4-year college,23,23,20,24,21,1250,650,600,1.785481570331847,10,3.766772577695226,7,Enrolled 4-year,No,NA,3,Probably,-1,140,0.2154815703318469,3,2
CYC2019065,2019,2020-08-17,16,10th,Asian,Female,Independence High School,Yes,"Under $25,000",4,No,College Prep,No,No,22,24,19,25,20,900,450,450,2.58,7,2,6,Strong,Limited access,Undecided,27,27,28,25,29,1050,570,480,3.186580100130631,10,4.187671529852416,6,Gap year,No,NA,4,Definitely,5,150,0.606580100130631,3,0
CYC2019066,2019,2020-08-16,17,11th,Black or African American,Female,Myers Park High School,Yes,"Under $25,000",4,No,College Prep,Yes,N/A,17,18,17,17,16,920,420,500,1.26,3,9,8,Moderate,Limited access,4-year college,21,22,20,21,19,950,430,520,1.7813121710173574,4,13.482313861163394,10,Gap year,No,NA,3,Definitely,4,30,0.5213121710173574,1,2
CYC2019072,2019,2020-09-26,16,11th,Hispanic/Latino,Female,Myers Park High School,No,"Under $25,000",5,Yes,College Prep,No,No,19,19,17,20,22,870,410,460,1,2,13,3,Limited,Good access,Military,21,22,21,19,22,920,420,500,1.2306943927865739,3,16.298705876103135,6,Enrolled 2-year,No,NA,5,Definitely,2,50,0.2306943927865739,1,3
CYC2019073,2019,2020-09-05,16,11th,Asian,Female,East Mecklenburg High School,Yes,"$25,000-$39,999",6,Yes,Dual Track,No,No,10,11,8,14,12,900,470,430,1.34,8,3,1,Strong,Limited access,Trade school,15,17,17,14,13,970,470,500,2.0663185902563805,10,6.902970599578449,2,Trade program,Yes,9400,4,Probably Not,5,70,0.7263185902563805,2,1
CYC2019080,2019,2020-07-22,16,11th,Black or African American,Male,North Mecklenburg High School,Yes,"Under $25,000",2,No,College Prep,Yes,No,16,18,16,14,14,940,420,520,2.42,7,4,3,Strong,No reliable access,4-year college,19,18,18,19,17,1050,520,530,2.9823686830779454,7,6.971718373047791,4,Enrolled 4-year,No,NA,4,Definitely,3,110,0.5623686830779455,0,1
CYC2019081,2019,2020-09-12,17,12th,Black or African American,Female,Ardrey Kell High School,No,"$40,000-$59,999",5,Yes,Career Readiness,No,N/A,18,17,19,17,19,1080,590,490,1.28,2,10,6,Limited,Limited access,Community college,18,20,17,17,16,1120,520,600,1.2678573086715048,3,12.571537057622134,8,Enrolled 4-year,Yes,8500,3,Definitely,0,40,-0.012142691328495214,1,2
CYC2019083,2019,2020-09-20,18,12th,White,Male,Harding University High School,Yes,"Under $25,000",3,Yes,Career Readiness,No,No,20,20,18,24,18,1020,490,530,1.1,10,6,4,Moderate,Limited access,Work,22,23,19,24,20,1110,550,560,1.62903573408559,10,5.9664312913203394,5,Military,Yes,11400,5,Definitely,2,90,0.52903573408559,0,1
CYC2019084,2019,2020-06-30,18,12th,Hispanic/Latino,Female,East Mecklenburg High School,No,"Under $25,000",3,Yes,Career Readiness,No,No,13,11,13,14,15,1080,550,530,2.7,9,12,4,Limited,Good access,4-year college,16,18,18,14,18,1070,490,580,2.9557460430850346,10,16.290004120758176,5,Enrolled 4-year,No,NA,4,Probably Not,3,-10,0.25574604308503446,1,1
CYC2019085,2019,2020-08-14,16,11th,Black or African American,Female,North Mecklenburg High School,Yes,"Under $25,000",5,No,Dual Track,Yes,No,23,25,24,23,22,880,470,410,4,10,7,3,Moderate,Good access,Community college,24,23,23,26,26,950,480,470,4,10,12.618806510377263,5,Enrolled 2-year,Yes,2100,4,Definitely,1,70,0,0,2
CYC2019086,2019,2020-09-26,17,12th,White,Male,North Mecklenburg High School,Yes,"$60,000-$79,999",3,Yes,College Prep,Yes,No,15,13,11,13,16,1010,550,460,2.79,7,0,5,None,Limited access,Community college,15,15,16,15,13,1040,500,540,3.0116027656729982,9,6.933322151029422,7,Enrolled 4-year,Yes,5800,4,Maybe,0,30,0.2216027656729982,2,2
CYC2019087,2019,2020-08-27,16,11th,Asian,Female,Mallard Creek High School,Yes,"$25,000-$39,999",2,Yes,College Prep,No,No,18,19,18,16,15,1090,500,590,3.95,1,7,4,Strong,No reliable access,Community college,19,18,21,17,20,1130,530,600,4,5,12.536698953674772,4,Enrolled 4-year,No,NA,5,Definitely,1,40,0.04999999999999982,4,0
CYC2019088,2019,2020-07-29,16,11th,Asian,Female,Julius Chambers High School,No,"Under $25,000",2,No,College Prep,Yes,No,20,17,21,19,18,960,500,460,2.21,6,0,2,Moderate,Good access,4-year college,21,23,23,20,23,1000,540,460,2.498648004715412,10,7.60524929525999,4,Working,No,NA,5,Probably,1,40,0.28864800471541185,4,2
CYC2019089,2019,2020-06-27,17,12th,Black or African American,Female,Vance High School,Yes,"$60,000-$79,999",6,Unknown,College Prep,Yes,N/A,22,21,23,26,23,960,470,490,1.97,5,5,3,Limited,Good access,4-year college,25,25,25,24,26,1070,520,550,2.0097346598866492,7,12.841470916061333,4,Enrolled 2-year,Yes,8200,5,Probably,3,110,0.03973465988664926,2,1
CYC2019090,2019,2020-08-21,14,9th,Black or African American,Male,Vance High School,Yes,"$25,000-$39,999",5,Yes,Dual Track,No,No,12,15,10,12,9,900,490,410,3.03,3,5,9,None,Good access,Work,15,15,17,15,17,940,500,440,3.421367202936191,2,8.249222532517981,10,Gap year,Yes,8600,4,Definitely,3,40,0.3913672029361912,-1,1
CYC2019091,2019,2020-07-27,16,11th,Hispanic/Latino,Female,Garinger High School,No,"$60,000-$79,999",6,Yes,Career Readiness,Yes,N/A,15,12,16,13,15,1080,550,530,1.4,9,24,5,Moderate,Limited access,Work,17,16,16,15,16,1200,630,570,1.5711023667785224,10,27.926111208541204,5,Enrolled 2-year,No,NA,5,Probably,2,120,0.17110236677852253,1,0
CYC2019092,2019,2020-10-15,17,12th,Native American,Female,East Mecklenburg High School,Yes,"Under $25,000",3,Yes,Career Readiness,Yes,No,18,15,19,18,16,1030,520,510,1.34,9,10,6,None,Limited access,Undecided,23,22,24,25,21,1110,510,600,2.1394630386352906,10,16.90649730186743,7,Trade program,No,NA,4,Probably,5,80,0.7994630386352906,1,1
CYC2019094,2019,2020-07-21,18,12th,Other,Female,Vance High School,No,"Under $25,000",2,Yes,Career Readiness,No,N/A,19,16,20,20,22,960,490,470,1,7,9,4,Limited,Good access,Community college,21,20,21,23,20,1060,530,530,1.5339985211211704,9,12.44025196759189,8,Enrolled 2-year,No,NA,4,Maybe,2,100,0.5339985211211704,2,4
CYC2019095,2019,2020-10-10,17,11th,Hispanic/Latino,Female,Vance High School,Yes,"Under $25,000",5,Yes,Career Readiness,No,No,18,19,14,19,16,1000,480,520,2.05,4,5,4,Strong,Limited access,4-year college,22,21,24,24,22,1060,550,510,2.0580942972987613,6,4.942134157294248,4,Enrolled 4-year,No,NA,3,Maybe,4,60,0.008094297298761433,2,0
CYC2019096,2019,2020-09-03,15,10th,Black or African American,Female,Hopewell High School,Yes,"$40,000-$59,999",2,No,Career Readiness,Yes,N/A,27,24,29,29,27,800,370,430,2.5,1,0,3,Limited,No reliable access,Trade school,30,28,32,28,30,870,420,450,2.512151434271304,2,3.3349767220780766,6,Enrolled 4-year,No,NA,5,Definitely,3,70,0.012151434271304051,1,3
CYC2019097,2019,2020-07-27,18,12th,Hispanic/Latino,Male,Providence High School,Yes,"$60,000-$79,999",7,Yes,Dual Track,No,N/A,12,14,13,12,13,1140,590,550,2.12,9,17,6,Limited,Limited access,4-year college,16,15,14,17,17,1210,560,650,2.4444059074747644,10,19.38684363685693,9,Enrolled 2-year,No,NA,5,Probably,4,70,0.3244059074747643,1,3
CYC2019100,2019,2020-09-21,16,10th,White,Female,Hopewell High School,No,"$60,000-$79,999",6,No,Career Readiness,No,No,15,13,15,16,13,1150,520,630,1.77,4,5,3,Limited,Limited access,Military,19,21,20,18,19,1230,590,640,2.0511576039584405,7,7.5389681792205465,4,Trade program,No,NA,5,Maybe,4,80,0.28115760395844047,3,1
CYC2019101,2019,2020-10-01,17,12th,Hispanic/Latino,Male,Rocky River High School,Yes,"$80,000-$99,999",5,Yes,College Prep,Yes,No,25,28,22,24,27,1250,580,670,3.12,5,13,8,Strong,No reliable access,Military,27,27,25,30,28,1330,680,650,3.350343571222311,9,17.886724214603174,10,Enrolled 2-year,No,NA,4,Definitely,2,80,0.23034357122231075,4,2
