participant_id,cohort_year,session_week,session_date,session_type,attended,hours_participated,tutor_assigned
CYC2019003,2019,13,2019-11-16,College Planning,Absent,0,TUTOR10
CYC2019003,2019,14,2019-11-23,Test Prep,Present,2,TUTOR01
CYC2019003,2019,15,2019-11-30,College Planning,Present,1.5,TUTOR01
CYC2019003,2019,16,2019-12-07,Leadership,Present,1.5,TUTOR02
CYC2019003,2019,17,2019-12-14,College Planning,Present,2,TUTOR07
CYC2019003,2019,18,2019-12-21,Test Prep,Absent,0,TUTOR08
CYC2019003,2019,19,2019-12-28,Tutoring,Present,2.5,TUTOR10
CYC2019003,2019,20,2020-01-04,College Planning,Present,2,TUTOR06
CYC2019003,2019,21,2020-01-11,Career Exploration,Present,2,TUTOR08
CYC2019003,2019,22,2020-01-18,College Planning,Present,2,TUTOR05
CYC2019003,2019,23,2020-01-25,Financial Literacy,Present,2,TUTOR06
CYC2019003,2019,24,2020-02-01,Study Skills,Present,2.5,TUTOR05
CYC2019003,2019,25,2020-02-08,Tutoring,Present,2.5,TUTOR06
CYC2019003,2019,26,2020-02-15,Tutoring,Present,2.5,TUTOR07
CYC2019003,2019,27,2020-02-22,College Planning,Present,3,TUTOR09
CYC2019003,2019,28,2020-02-29,College Planning,Present,2.5,TUTOR07
CYC2019003,2019,29,2020-03-07,Career Exploration,Present,2,TUTOR09
CYC2019003,2019,30,2020-03-14,Career Exploration,Absent,0,TUTOR12
CYC2019003,2019,31,2020-03-21,Career Exploration,Present,2,TUTOR08
CYC2019003,2019,32,2020-03-28,Career Exploration,Present,1.5,TUTOR02
CYC2019003,2019,33,2020-04-04,Test Prep,Present,2.5,TUTOR04
CYC2019004,2019,1,2019-09-19,Career Exploration,Present,1.5,TUTOR07
CYC2019004,2019,2,2019-09-26,Test Prep,Present,1.5,TUTOR07
CYC2019004,2019,3,2019-10-03,Leadership,Present,1.5,TUTOR10
CYC2019004,2019,4,2019-10-10,College Planning,Absent,0,TUTOR05
CYC2019004,2019,5,2019-10-17,Study Skills,Present,3,TUTOR10
CYC2019004,2019,6,2019-10-24,Leadership,Absent,0,TUTOR12
CYC2019004,2019,7,2019-10-31,Career Exploration,Present,2.5,TUTOR12
CYC2019004,2019,8,2019-11-07,Financial Literacy,Present,2.5,TUTOR05
CYC2019004,2019,9,2019-11-14,College Planning,Present,2,TUTOR08
CYC2019004,2019,10,2019-11-21,Leadership,Absent,0,TUTOR06
CYC2019004,2019,11,2019-11-28,College Planning,Present,2.5,TUTOR08
CYC2019004,2019,12,2019-12-05,Test Prep,Present,2,TUTOR04
CYC2019004,2019,13,2019-12-12,Financial Literacy,Present,2.5,TUTOR12
CYC2019004,2019,14,2019-12-19,Study Skills,Excused,0,TUTOR06
CYC2019004,2019,15,2019-12-26,Study Skills,Present,2,TUTOR05
CYC2019004,2019,16,2020-01-02,Study Skills,Absent,0,TUTOR08
CYC2019004,2019,17,2020-01-09,Tutoring,Present,1.5,TUTOR03
CYC2019004,2019,18,2020-01-16,Test Prep,Present,1.5,TUTOR02
CYC2019004,2019,19,2020-01-23,Study Skills,Present,2,TUTOR06
CYC2019004,2019,20,2020-01-30,Test Prep,Present,2,TUTOR07
CYC2019004,2019,21,2020-02-06,Financial Literacy,Present,2,TUTOR09
CYC2019004,2019,22,2020-02-13,Career Exploration,Present,1.5,TUTOR01
CYC2019004,2019,23,2020-02-20,Test Prep,Absent,0,TUTOR11
CYC2019004,2019,24,2020-02-27,Test Prep,Absent,0,TUTOR10
CYC2019004,2019,25,2020-03-05,Financial Literacy,Excused,0,TUTOR10
CYC2019004,2019,26,2020-03-12,Test Prep,Present,2,TUTOR12
CYC2019004,2019,27,2020-03-19,Study Skills,Present,1.5,TUTOR10
CYC2019004,2019,28,2020-03-26,Career Exploration,Present,2.5,TUTOR04
CYC2019004,2019,29,2020-04-02,Test Prep,Absent,0,TUTOR09
CYC2019004,2019,30,2020-04-09,Financial Literacy,Present,2,TUTOR10
CYC2019005,2019,1,2019-09-01,Test Prep,Present,1.5,TUTOR06
CYC2019005,2019,2,2019-09-08,Study Skills,Absent,0,TUTOR05
CYC2019005,2019,3,2019-09-15,Career Exploration,Excused,0,TUTOR02
CYC2019005,2019,4,2019-09-22,Test Prep,Absent,0,TUTOR06
CYC2019005,2019,5,2019-09-29,Career Exploration,Present,3,TUTOR08
CYC2019005,2019,6,2019-10-06,College Planning,Present,2,TUTOR07
CYC2019005,2019,7,2019-10-13,Career Exploration,Present,1.5,TUTOR04
CYC2019005,2019,8,2019-10-20,Test Prep,Absent,0,TUTOR04
CYC2019005,2019,9,2019-10-27,College Planning,Present,2,TUTOR03
CYC2019005,2019,10,2019-11-03,Career Exploration,Absent,0,TUTOR06
CYC2019005,2019,11,2019-11-10,Test Prep,Present,3,TUTOR05
CYC2019005,2019,12,2019-11-17,College Planning,Present,2,TUTOR10
CYC2019005,2019,13,2019-11-24,College Planning,Present,2,TUTOR06
CYC2019005,2019,14,2019-12-01,Financial Literacy,Present,2.5,TUTOR07
CYC2019005,2019,15,2019-12-08,Tutoring,Present,2.5,TUTOR02
CYC2019005,2019,16,2019-12-15,Career Exploration,Present,2,TUTOR03
CYC2019005,2019,17,2019-12-22,Study Skills,Present,3,TUTOR12
CYC2019005,2019,18,2019-12-29,Test Prep,Absent,0,TUTOR01
CYC2019005,2019,19,2020-01-05,Test Prep,Absent,0,TUTOR08
CYC2019005,2019,20,2020-01-12,Tutoring,Absent,0,TUTOR10
CYC2019005,2019,21,2020-01-19,Test Prep,Present,2.5,TUTOR04
CYC2019005,2019,22,2020-01-26,Career Exploration,Absent,0,TUTOR12
CYC2019005,2019,23,2020-02-02,Career Exploration,Present,2,TUTOR11
CYC2019005,2019,24,2020-02-09,Test Prep,Present,2,TUTOR07
CYC2019005,2019,25,2020-02-16,Study Skills,Present,2,TUTOR08
CYC2019005,2019,26,2020-02-23,Test Prep,Present,2.5,TUTOR10
CYC2019005,2019,27,2020-03-01,Tutoring,Present,2,TUTOR05
CYC2019005,2019,28,2020-03-08,Study Skills,Present,2,TUTOR11
CYC2019005,2019,29,2020-03-15,Career Exploration,Absent,0,TUTOR12
CYC2019005,2019,30,2020-03-22,Financial Literacy,Present,2.5,TUTOR05
CYC2019005,2019,31,2020-03-29,Career Exploration,Present,3,TUTOR07
CYC2019005,2019,32,2020-04-05,Test Prep,Present,3,TUTOR10
CYC2019005,2019,33,2020-04-12,Financial Literacy,Absent,0,TUTOR06
CYC2019005,2019,34,2020-04-19,Financial Literacy,Absent,0,TUTOR05
CYC2019006,2019,1,2019-10-11,Career Exploration,Present,2,TUTOR06
CYC2019006,2019,2,2019-10-18,Financial Literacy,Present,2,TUTOR09
CYC2019006,2019,3,2019-10-25,Leadership,Present,2.5,TUTOR07
CYC2019006,2019,4,2019-11-01,Financial Literacy,Excused,0,TUTOR11
CYC2019006,2019,5,2019-11-08,Test Prep,Present,1.5,TUTOR07
CYC2019006,2019,6,2019-11-15,Test Prep,Present,2.5,TUTOR02
CYC2019006,2019,7,2019-11-22,Tutoring,Absent,0,TUTOR12
CYC2019006,2019,8,2019-11-29,Test Prep,Present,1.5,TUTOR09
CYC2019006,2019,9,2019-12-06,Leadership,Present,2.5,TUTOR02
CYC2019006,2019,10,2019-12-13,Test Prep,Present,2,TUTOR04
CYC2019006,2019,11,2019-12-20,Leadership,Absent,0,TUTOR03
CYC2019006,2019,12,2019-12-27,Leadership,Present,2,TUTOR06
CYC2019006,2019,13,2020-01-03,Career Exploration,Present,1.5,TUTOR02
CYC2019006,2019,14,2020-01-10,Leadership,Present,2,TUTOR07
CYC2019006,2019,15,2020-01-17,College Planning,Present,3,TUTOR02
CYC2019006,2019,16,2020-01-24,Financial Literacy,Absent,0,TUTOR02
CYC2019006,2019,17,2020-01-31,Leadership,Present,2,TUTOR04
CYC2019006,2019,18,2020-02-07,Test Prep,Excused,0,TUTOR04
CYC2019006,2019,19,2020-02-14,Test Prep,Present,2.5,TUTOR09
CYC2019006,2019,20,2020-02-21,Financial Literacy,Present,2.5,TUTOR06
CYC2019006,2019,21,2020-02-28,College Planning,Present,1.5,TUTOR07
CYC2019006,2019,22,2020-03-06,Financial Literacy,Present,2.5,TUTOR05
CYC2019006,2019,23,2020-03-13,Test Prep,Absent,0,TUTOR10
CYC2019006,2019,24,2020-03-20,Financial Literacy,Present,2,TUTOR07
CYC2019006,2019,25,2020-03-27,Career Exploration,Present,2,TUTOR11
CYC2019006,2019,26,2020-04-03,Career Exploration,Present,3,TUTOR04
CYC2019006,2019,27,2020-04-10,Test Prep,Present,2.5,TUTOR09
CYC2019006,2019,28,2020-04-17,Career Exploration,Present,2,TUTOR02
CYC2019006,2019,29,2020-04-24,Study Skills,Present,2.5,TUTOR10
CYC2019006,2019,30,2020-05-01,Financial Literacy,Absent,0,TUTOR07
CYC2019006,2019,31,2020-05-08,Financial Literacy,Excused,0,TUTOR09
CYC2019006,2019,32,2020-05-15,College Planning,Present,2,TUTOR05
CYC2019006,2019,33,2020-05-22,Leadership,Present,2.5,TUTOR10
CYC2019006,2019,34,2020-05-29,Study Skills,Present,2,TUTOR07
CYC2019006,2019,35,2020-06-05,Test Prep,Present,2,TUTOR12
CYC2019006,2019,36,2020-06-12,College Planning,Excused,0,TUTOR03
CYC2019007,2019,1,2019-10-02,Leadership,Absent,0,TUTOR11
CYC2019007,2019,2,2019-10-09,Study Skills,Present,1.5,TUTOR01
CYC2019007,2019,3,2019-10-16,Test Prep,Present,2.5,TUTOR03
CYC2019007,2019,4,2019-10-23,Test Prep,Present,1.5,TUTOR09
CYC2019007,2019,5,2019-10-30,Career Exploration,Absent,0,TUTOR09
CYC2019007,2019,6,2019-11-06,Test Prep,Present,2,TUTOR10
CYC2019007,2019,7,2019-11-13,Financial Literacy,Present,2.5,TUTOR08
CYC2019007,2019,8,2019-11-20,Leadership,Present,2,TUTOR08
CYC2019007,2019,9,2019-11-27,Study Skills,Absent,0,TUTOR12
CYC2019007,2019,10,2019-12-04,Career Exploration,Present,3,TUTOR11
CYC2019007,2019,11,2019-12-11,Test Prep,Present,2,TUTOR05
CYC2019007,2019,12,2019-12-18,Financial Literacy,Present,2,TUTOR02
CYC2019007,2019,13,2019-12-25,Test Prep,Absent,0,TUTOR11
CYC2019007,2019,14,2020-01-01,Career Exploration,Present,3,TUTOR01
CYC2019007,2019,15,2020-01-08,Leadership,Absent,0,TUTOR11
CYC2019007,2019,16,2020-01-15,Study Skills,Absent,0,TUTOR03
CYC2019007,2019,17,2020-01-22,Tutoring,Present,1.5,TUTOR06
CYC2019007,2019,18,2020-01-29,Tutoring,Absent,0,TUTOR10
CYC2019007,2019,19,2020-02-05,Career Exploration,Absent,0,TUTOR12
CYC2019007,2019,20,2020-02-12,Study Skills,Present,2.5,TUTOR01
CYC2019007,2019,21,2020-02-19,Career Exploration,Present,3,TUTOR12
CYC2019007,2019,22,2020-02-26,Study Skills,Present,2.5,TUTOR11
CYC2019007,2019,23,2020-03-04,Study Skills,Present,1.5,TUTOR08
CYC2019007,2019,24,2020-03-11,Tutoring,Absent,0,TUTOR04
CYC2019007,2019,25,2020-03-18,Study Skills,Present,1.5,TUTOR09
CYC2019007,2019,26,2020-03-25,College Planning,Present,1.5,TUTOR10
CYC2019007,2019,27,2020-04-01,Leadership,Present,2.5,TUTOR03
CYC2019007,2019,28,2020-04-08,Financial Literacy,Present,2,TUTOR12
CYC2019007,2019,29,2020-04-15,Tutoring,Present,2,TUTOR03
CYC2019007,2019,30,2020-04-22,Financial Literacy,Present,2.5,TUTOR07
CYC2019007,2019,31,2020-04-29,Career Exploration,Excused,0,TUTOR01
CYC2019008,2019,1,2019-09-30,Tutoring,Present,1.5,TUTOR03
CYC2019008,2019,2,2019-10-07,College Planning,Present,2.5,TUTOR07
CYC2019008,2019,3,2019-10-14,College Planning,Present,2,TUTOR08
CYC2019008,2019,4,2019-10-21,College Planning,Absent,0,TUTOR06
CYC2019008,2019,5,2019-10-28,Study Skills,Present,2.5,TUTOR08
CYC2019008,2019,6,2019-11-04,Career Exploration,Present,2,TUTOR07
CYC2019008,2019,7,2019-11-11,Study Skills,Present,2,TUTOR08
CYC2019008,2019,8,2019-11-18,Career Exploration,Present,2,TUTOR06
CYC2019008,2019,9,2019-11-25,Test Prep,Absent,0,TUTOR11
CYC2019008,2019,10,2019-12-02,College Planning,Absent,0,TUTOR06
CYC2019008,2019,11,2019-12-09,Test Prep,Present,2.5,TUTOR09
CYC2019008,2019,12,2019-12-16,Study Skills,Excused,0,TUTOR07
CYC2019008,2019,13,2019-12-23,Tutoring,Present,1.5,TUTOR10
CYC2019008,2019,14,2019-12-30,Career Exploration,Present,1.5,TUTOR03
CYC2019008,2019,15,2020-01-06,Leadership,Present,1.5,TUTOR07
CYC2019008,2019,16,2020-01-13,Financial Literacy,Present,2.5,TUTOR01
CYC2019008,2019,17,2020-01-20,Tutoring,Present,2,TUTOR07
CYC2019008,2019,18,2020-01-27,College Planning,Present,3,TUTOR01
CYC2019008,2019,19,2020-02-03,Study Skills,Present,1.5,TUTOR01
CYC2019008,2019,20,2020-02-10,Financial Literacy,Present,3,TUTOR02
CYC2019008,2019,21,2020-02-17,Leadership,Present,2,TUTOR07
CYC2019008,2019,22,2020-02-24,College Planning,Absent,0,TUTOR03
CYC2019008,2019,23,2020-03-02,College Planning,Present,1.5,TUTOR01
CYC2019008,2019,24,2020-03-09,Tutoring,Present,2,TUTOR12
CYC2019008,2019,25,2020-03-16,Career Exploration,Present,1.5,TUTOR05
CYC2019008,2019,26,2020-03-23,Test Prep,Present,2.5,TUTOR07
CYC2019008,2019,27,2020-03-30,Study Skills,Present,2.5,TUTOR02
CYC2019008,2019,28,2020-04-06,Tutoring,Present,2.5,TUTOR06
CYC2019009,2019,1,2019-09-07,Financial Literacy,Absent,0,TUTOR09
CYC2019009,2019,2,2019-09-14,Test Prep,Present,1.5,TUTOR02
CYC2019009,2019,3,2019-09-21,Leadership,Present,2,TUTOR10
CYC2019009,2019,4,2019-09-28,Leadership,Present,1.5,TUTOR10
CYC2019009,2019,5,2019-10-05,College Planning,Present,2,TUTOR08
CYC2019009,2019,6,2019-10-12,Tutoring,Present,2,TUTOR01
CYC2019009,2019,7,2019-10-19,Tutoring,Present,2.5,TUTOR10
CYC2019009,2019,8,2019-10-26,Career Exploration,Present,2,TUTOR07
CYC2019009,2019,9,2019-11-02,Study Skills,Present,2,TUTOR08
CYC2019009,2019,10,2019-11-09,Test Prep,Present,3,TUTOR10
CYC2019009,2019,11,2019-11-16,Leadership,Present,2.5,TUTOR12
CYC2019009,2019,12,2019-11-23,Career Exploration,Present,1.5,TUTOR05
CYC2019009,2019,13,2019-11-30,Career Exploration,Present,2,TUTOR01
CYC2019009,2019,14,2019-12-07,Financial Literacy,Present,1.5,TUTOR05
CYC2019009,2019,15,2019-12-14,Career Exploration,Present,2.5,TUTOR09
CYC2019009,2019,16,2019-12-21,College Planning,Present,3,TUTOR02
CYC2019009,2019,17,2019-12-28,Financial Literacy,Present,3,TUTOR12
CYC2019009,2019,18,2020-01-04,Career Exploration,Excused,0,TUTOR02
CYC2019009,2019,19,2020-01-11,Career Exploration,Present,2,TUTOR05
CYC2019009,2019,20,2020-01-18,Tutoring,Present,2,TUTOR04
CYC2019009,2019,21,2020-01-25,Financial Literacy,Present,1.5,TUTOR02
CYC2019009,2019,22,2020-02-01,Leadership,Present,2.5,TUTOR03
CYC2019009,2019,23,2020-02-08,Test Prep,Excused,0,TUTOR11
CYC2019009,2019,24,2020-02-15,Tutoring,Absent,0,TUTOR09
CYC2019009,2019,25,2020-02-22,Test Prep,Present,2.5,TUTOR09
CYC2019009,2019,26,2020-02-29,Career Exploration,Excused,0,TUTOR10
CYC2019009,2019,27,2020-03-07,Leadership,Present,2,TUTOR11
CYC2019009,2019,28,2020-03-14,Study Skills,Present,1.5,TUTOR04
CYC2019009,2019,29,2020-03-21,Career Exploration,Present,1.5,TUTOR12
CYC2019009,2019,30,2020-03-28,Career Exploration,Present,2.5,TUTOR07
CYC2019009,2019,31,2020-04-04,Study Skills,Present,2.5,TUTOR01
CYC2019009,2019,32,2020-04-11,Leadership,Present,2,TUTOR09
CYC2019010,2019,1,2019-08-21,Leadership,Excused,0,TUTOR10
CYC2019010,2019,2,2019-08-28,Career Exploration,Present,2.5,TUTOR08
CYC2019010,2019,3,2019-09-04,Study Skills,Present,2.5,TUTOR10
CYC2019010,2019,4,2019-09-11,Financial Literacy,Present,2,TUTOR09
CYC2019010,2019,5,2019-09-18,Financial Literacy,Present,2,TUTOR04
CYC2019010,2019,6,2019-09-25,College Planning,Present,2,TUTOR07
CYC2019010,2019,7,2019-10-02,Leadership,Present,3,TUTOR02
CYC2019010,2019,8,2019-10-09,Test Prep,Present,2,TUTOR06
CYC2019010,2019,9,2019-10-16,Tutoring,Present,2.5,TUTOR11
CYC2019010,2019,10,2019-10-23,College Planning,Present,2,TUTOR07
CYC2019010,2019,11,2019-10-30,Test Prep,Present,1.5,TUTOR04
CYC2019010,2019,12,2019-11-06,Career Exploration,Present,1.5,TUTOR06
CYC2019010,2019,13,2019-11-13,Career Exploration,Present,2.5,TUTOR10
CYC2019010,2019,14,2019-11-20,Career Exploration,Present,3,TUTOR02
CYC2019010,2019,15,2019-11-27,Study Skills,Present,2.5,TUTOR05
CYC2019010,2019,16,2019-12-04,College Planning,Present,2.5,TUTOR12
CYC2019010,2019,17,2019-12-11,College Planning,Present,1.5,TUTOR11
CYC2019010,2019,18,2019-12-18,Tutoring,Present,2,TUTOR09
CYC2019010,2019,19,2019-12-25,Test Prep,Present,1.5,TUTOR11
CYC2019010,2019,20,2020-01-01,Test Prep,Present,1.5,TUTOR06
CYC2019010,2019,21,2020-01-08,Financial Literacy,Present,2.5,TUTOR11
CYC2019010,2019,22,2020-01-15,Career Exploration,Present,1.5,TUTOR11
CYC2019010,2019,23,2020-01-22,Financial Literacy,Present,1.5,TUTOR09
CYC2019010,2019,24,2020-01-29,Study Skills,Present,2,TUTOR04
CYC2019010,2019,25,2020-02-05,Test Prep,Present,3,TUTOR11
CYC2019010,2019,26,2020-02-12,Financial Literacy,Present,2,TUTOR07
CYC2019010,2019,27,2020-02-19,Financial Literacy,Present,2.5,TUTOR02
CYC2019010,2019,28,2020-02-26,Career Exploration,Present,2.5,TUTOR10
CYC2019010,2019,29,2020-03-04,Leadership,Present,1.5,TUTOR05
CYC2019010,2019,30,2020-03-11,Leadership,Absent,0,TUTOR09
CYC2019010,2019,31,2020-03-18,College Planning,Present,2,TUTOR10
CYC2019010,2019,32,2020-03-25,College Planning,Present,2.5,TUTOR06
CYC2019010,2019,33,2020-04-01,Career Exploration,Present,1.5,TUTOR08
CYC2019010,2019,34,2020-04-08,College Planning,Excused,0,TUTOR02
CYC2019011,2019,1,2019-09-19,Financial Literacy,Present,1.5,TUTOR05
CYC2019011,2019,2,2019-09-26,Test Prep,Absent,0,TUTOR05
CYC2019011,2019,3,2019-10-03,Leadership,Present,2,TUTOR03
CYC2019011,2019,4,2019-10-10,Leadership,Present,3,TUTOR02
CYC2019011,2019,5,2019-10-17,Study Skills,Present,1.5,TUTOR01
CYC2019011,2019,6,2019-10-24,Leadership,Present,2,TUTOR06
CYC2019011,2019,7,2019-10-31,Leadership,Absent,0,TUTOR12
CYC2019011,2019,8,2019-11-07,Career Exploration,Excused,0,TUTOR10
CYC2019011,2019,9,2019-11-14,Test Prep,Present,2,TUTOR07
CYC2019011,2019,10,2019-11-21,Tutoring,Present,2,TUTOR05
CYC2019011,2019,11,2019-11-28,Tutoring,Present,2,TUTOR01
CYC2019011,2019,12,2019-12-05,Career Exploration,Present,2.5,TUTOR08
CYC2019011,2019,13,2019-12-12,Study Skills,Absent,0,TUTOR12
CYC2019011,2019,14,2019-12-19,Study Skills,Present,2,TUTOR07
CYC2019011,2019,15,2019-12-26,Leadership,Absent,0,TUTOR06
CYC2019011,2019,16,2020-01-02,Study Skills,Present,2.5,TUTOR01
CYC2019011,2019,17,2020-01-09,Financial Literacy,Absent,0,TUTOR09
CYC2019011,2019,18,2020-01-16,College Planning,Present,2,TUTOR06
CYC2019011,2019,19,2020-01-23,Study Skills,Present,2.5,TUTOR11
CYC2019011,2019,20,2020-01-30,Tutoring,Absent,0,TUTOR12
CYC2019011,2019,21,2020-02-06,Financial Literacy,Present,1.5,TUTOR02
CYC2019011,2019,22,2020-02-13,Career Exploration,Absent,0,TUTOR05
CYC2019011,2019,23,2020-02-20,College Planning,Present,2.5,TUTOR11
CYC2019011,2019,24,2020-02-27,College Planning,Present,2,TUTOR05
CYC2019011,2019,25,2020-03-05,Financial Literacy,Present,3,TUTOR04
CYC2019011,2019,26,2020-03-12,Career Exploration,Absent,0,TUTOR09
CYC2019011,2019,27,2020-03-19,Tutoring,Present,2,TUTOR11
CYC2019011,2019,28,2020-03-26,Financial Literacy,Present,2.5,TUTOR05
CYC2019011,2019,29,2020-04-02,Test Prep,Present,2,TUTOR02
CYC2019011,2019,30,2020-04-09,Financial Literacy,Present,3,TUTOR11
CYC2019011,2019,31,2020-04-16,Leadership,Present,2.5,TUTOR12
CYC2019011,2019,32,2020-04-23,Financial Literacy,Present,2,TUTOR06
CYC2019011,2019,33,2020-04-30,Career Exploration,Present,1.5,TUTOR11
CYC2019012,2019,1,2019-09-08,Financial Literacy,Present,2.5,TUTOR01
CYC2019012,2019,2,2019-09-15,Tutoring,Present,2,TUTOR03
CYC2019012,2019,3,2019-09-22,Career Exploration,Absent,0,TUTOR05
CYC2019012,2019,4,2019-09-29,Career Exploration,Present,2,TUTOR12
CYC2019012,2019,5,2019-10-06,Financial Literacy,Present,1.5,TUTOR02
CYC2019012,2019,6,2019-10-13,Leadership,Absent,0,TUTOR10
CYC2019012,2019,7,2019-10-20,Financial Literacy,Present,2,TUTOR12
CYC2019012,2019,8,2019-10-27,Tutoring,Present,1.5,TUTOR05
